"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of previous modifications","Number of previous fixes","Number of committers","Number of bugs"
"L37766","ConfigXmlGenerator.java","hazelcast/src/main/java/com/hazelcast/config/ConfigXmlGenerator.java","L37758","61","0","359","2899","80","2","7","2"
"L37767","CredentialsFactoryConfig.java","hazelcast/src/main/java/com/hazelcast/config/CredentialsFactoryConfig.java","L37758","1","0","43","2899","7","0","2","0"
"L37768","EntryListenerConfig.java","hazelcast/src/main/java/com/hazelcast/config/EntryListenerConfig.java","L37758","1","0","49","2899","8","0","2","0"
"L37769","ExecutorConfig.java","hazelcast/src/main/java/com/hazelcast/config/ExecutorConfig.java","L37758","4","0","85","1733","33","0","7","0"
"L37770","FileSystemXmlConfig.java","hazelcast/src/main/java/com/hazelcast/config/FileSystemXmlConfig.java","L37758","1","0","22","575","8","0","4","0"
"L37771","GroupConfig.java","hazelcast/src/main/java/com/hazelcast/config/GroupConfig.java","L37758","11","0","73","831","9","0","4","0"
"L37772","InMemoryXmlConfig.java","hazelcast/src/main/java/com/hazelcast/config/InMemoryXmlConfig.java","L37758","3","0","20","575","8","0","4","0"
"L37773","Interfaces.java","hazelcast/src/main/java/com/hazelcast/config/Interfaces.java","L37758","6","0","68","831","16","0","4","0"
"L37774","ItemListenerConfig.java","hazelcast/src/main/java/com/hazelcast/config/ItemListenerConfig.java","L37758","1","0","38","2899","8","0","2","0"
"L37775","Join.java","hazelcast/src/main/java/com/hazelcast/config/Join.java","L37758","1","0","45","831","14","0","5","0"
"L37776","ListenerConfig.java","hazelcast/src/main/java/com/hazelcast/config/ListenerConfig.java","L37758","1","0","42","1118","8","0","3","0"
"L37777","LoginModuleConfig.java","hazelcast/src/main/java/com/hazelcast/config/LoginModuleConfig.java","L37758","2","0","53","2899","7","0","2","0"
"L37778","ManagementCenterConfig.java","hazelcast/src/main/java/com/hazelcast/config/ManagementCenterConfig.java","L37758","1","0","43","831","4","0","2","0"
"L37779","MapConfig.java","hazelcast/src/main/java/com/hazelcast/config/MapConfig.java","L37758","58","0","421","753","101","0","8","0"
"L37780","MapIndexConfig.java","hazelcast/src/main/java/com/hazelcast/config/MapIndexConfig.java","L37758","1","0","38","1733","6","0","4","0"
"L37781","MapStoreConfig.java","hazelcast/src/main/java/com/hazelcast/config/MapStoreConfig.java","L37758","1","0","77","1118","12","0","3","0"
"L37782","MaxSizeConfig.java","hazelcast/src/main/java/com/hazelcast/config/MaxSizeConfig.java","L37758","2","0","46","575","12","0","6","0"
"L37783","MemberGroupConfig.java","hazelcast/src/main/java/com/hazelcast/config/MemberGroupConfig.java","L37758","1","0","24","1118","3","0","2","0"
"L37784","MergePolicyConfig.java","hazelcast/src/main/java/com/hazelcast/config/MergePolicyConfig.java","L37758","1","0","42","1118","2","0","1","0"
"L37785","MulticastConfig.java","hazelcast/src/main/java/com/hazelcast/config/MulticastConfig.java","L37758","1","0","88","831","15","0","4","0"
"L37786","MultiMapConfig.java","hazelcast/src/main/java/com/hazelcast/config/MultiMapConfig.java","L37758","2","0","70","1733","22","0","6","0"
"L37787","NearCacheConfig.java","hazelcast/src/main/java/com/hazelcast/config/NearCacheConfig.java","L37758","3","0","78","575","10","0","4","1"
"L37788","NetworkConfig.java","hazelcast/src/main/java/com/hazelcast/config/NetworkConfig.java","L37758","7","0","175","1733","24","0","7","0"
"L37789","PartitionGroupConfig.java","hazelcast/src/main/java/com/hazelcast/config/PartitionGroupConfig.java","L37758","1","0","60","2899","7","0","2","0"
"L37790","PermissionConfig.java","hazelcast/src/main/java/com/hazelcast/config/PermissionConfig.java","L37758","5","0","86","2899","9","0","2","0"
"L37791","PermissionPolicyConfig.java","hazelcast/src/main/java/com/hazelcast/config/PermissionPolicyConfig.java","L37758","1","0","43","2899","8","0","2","0"
"L37792","QueueConfig.java","hazelcast/src/main/java/com/hazelcast/config/QueueConfig.java","L37758","8","0","83","1733","44","0","7","1"
"L37793","SecurityConfig.java","hazelcast/src/main/java/com/hazelcast/config/SecurityConfig.java","L37758","1","0","73","2899","7","0","2","0"
"L37794","SemaphoreConfig.java","hazelcast/src/main/java/com/hazelcast/config/SemaphoreConfig.java","L37758","3","0","86","575","9","0","5","0"
"L37795","SocketInterceptorConfig.java","hazelcast/src/main/java/com/hazelcast/config/SocketInterceptorConfig.java","L37758","1","0","54","2899","7","0","2","0"
"L37796","SSLConfig.java","hazelcast/src/main/java/com/hazelcast/config/SSLConfig.java","L37758","1","0","51","2899","3","0","2","0"
"L37797","SymmetricEncryptionConfig.java","hazelcast/src/main/java/com/hazelcast/config/SymmetricEncryptionConfig.java","L37758","6","0","97","831","10","0","4","0"
"L37798","TcpIpConfig.java","hazelcast/src/main/java/com/hazelcast/config/TcpIpConfig.java","L37758","15","0","124","831","18","0","4","0"
"L37799","TopicConfig.java","hazelcast/src/main/java/com/hazelcast/config/TopicConfig.java","L37758","8","0","74","1733","18","0","6","0"
"L37800","UrlXmlConfig.java","hazelcast/src/main/java/com/hazelcast/config/UrlXmlConfig.java","L37758","1","0","22","575","8","0","4","0"
"L37801","WanReplicationConfig.java","hazelcast/src/main/java/com/hazelcast/config/WanReplicationConfig.java","L37758","2","0","36","2899","9","0","2","0"
"L37802","WanReplicationRef.java","hazelcast/src/main/java/com/hazelcast/config/WanReplicationRef.java","L37758","1","0","26","575","9","0","5","0"
"L37803","WanTargetClusterConfig.java","hazelcast/src/main/java/com/hazelcast/config/WanTargetClusterConfig.java","L37758","2","0","62","2899","9","0","2","0"
"L37804","XmlConfigBuilder.java","hazelcast/src/main/java/com/hazelcast/config/XmlConfigBuilder.java","L37758","253","0","997","1733","159","0","8","4"
"L39900","AllTest.java","hazelcast/src/main/java/com/hazelcast/examples/AllTest.java","L39899","33","0","525","575","26","1","7","0"
"L39901","ChatApplication.java","hazelcast/src/main/java/com/hazelcast/examples/ChatApplication.java","L39899","13","0","92","1118","9","0","2","0"
"L39902","DummyStore.java","hazelcast/src/main/java/com/hazelcast/examples/DummyStore.java","L39899","1","0","35","1118","4","0","1","0"
"L39903","LineReader.java","hazelcast/src/main/java/com/hazelcast/examples/LineReader.java","L39899","1","0","4","575","1","0","1","0"
"L39904","LongRunningTest.java","hazelcast/src/main/java/com/hazelcast/examples/LongRunningTest.java","L39899","20","0","209","1733","20","1","7","0"
"L39905","LongRunningTransactionTest.java","hazelcast/src/main/java/com/hazelcast/examples/LongRunningTransactionTest.java","L39899","30","0","273","1118","7","1","3","0"
"L39906","SimpleFunctionalMapTest.java","hazelcast/src/main/java/com/hazelcast/examples/SimpleFunctionalMapTest.java","L39899","19","0","133","1118","9","0","3","0"
"L39907","SimpleMapTest.java","hazelcast/src/main/java/com/hazelcast/examples/SimpleMapTest.java","L39899","22","0","140","753","87","0","7","0"
"L39908","SimpleMultiMapTest.java","hazelcast/src/main/java/com/hazelcast/examples/SimpleMultiMapTest.java","L39899","19","0","116","2899","8","0","4","0"
"L39909","SimpleQueueTest.java","hazelcast/src/main/java/com/hazelcast/examples/SimpleQueueTest.java","L39899","7","0","68","1733","13","0","5","0"
"L39910","StartServer.java","hazelcast/src/main/java/com/hazelcast/examples/StartServer.java","L39899","1","0","7","1118","4","0","2","0"
"L39911","TestApp.java","hazelcast/src/main/java/com/hazelcast/examples/TestApp.java","L39899","224","0","1125","575","82","1","6","0"
"L41005","AbstractMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/AbstractMBean.java","L41004","52","0","312","1733","10","0","3","0"
"L41006","AtomicNumberMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/AtomicNumberMBean.java","L41004","1","0","67","1733","5","0","3","0"
"L41007","ClusterMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/ClusterMBean.java","L41004","11","0","167","1733","18","0","5","0"
"L41008","CountDownLatchMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/CountDownLatchMBean.java","L41004","1","0","44","1733","7","0","3","1"
"L41009","DataMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/DataMBean.java","L41004","27","0","179","1733","23","0","6","0"
"L41010","JMXAttribute.java","hazelcast/src/main/java/com/hazelcast/jmx/JMXAttribute.java","L41004","1","0","10","1733","5","0","2","0"
"L41011","JMXDescription.java","hazelcast/src/main/java/com/hazelcast/jmx/JMXDescription.java","L41004","1","0","10","1733","5","0","2","0"
"L41012","JMXOperation.java","hazelcast/src/main/java/com/hazelcast/jmx/JMXOperation.java","L41004","1","0","10","1733","5","0","2","0"
"L41013","ListMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/ListMBean.java","L41004","10","0","109","1733","10","0","3","1"
"L41014","LockMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/LockMBean.java","L41004","2","0","26","753","10","0","5","1"
"L41015","ManagementService.java","hazelcast/src/main/java/com/hazelcast/jmx/ManagementService.java","L41004","18","0","173","575","51","0","8","1"
"L41016","MapEntryMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/MapEntryMBean.java","L41004","6","0","101","1733","14","0","5","0"
"L41017","MapMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/MapMBean.java","L41004","19","0","138","1733","13","0","4","1"
"L41018","MemberMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/MemberMBean.java","L41004","2","0","35","1733","10","0","5","0"
"L41019","MultiMapMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/MultiMapMBean.java","L41004","1","0","28","1733","8","0","3","1"
"L41020","ObjectNameSpec.java","hazelcast/src/main/java/com/hazelcast/jmx/ObjectNameSpec.java","L41004","15","0","76","1733","14","0","5","0"
"L41021","QueueMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/QueueMBean.java","L41004","8","0","114","1733","11","0","4","1"
"L41022","SemaphoreMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/SemaphoreMBean.java","L41004","1","0","42","1733","2","0","1","1"
"L41023","SetMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/SetMBean.java","L41004","10","0","109","1733","10","0","3","1"
"L41024","StatisticsCollector.java","hazelcast/src/main/java/com/hazelcast/jmx/StatisticsCollector.java","L41004","1","0","12","1733","5","0","2","0"
"L41025","TopicMBean.java","hazelcast/src/main/java/com/hazelcast/jmx/TopicMBean.java","L41004","6","0","79","1733","10","0","4","1"
"L41902","ILogger.java","hazelcast/src/main/java/com/hazelcast/logging/ILogger.java","L41901","1","0","9","1118","1","0","1","0"
"L41903","Log4jFactory.java","hazelcast/src/main/java/com/hazelcast/logging/Log4jFactory.java","L41901","18","0","85","2899","4","0","2","0"
"L41904","LogEvent.java","hazelcast/src/main/java/com/hazelcast/logging/LogEvent.java","L41901","1","0","27","1118","1","0","1","0"
"L41905","Logger.java","hazelcast/src/main/java/com/hazelcast/logging/Logger.java","L41901","14","0","53","1118","10","0","3","0"
"L41906","LoggerFactory.java","hazelcast/src/main/java/com/hazelcast/logging/LoggerFactory.java","L41901","1","0","4","1118","1","0","1","0"
"L41907","LoggerFactorySupport.java","hazelcast/src/main/java/com/hazelcast/logging/LoggerFactorySupport.java","L41901","3","0","18","575","4","0","3","0"
"L41908","LoggingService.java","hazelcast/src/main/java/com/hazelcast/logging/LoggingService.java","L41901","1","0","7","575","6","0","4","0"
"L41909","LoggingServiceImpl.java","hazelcast/src/main/java/com/hazelcast/logging/LoggingServiceImpl.java","L41901","18","0","125","575","21","0","5","0"
"L41910","LogListener.java","hazelcast/src/main/java/com/hazelcast/logging/LogListener.java","L41901","1","0","4","1118","1","0","1","0"
"L41911","NoLogFactory.java","hazelcast/src/main/java/com/hazelcast/logging/NoLogFactory.java","L41901","1","0","22","1118","1","0","1","0"
"L41912","Slf4jFactory.java","hazelcast/src/main/java/com/hazelcast/logging/Slf4jFactory.java","L41901","15","0","72","2899","2","0","2","0"
"L41913","StandardLoggerFactory.java","hazelcast/src/main/java/com/hazelcast/logging/StandardLoggerFactory.java","L41901","1","0","35","2899","4","0","2","0"
"L42189","AddNewEntryMergePolicy.java","hazelcast/src/main/java/com/hazelcast/merge/AddNewEntryMergePolicy.java","L42188","3","0","11","753","6","0","4","0"
"L42190","HigherHitsMergePolicy.java","hazelcast/src/main/java/com/hazelcast/merge/HigherHitsMergePolicy.java","L42188","4","0","16","831","10","0","4","0"
"L42191","LatestUpdateMergePolicy.java","hazelcast/src/main/java/com/hazelcast/merge/LatestUpdateMergePolicy.java","L42188","4","0","16","831","10","0","4","0"
"L42192","MergePolicy.java","hazelcast/src/main/java/com/hazelcast/merge/MergePolicy.java","L42188","1","0","6","1118","3","0","1","0"
"L42193","PassThroughMergePolicy.java","hazelcast/src/main/java/com/hazelcast/merge/PassThroughMergePolicy.java","L42188","2","0","14","753","6","0","5","0"
"L42216","DistributedMapStatsCallable.java","hazelcast/src/main/java/com/hazelcast/monitor/DistributedMapStatsCallable.java","L42215","1","0","43","575","7","0","4","0"
"L42217","DistributedMemberInfoCallable.java","hazelcast/src/main/java/com/hazelcast/monitor/DistributedMemberInfoCallable.java","L42215","3","0","63","575","12","1","6","0"
"L42218","DistributedQueueStatsCallable.java","hazelcast/src/main/java/com/hazelcast/monitor/DistributedQueueStatsCallable.java","L42215","1","0","43","575","5","0","4","0"
"L42219","LocalAtomicNumberOperationStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalAtomicNumberOperationStats.java","L42215","1","0","5","2899","2","0","1","0"
"L42220","LocalAtomicNumberStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalAtomicNumberStats.java","L42215","1","0","3","2899","2","0","1","0"
"L42221","LocalCountDownLatchOperationStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalCountDownLatchOperationStats.java","L42215","1","0","11","575","6","0","4","0"
"L42222","LocalCountDownLatchStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalCountDownLatchStats.java","L42215","1","0","3","575","6","0","4","0"
"L42223","LocalExecutorOperationStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalExecutorOperationStats.java","L42215","1","0","12","575","9","0","4","0"
"L42224","LocalInstanceOperationStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalInstanceOperationStats.java","L42215","1","0","6","575","6","0","4","0"
"L42225","LocalInstanceStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalInstanceStats.java","L42215","1","0","4","575","7","0","4","0"
"L42226","LocalLockOperationStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalLockOperationStats.java","L42215","1","0","7","575","5","0","4","0"
"L42227","LocalLockStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalLockStats.java","L42215","1","0","3","575","5","0","4","0"
"L42228","LocalMapOperationStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalMapOperationStats.java","L42215","1","0","12","575","10","0","5","0"
"L42229","LocalMapStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalMapStats.java","L42215","1","0","18","575","21","0","6","0"
"L42230","LocalQueueOperationStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalQueueOperationStats.java","L42215","1","0","7","575","8","0","5","0"
"L42231","LocalQueueStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalQueueStats.java","L42215","1","0","8","753","11","0","5","0"
"L42232","LocalSemaphoreOperationStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalSemaphoreOperationStats.java","L42215","1","0","12","575","6","0","4","0"
"L42233","LocalSemaphoreStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalSemaphoreStats.java","L42215","1","0","3","575","6","0","4","0"
"L42234","LocalTopicOperationStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalTopicOperationStats.java","L42215","1","0","5","575","10","0","5","0"
"L42235","LocalTopicStats.java","hazelcast/src/main/java/com/hazelcast/monitor/LocalTopicStats.java","L42215","1","0","3","575","13","0","5","0"
"L42236","MemberHealthStats.java","hazelcast/src/main/java/com/hazelcast/monitor/MemberHealthStats.java","L42215","1","0","9","831","3","0","2","0"
"L42237","MemberState.java","hazelcast/src/main/java/com/hazelcast/monitor/MemberState.java","L42215","1","0","20","575","28","0","6","1"
"L42238","TimedMemberState.java","hazelcast/src/main/java/com/hazelcast/monitor/TimedMemberState.java","L42215","13","0","131","575","11","0","5","0"
"L42535","AbstractEvolvableDataSerializable.java","hazelcast/src/main/java/com/hazelcast/nio/AbstractEvolvableDataSerializable.java","L42534","4","0","39","1118","4","0","3","0"
"L42536","AbstractSelectionHandler.java","hazelcast/src/main/java/com/hazelcast/nio/AbstractSelectionHandler.java","L42534","11","0","68","753","27","0","5","0"
"L42537","AbstractSerializer.java","hazelcast/src/main/java/com/hazelcast/nio/AbstractSerializer.java","L42534","24","0","129","575","22","0","4","0"
"L42538","Address.java","hazelcast/src/main/java/com/hazelcast/nio/Address.java","L42534","18","0","143","831","35","0","7","0"
"L42539","CipherHelper.java","hazelcast/src/main/java/com/hazelcast/nio/CipherHelper.java","L42534","20","0","204","575","17","0","7","0"
"L42540","Connection.java","hazelcast/src/main/java/com/hazelcast/nio/Connection.java","L42534","17","0","171","575","58","1","7","0"
"L42541","ConnectionListener.java","hazelcast/src/main/java/com/hazelcast/nio/ConnectionListener.java","L42534","1","0","5","575","9","0","5","0"
"L42542","ConnectionManager.java","hazelcast/src/main/java/com/hazelcast/nio/ConnectionManager.java","L42534","59","0","437","575","107","4","8","1"
"L42543","ConnectionMonitor.java","hazelcast/src/main/java/com/hazelcast/nio/ConnectionMonitor.java","L42534","4","0","58","1118","15","1","4","0"
"L42544","CustomSerializer.java","hazelcast/src/main/java/com/hazelcast/nio/CustomSerializer.java","L42534","1","0","7","1118","7","0","4","0"
"L42545","CustomSerializerAdapter.java","hazelcast/src/main/java/com/hazelcast/nio/CustomSerializerAdapter.java","L42534","1","0","22","1118","6","0","3","0"
"L42546","Data.java","hazelcast/src/main/java/com/hazelcast/nio/Data.java","L42534","15","0","82","831","28","0","4","0"
"L42547","DataHolder.java","hazelcast/src/main/java/com/hazelcast/nio/DataHolder.java","L42534","4","0","44","831","5","0","3","0"
"L42548","DataSerializable.java","hazelcast/src/main/java/com/hazelcast/nio/DataSerializable.java","L42534","1","0","9","831","5","0","3","0"
"L42549","DefaultSerializer.java","hazelcast/src/main/java/com/hazelcast/nio/DefaultSerializer.java","L42534","18","0","335","1118","10","0","3","0"
"L42550","DefaultSocketChannelWrapper.java","hazelcast/src/main/java/com/hazelcast/nio/DefaultSocketChannelWrapper.java","L42534","1","0","66","1118","2","0","1","0"
"L42551","Evolvable.java","hazelcast/src/main/java/com/hazelcast/nio/Evolvable.java","L42534","1","0","4","1118","4","0","3","0"
"L42552","FastByteArrayInputStream.java","hazelcast/src/main/java/com/hazelcast/nio/FastByteArrayInputStream.java","L42534","55","0","251","1118","11","0","3","0"
"L42553","FastByteArrayOutputStream.java","hazelcast/src/main/java/com/hazelcast/nio/FastByteArrayOutputStream.java","L42534","26","0","173","1118","9","0","2","0"
"L42554","HazelcastSerializationException.java","hazelcast/src/main/java/com/hazelcast/nio/HazelcastSerializationException.java","L42534","1","0","10","831","11","0","4","0"
"L42555","InOutSelector.java","hazelcast/src/main/java/com/hazelcast/nio/InOutSelector.java","L42534","21","0","136","575","32","1","6","0"
"L42556","IOService.java","hazelcast/src/main/java/com/hazelcast/nio/IOService.java","L42534","1","0","50","575","37","0","6","0"
"L42557","IOUtil.java","hazelcast/src/main/java/com/hazelcast/nio/IOUtil.java","L42534","23","0","192","575","59","2","9","0"
"L42558","MemberSocketInterceptor.java","hazelcast/src/main/java/com/hazelcast/nio/MemberSocketInterceptor.java","L42534","1","0","8","1118","2","0","1","1"
"L42559","NodeIOService.java","hazelcast/src/main/java/com/hazelcast/nio/NodeIOService.java","L42534","16","0","185","753","91","0","6","0"
"L42560","Packet.java","hazelcast/src/main/java/com/hazelcast/nio/Packet.java","L42534","87","0","386","753","103","0","7","0"
"L42561","PipedZipBufferFactory.java","hazelcast/src/main/java/com/hazelcast/nio/PipedZipBufferFactory.java","L42534","1","0","147","753","6","0","2","0"
"L42562","ReadHandler.java","hazelcast/src/main/java/com/hazelcast/nio/ReadHandler.java","L42534","12","0","74","1118","52","1","7","0"
"L42563","SelectionHandler.java","hazelcast/src/main/java/com/hazelcast/nio/SelectionHandler.java","L42534","1","0","4","1118","3","0","1","0"
"L42564","SerializationHelper.java","hazelcast/src/main/java/com/hazelcast/nio/SerializationHelper.java","L42534","25","0","109","1118","24","0","3","0"
"L42565","Serializer.java","hazelcast/src/main/java/com/hazelcast/nio/Serializer.java","L42534","11","0","86","2899","51","0","5","0"
"L42566","SocketAcceptor.java","hazelcast/src/main/java/com/hazelcast/nio/SocketAcceptor.java","L42534","21","0","118","1118","14","0","3","0"
"L42567","SocketChannelWrapper.java","hazelcast/src/main/java/com/hazelcast/nio/SocketChannelWrapper.java","L42534","1","0","23","1118","2","0","1","0"
"L42568","SocketConnector.java","hazelcast/src/main/java/com/hazelcast/nio/SocketConnector.java","L42534","20","0","140","831","36","5","4","0"
"L42569","SocketInterceptor.java","hazelcast/src/main/java/com/hazelcast/nio/SocketInterceptor.java","L42534","1","0","6","1118","2","0","1","1"
"L42570","SocketPacketReader.java","hazelcast/src/main/java/com/hazelcast/nio/SocketPacketReader.java","L42534","29","0","177","753","21","0","5","0"
"L42571","SocketPacketWriter.java","hazelcast/src/main/java/com/hazelcast/nio/SocketPacketWriter.java","L42534","40","0","204","575","11","0","3","0"
"L42572","SocketReader.java","hazelcast/src/main/java/com/hazelcast/nio/SocketReader.java","L42534","1","0","7","2899","5","0","2","0"
"L42573","SocketWritable.java","hazelcast/src/main/java/com/hazelcast/nio/SocketWritable.java","L42534","1","0","4","753","7","0","4","0"
"L42574","SocketWriter.java","hazelcast/src/main/java/com/hazelcast/nio/SocketWriter.java","L42534","1","0","7","575","6","0","3","0"
"L42575","TypeSerializer.java","hazelcast/src/main/java/com/hazelcast/nio/TypeSerializer.java","L42534","1","0","8","1118","2","0","2","0"
"L42576","WriteHandler.java","hazelcast/src/main/java/com/hazelcast/nio/WriteHandler.java","L42534","25","0","168","753","57","1","7","0"
"L45172","MigrationEvent.java","hazelcast/src/main/java/com/hazelcast/partition/MigrationEvent.java","L45171","1","0","31","2899","7","0","4","0"
"L45173","MigrationListener.java","hazelcast/src/main/java/com/hazelcast/partition/MigrationListener.java","L45171","1","0","7","2899","7","0","3","0"
"L45174","Partition.java","hazelcast/src/main/java/com/hazelcast/partition/Partition.java","L45171","1","0","6","2899","2","0","2","0"
"L45175","PartitionService.java","hazelcast/src/main/java/com/hazelcast/partition/PartitionService.java","L45171","1","0","8","753","51","0","6","0"
"L45197","DateHelper.java","hazelcast/src/main/java/com/hazelcast/query/DateHelper.java","L45196","7","0","62","831","3","1","2","1"
"L45198","EntryKeyObject.java","hazelcast/src/main/java/com/hazelcast/query/EntryKeyObject.java","L45196","1","0","9","575","3","0","2","0"
"L45199","EntryObject.java","hazelcast/src/main/java/com/hazelcast/query/EntryObject.java","L45196","1","0","56","575","16","0","3","1"
"L45200","Expression.java","hazelcast/src/main/java/com/hazelcast/query/Expression.java","L45196","1","0","5","1733","7","0","3","0"
"L45201","Index.java","hazelcast/src/main/java/com/hazelcast/query/Index.java","L45196","59","0","253","2899","39","7","5","0"
"L45202","IndexAwarePredicate.java","hazelcast/src/main/java/com/hazelcast/query/IndexAwarePredicate.java","L45196","1","0","11","1733","16","0","3","0"
"L45203","IndexStore.java","hazelcast/src/main/java/com/hazelcast/query/IndexStore.java","L45196","1","0","14","575","6","1","4","0"
"L45204","MapIndexService.java","hazelcast/src/main/java/com/hazelcast/query/MapIndexService.java","L45196","57","0","245","2899","28","2","4","0"
"L45205","MultiResultSet.java","hazelcast/src/main/java/com/hazelcast/query/MultiResultSet.java","L45196","9","0","62","1118","2","0","1","0"
"L45206","Parser.java","hazelcast/src/main/java/com/hazelcast/query/Parser.java","L45196","28","0","123","1733","18","0","4","1"
"L45207","Predicate.java","hazelcast/src/main/java/com/hazelcast/query/Predicate.java","L45196","1","0","6","1733","9","0","4","0"
"L45208","PredicateBuilder.java","hazelcast/src/main/java/com/hazelcast/query/PredicateBuilder.java","L45196","9","0","75","575","26","0","4","1"
"L45209","Predicates.java","hazelcast/src/main/java/com/hazelcast/query/Predicates.java","L45196","144","0","910","575","86","5","8","4"
"L45210","PredicateType.java","hazelcast/src/main/java/com/hazelcast/query/PredicateType.java","L45196","1","0","8","575","3","1","2","0"
"L45211","QueryContext.java","hazelcast/src/main/java/com/hazelcast/query/QueryContext.java","L45196","1","0","30","1118","6","0","1","0"
"L45212","SingleResultSet.java","hazelcast/src/main/java/com/hazelcast/query/SingleResultSet.java","L45196","4","0","29","1118","1","0","1","0"
"L45213","SortedIndexStore.java","hazelcast/src/main/java/com/hazelcast/query/SortedIndexStore.java","L45196","19","0","98","575","6","1","4","0"
"L45214","SqlPredicate.java","hazelcast/src/main/java/com/hazelcast/query/SqlPredicate.java","L45196","34","0","209","1733","31","1","6","0"
"L45215","UnsortedIndexStore.java","hazelcast/src/main/java/com/hazelcast/query/UnsortedIndexStore.java","L45196","29","0","126","1118","8","2","4","0"
"L46604","AbstractCredentials.java","hazelcast/src/main/java/com/hazelcast/security/AbstractCredentials.java","L46603","8","0","64","2899","4","0","1","0"
"L46605","Credentials.java","hazelcast/src/main/java/com/hazelcast/security/Credentials.java","L46603","1","0","7","2899","2","0","1","0"
"L46606","ICredentialsFactory.java","hazelcast/src/main/java/com/hazelcast/security/ICredentialsFactory.java","L46603","1","0","8","2899","2","0","1","0"
"L46607","IPermissionPolicy.java","hazelcast/src/main/java/com/hazelcast/security/IPermissionPolicy.java","L46603","1","0","11","2899","2","0","1","0"
"L46608","SecureCallable.java","hazelcast/src/main/java/com/hazelcast/security/SecureCallable.java","L46603","1","0","8","2899","2","0","1","0"
"L46609","SecurityContext.java","hazelcast/src/main/java/com/hazelcast/security/SecurityContext.java","L46603","1","0","17","2899","3","0","1","0"
"L46610","UsernamePasswordCredentials.java","hazelcast/src/main/java/com/hazelcast/security/UsernamePasswordCredentials.java","L46603","5","0","47","575","4","0","2","0"
"L46727","AbstractMap.java","hazelcast/src/main/java/com/hazelcast/util/AbstractMap.java","L46726","6","0","46","831","5","0","3","0"
"L46728","AddressUtil.java","hazelcast/src/main/java/com/hazelcast/util/AddressUtil.java","L46726","101","0","429","575","22","3","5","0"
"L46729","Base64.java","hazelcast/src/main/java/com/hazelcast/util/Base64.java","L46726","49","0","232","2053","3","0","2","0"
"L46730","ByteUtil.java","hazelcast/src/main/java/com/hazelcast/util/ByteUtil.java","L46726","7","0","47","575","11","0","6","0"
"L46731","Clock.java","hazelcast/src/main/java/com/hazelcast/util/Clock.java","L46726","1","0","51","2899","2","1","1","0"
"L46732","ConcurrentHashSet.java","hazelcast/src/main/java/com/hazelcast/util/ConcurrentHashSet.java","L46726","1","0","8","2899","3","0","2","0"
"L46733","Counter.java","hazelcast/src/main/java/com/hazelcast/util/Counter.java","L46726","1","0","21","1118","7","0","3","0"
"L46734","DistributedTimeoutException.java","hazelcast/src/main/java/com/hazelcast/util/DistributedTimeoutException.java","L46726","1","0","11","2899","2","0","2","0"
"L46735","DoubleBlockingQueue.java","hazelcast/src/main/java/com/hazelcast/util/DoubleBlockingQueue.java","L46726","5","0","75","2899","4","1","3","0"
"L46736","NavigableMap.java","hazelcast/src/main/java/com/hazelcast/util/NavigableMap.java","L46726","1","0","27","831","7","0","5","0"
"L46737","NavigableSet.java","hazelcast/src/main/java/com/hazelcast/util/NavigableSet.java","L46726","1","0","21","831","5","0","4","0"
"L46738","NoneStrictObjectPool.java","hazelcast/src/main/java/com/hazelcast/util/NoneStrictObjectPool.java","L46726","3","0","36","1118","5","0","1","0"
