@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L42205","16","0","461","2","4","2","0","false"
"L42206","1","0","56","2","4","2","0","false"
"L42207","1","0","141","2","4","2","0","false"
"L42208","4","0","229","2","4","2","0","false"
"L42209","22","0","183","2","4","2","0","false"
"L42210","5","0","94","2","4","2","0","false"
"L42211","12","0","65","2","4","2","0","false"
"L42212","8","0","169","2","4","2","0","false"
"L42213","19","0","273","2","4","2","0","false"
"L42214","1","0","27","2","4","2","0","false"
"L42215","2","0","75","2","4","2","0","false"
"L42216","11","0","85","2","4","2","0","false"
"L42217","2","0","40","2","4","2","0","false"
"L43720","25","0","134","2","4","2","0","false"
"L43721","3","0","29","2","4","3","0","false"
"L41324","6","0","109","2","590","7","0","false"
"L41325","8","0","90","2","590","5","0","false"
"L41326","6","0","53","2","590","4","0","false"
"L41327","3","0","67","2","590","4","0","false"
"L41528","7","0","88","2","4","8","0","false"
"L41529","2","0","24","2","4","6","0","false"
"L44949","2","0","16","1","590","3","0","false"
"L44950","9","0","80","1","590","3","0","false"
"L44951","41","0","222","2","590","8","0","false"
"L45130","3","0","32","2","70","4","0","false"
"L45127","1","0","81","2","70","4","0","false"
"L45132","1","0","37","2","70","4","0","false"
"L45542","3","0","40","4","590","10","0","false"
"L45713","202","0","1026","2","590","3","1","false"
"L48421","1","0","88","1","70","1","0","false"
"L48426","191","0","1135","2","590","7","0","false"
"L45544","3","0","48","2","590","3","0","false"
"L47007","13","0","330","3","70","8","0","false"
"L48009","3","0","241","3","70","8","0","false"
"L54678","38","0","318","2","70","2","0","false"
"L52389","23","0","349","2","70","2","0","false"
"L53400","7","0","63","2","70","2","0","false"
"L53403","57","0","335","2","70","2","0","false"
"L52822","2","0","28","2","70","2","0","false"
"L52826","38","0","223","2","70","2","0","false"
"L52827","2","0","28","2","70","2","0","false"
"L52830","48","0","400","2","70","2","0","false"
"L54886","3","0","109","1","70","1","0","false"
"L54888","6","0","81","3","590","9","0","false"
"L54892","7","0","77","1","70","1","0","false"
"L55261","5","0","101","3","590","8","0","false"
"L55613","6","0","58","1","70","1","0","false"
"L55719","4","0","105","2","590","6","0","false"
"L55966","5","0","32","1","70","1","0","false"
"L55990","3","0","92","3","70","5","0","false"
"L55993","6","0","66","1","70","2","0","false"
"L55994","1","0","13","3","70","5","0","false"
"L56152","12","0","144","3","590","5","0","false"
"L56153","22","0","240","1","70","4","1","false"
"L55601","1","0","16","3","590","5","0","false"
"L55602","1","0","1","3","590","4","0","false"
"L55725","1","0","16","3","590","4","0","false"
"L55726","1","0","28","4","590","13","0","false"
"L55727","1","0","1","3","590","4","0","false"
"L55969","3","0","24","2","590","3","0","false"
"L56155","19","0","118","3","590","5","0","false"
"L56156","5","0","21","3","590","9","0","false"
"L56157","1","0","15","3","590","4","0","false"
"L56158","2","0","59","3","590","6","0","false"
"L56159","1","0","20","3","590","4","0","false"
"L56160","1","0","9","3","590","7","0","false"
"L56161","1","0","18","3","590","8","0","false"
"L56162","15","0","98","3","590","24","0","false"
"L56163","46","0","290","4","45","21","0","false"
"L56164","1","0","1","3","590","5","0","false"
"L56165","13","0","118","3","590","14","0","false"
"L56166","1","0","24","3","590","8","0","false"
"L56167","1","0","51","3","590","13","0","false"
"L55608","1","0","49","2","590","3","0","false"
"L57191","4","0","66","2","70","3","0","false"
"L57192","1","0","13","0","0","1","0","false"
"L57193","1","0","5","0","0","1","0","false"
"L57194","1","0","35","2","590","3","0","false"
"L57195","5","0","51","2","590","4","0","false"
"L57196","77","0","303","2","590","2","0","false"
"L57197","98","0","375","2","590","2","0","false"
"L57198","1","0","26","0","0","1","0","false"
"L57199","4","0","31","0","0","1","0","false"
"L57200","18","0","119","4","70","6","0","false"
"L57201","8","0","46","0","0","1","0","false"
"L57202","65","0","305","0","0","1","0","false"
"L57203","1","0","1","0","0","1","0","false"
"L57204","1","0","8","0","0","1","0","false"
"L57205","1","0","14","0","0","1","0","false"
"L57206","4","0","96","4","70","5","0","false"
"L57207","1","0","4","4","70","6","0","false"
"L57208","1","0","21","2","70","2","0","false"
"L57209","34","0","190","4","70","6","0","false"
"L57213","6","0","103","4","70","6","0","false"
"L57214","1","0","12","0","0","1","0","false"
"L57215","1","0","282","0","0","1","0","false"
"L57216","1","0","20","2","590","3","0","false"
"L57217","1","0","25","0","0","1","0","false"
"L57218","63","0","912","2","590","2","0","false"
"L57219","74","0","1035","2","590","2","0","false"
"L57220","1","0","20","0","0","1","0","false"
"L57221","2","0","120","2","70","3","0","false"
"L57222","3","0","128","4","70","8","0","false"
"L57223","2","0","126","2","70","3","0","false"
"L57224","3","0","229","4","70","8","0","false"
"L57225","15","0","83","0","0","1","0","false"
"L57226","23","0","79","0","0","1","0","false"
"L58014","1","0","1","0","0","1","0","false"
"L58015","18","0","95","0","0","1","0","false"
"L58371","47","0","323","0","0","1","0","false"
"L58372","1","0","6","0","0","1","0","false"
"L58373","1","0","8","0","0","1","0","false"
"L58374","52","0","238","0","0","1","0","false"
"L58375","16","0","75","0","0","1","0","false"
"L58376","31","0","225","4","70","14","0","false"
"L58377","64","0","409","4","590","11","0","false"
"L58378","1","0","7","0","0","1","0","false"
"L58379","1","0","1","0","0","1","0","false"
"L58380","1","0","44","2","590","3","0","false"
"L58381","85","0","489","4","590","10","0","false"
"L58382","35","0","228","0","0","1","0","false"
"L58383","24","0","201","2","70","6","0","false"
"L58384","3","0","30","0","0","1","0","false"
"L58385","8","0","110","2","70","3","0","false"
"L58386","1","0","7","0","0","1","0","false"
"L58387","1","0","5","0","0","1","0","false"
"L58388","10","0","82","0","0","1","0","false"
"L58389","4","0","63","4","590","5","0","false"
"L58390","15","0","115","0","0","1","0","false"
"L58391","4","0","58","0","0","1","0","false"
"L58392","2","0","32","0","0","1","0","false"
"L58393","1","0","40","4","70","9","0","false"
"L58394","1","0","32","0","0","1","0","false"
"L58017","1","0","9","0","0","1","0","false"
"L58018","1","0","135","0","0","1","0","false"
"L58396","4","0","236","0","0","1","0","false"
"L58397","4","0","445","0","0","1","0","false"
"L58398","1","0","116","0","0","1","0","false"
"L58399","1","0","382","0","0","1","0","false"
"L58400","2","0","449","4","70","6","0","false"
"L58401","2","0","389","0","0","1","0","false"
"L58402","2","0","716","4","590","8","0","false"
"L58403","1","0","177","2","590","3","0","false"
"L58404","1","0","123","2","70","5","0","false"
"L58405","1","0","36","0","0","1","0","false"
"L58406","1","0","25","4","70","6","0","false"
"L58407","2","0","127","0","0","1","0","false"
"L58408","2","0","127","0","0","1","0","false"
"L58409","2","0","52","0","0","1","0","false"
"L58410","2","0","261","0","0","1","0","false"
"L58411","3","0","44","0","0","1","0","false"
"L58412","1","0","56","5","590","8","0","false"
"L58413","3","0","71","2","590","3","0","false"
"L57232","2","0","40","4","70","5","0","false"
"L57233","18","0","187","0","0","1","0","false"
"L57234","1","0","43","0","0","1","0","false"
"L57235","5","0","114","0","0","1","0","false"
"L57236","2","0","47","0","0","1","0","false"
"L57237","5","0","66","0","0","1","0","false"
"L57238","5","0","59","4","70","5","0","false"
"L57239","2","0","39","0","0","1","0","false"
"L57240","2","0","35","0","0","1","0","false"
"L57241","5","0","73","0","0","1","0","false"
"L57242","2","0","43","4","70","5","0","false"
"L57243","2","0","76","0","0","1","0","false"
"L57244","4","0","95","0","0","1","0","false"
"L57245","2","0","96","2","590","2","0","false"
"L57246","1","0","74","0","0","1","0","false"
"L57247","2","0","72","0","0","1","0","false"
"L57248","2","0","34","0","0","1","0","false"
"L57249","6","0","113","4","70","6","0","false"
"L57250","1","0","119","0","0","1","0","false"
