"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L35131","OMemoryStream.java","core/src/main/java/com/orientechnologies/orient/core/serialization/OMemoryStream.java","L35126","30","0","306","1","16","3","3122","0"
"L35132","OSerializableStream.java","core/src/main/java/com/orientechnologies/orient/core/serialization/OSerializableStream.java","L35126","1","0","7","0","6","0","0","0"
"L38241","OChainedIndexProxy.java","core/src/main/java/com/orientechnologies/orient/core/sql/OChainedIndexProxy.java","L38240","44","0","424","14","70","9","3122","0"
"L38242","OCommandExecutorSQLAbstract.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLAbstract.java","L38240","24","0","136","2","91","12","3122","0"
"L38243","OCommandExecutorSQLAlterClass.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLAlterClass.java","L38240","12","0","69","2","51","7","3122","3"
"L38244","OCommandExecutorSQLAlterCluster.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLAlterCluster.java","L38240","18","0","99","0","33","6","3122","1"
"L38245","OCommandExecutorSQLAlterDatabase.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLAlterDatabase.java","L38240","10","0","61","1","33","6","113","1"
"L38246","OCommandExecutorSQLAlterProperty.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLAlterProperty.java","L38240","15","0","77","1","30","6","3122","1"
"L38247","OCommandExecutorSQLCreateClass.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLCreateClass.java","L38240","22","0","99","2","48","5","3122","1"
"L38248","OCommandExecutorSQLCreateCluster.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLCreateCluster.java","L38240","9","0","52","0","37","9","3122","1"
"L38249","OCommandExecutorSQLCreateFunction.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLCreateFunction.java","L38240","13","0","70","0","21","7","3122","0"
"L38250","OCommandExecutorSQLCreateIndex.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLCreateIndex.java","L38240","47","0","214","2","69","7","3122","1"
"L38251","OCommandExecutorSQLCreateLink.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLCreateLink.java","L38240","60","0","226","0","48","6","3122","0"
"L38252","OCommandExecutorSQLCreateProperty.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLCreateProperty.java","L38240","18","0","91","1","36","5","3122","1"
"L38253","OCommandExecutorSQLDelegate.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLDelegate.java","L38240","4","0","54","0","38","6","3122","1"
"L38254","OCommandExecutorSQLDelete.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLDelete.java","L38240","51","0","235","4","88","10","3122","2"
"L38255","OCommandExecutorSQLDropClass.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLDropClass.java","L38240","19","0","81","3","51","8","3122","1"
"L38256","OCommandExecutorSQLDropCluster.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLDropCluster.java","L38240","14","0","61","0","16","5","3122","1"
"L38257","OCommandExecutorSQLDropIndex.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLDropIndex.java","L38240","9","0","49","0","26","4","3122","1"
"L38258","OCommandExecutorSQLDropProperty.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLDropProperty.java","L38240","19","0","101","1","32","6","3122","1"
"L38259","OCommandExecutorSQLEarlyResultsetAbstract.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLEarlyResultsetAbstract.java","L38240","3","0","21","0","4","3","2","0"
"L38260","OCommandExecutorSQLExplain.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLExplain.java","L38240","4","0","34","0","10","3","3122","0"
"L38261","OCommandExecutorSQLFactory.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLFactory.java","L38240","1","0","7","0","3","0","0","0"
"L38262","OCommandExecutorSQLFindReferences.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLFindReferences.java","L38240","11","0","63","0","22","4","3122","1"
"L38263","OCommandExecutorSQLGrant.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLGrant.java","L38240","12","0","54","0","18","4","3122","0"
"L38264","OCommandExecutorSQLHide.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLHide.java","L38240","2","0","31","0","16","4","3122","0"
"L38265","OCommandExecutorSQLInsert.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLInsert.java","L38240","65","0","296","2","112","11","3122","1"
"L38266","OCommandExecutorSQLPermissionAbstract.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLPermissionAbstract.java","L38240","7","0","25","0","4","0","0","0"
"L38267","OCommandExecutorSQLRebuildIndex.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLRebuildIndex.java","L38240","12","0","57","0","22","5","3122","1"
"L38268","OCommandExecutorSQLResultsetAbstract.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLResultsetAbstract.java","L38240","108","0","426","6","141","13","3122","1"
"L38269","OCommandExecutorSQLResultsetDelegate.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLResultsetDelegate.java","L38240","1","0","21","0","8","4","3122","0"
"L38270","OCommandExecutorSQLRetryAbstract.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLRetryAbstract.java","L38240","2","0","16","0","2","1","3122","0"
"L38271","OCommandExecutorSQLRevoke.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLRevoke.java","L38240","12","0","56","0","21","4","3122","0"
"L38272","OCommandExecutorSQLSelect.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLSelect.java","L38240","438","0","1565","34","498","17","3122","4"
"L38273","OCommandExecutorSQLSetAware.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLSetAware.java","L38240","36","0","124","0","19","6","3122","0"
"L38274","OCommandExecutorSQLTransactional.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLTransactional.java","L38240","6","0","32","0","5","2","3122","0"
"L38275","OCommandExecutorSQLTraverse.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLTraverse.java","L38240","28","0","150","2","53","9","327","1"
"L38276","OCommandExecutorSQLTruncateClass.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLTruncateClass.java","L38240","9","0","52","0","20","4","3122","1"
"L38277","OCommandExecutorSQLTruncateCluster.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLTruncateCluster.java","L38240","9","0","52","1","23","4","3122","1"
"L38278","OCommandExecutorSQLTruncateRecord.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLTruncateRecord.java","L38240","11","0","61","0","28","5","3122","1"
"L38279","OCommandExecutorSQLUpdate.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLUpdate.java","L38240","165","0","550","10","178","12","3122","2"
"L38280","OCommandParameters.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandParameters.java","L38240","3","0","38","0","6","3","3122","0"
"L38281","OCommandSQL.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandSQL.java","L38240","1","0","17","0","14","3","3122","0"
"L38282","OCommandSQLParsingException.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandSQLParsingException.java","L38240","3","0","36","0","5","0","0","0"
"L38283","OCommandSQLResultset.java","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandSQLResultset.java","L38240","1","0","9","0","2","0","0","0"
"L38284","ODefaultCommandExecutorSQLFactory.java","core/src/main/java/com/orientechnologies/orient/core/sql/ODefaultCommandExecutorSQLFactory.java","L38240","3","0","75","0","24","5","3122","0"
"L38285","ODynamicSQLElementFactory.java","core/src/main/java/com/orientechnologies/orient/core/sql/ODynamicSQLElementFactory.java","L38240","6","0","57","0","9","4","1","0"
"L38286","OFilterAnalyzer.java","core/src/main/java/com/orientechnologies/orient/core/sql/OFilterAnalyzer.java","L38240","38","0","167","1","16","6","3122","0"
"L38287","OFindReferenceHelper.java","core/src/main/java/com/orientechnologies/orient/core/sql/OFindReferenceHelper.java","L38240","25","0","122","0","18","6","3122","0"
"L38288","OIndexSearchResult.java","core/src/main/java/com/orientechnologies/orient/core/sql/OIndexSearchResult.java","L38240","26","0","105","2","23","6","3122","0"
"L38289","OIterableRecordSource.java","core/src/main/java/com/orientechnologies/orient/core/sql/OIterableRecordSource.java","L38240","1","0","7","0","9","5","3122","0"
"L38290","OMetricRecorder.java","core/src/main/java/com/orientechnologies/orient/core/sql/OMetricRecorder.java","L38240","7","0","42","2","15","5","3122","0"
"L38291","OOrderByOptimizer.java","core/src/main/java/com/orientechnologies/orient/core/sql/OOrderByOptimizer.java","L38240","6","0","27","1","12","4","3122","0"
"L38292","OOriginalRecordsReturnHandler.java","core/src/main/java/com/orientechnologies/orient/core/sql/OOriginalRecordsReturnHandler.java","L38240","1","0","19","1","10","4","3122","0"
"L38293","ORecordCountHandler.java","core/src/main/java/com/orientechnologies/orient/core/sql/ORecordCountHandler.java","L38240","1","0","20","1","10","4","3122","0"
"L38294","ORecordsReturnHandler.java","core/src/main/java/com/orientechnologies/orient/core/sql/ORecordsReturnHandler.java","L38240","3","0","41","2","14","5","3122","0"
"L38295","OReturnHandler.java","core/src/main/java/com/orientechnologies/orient/core/sql/OReturnHandler.java","L38240","1","0","8","1","10","4","3122","0"
"L38296","ORuntimeResult.java","core/src/main/java/com/orientechnologies/orient/core/sql/ORuntimeResult.java","L38240","52","0","175","0","41","8","3122","0"
"L38297","OSQLEngine.java","core/src/main/java/com/orientechnologies/orient/core/sql/OSQLEngine.java","L38240","69","0","361","2","79","9","3122","0"
"L38298","OSQLHelper.java","core/src/main/java/com/orientechnologies/orient/core/sql/OSQLHelper.java","L38240","78","0","238","5","125","10","3122","0"
"L38299","OSQLScriptEngine.java","core/src/main/java/com/orientechnologies/orient/core/sql/OSQLScriptEngine.java","L38240","3","0","76","0","7","5","113","0"
"L38300","OSQLScriptEngineFactory.java","core/src/main/java/com/orientechnologies/orient/core/sql/OSQLScriptEngineFactory.java","L38240","2","0","65","0","1","0","0","0"
"L38301","OUpdatedRecordsReturnHandler.java","core/src/main/java/com/orientechnologies/orient/core/sql/OUpdatedRecordsReturnHandler.java","L38240","1","0","19","1","10","4","3122","0"
"L38302","SQLUpdateReturnModeEnum.java","core/src/main/java/com/orientechnologies/orient/core/sql/SQLUpdateReturnModeEnum.java","L38240","1","0","6","0","4","2","3122","0"
"L44742","OAutoshardedStorage.java","core/src/main/java/com/orientechnologies/orient/core/storage/OAutoshardedStorage.java","L44741","1","0","5","0","9","3","3122","0"
"L44743","OCluster.java","core/src/main/java/com/orientechnologies/orient/core/storage/OCluster.java","L44741","1","0","51","0","74","8","3122","1"
"L44744","OClusterEntryIterator.java","core/src/main/java/com/orientechnologies/orient/core/storage/OClusterEntryIterator.java","L44741","8","0","53","0","15","7","3122","0"
"L44745","OPhysicalPosition.java","core/src/main/java/com/orientechnologies/orient/core/storage/OPhysicalPosition.java","L44741","8","0","102","0","33","5","3122","0"
"L44746","ORawBuffer.java","core/src/main/java/com/orientechnologies/orient/core/storage/ORawBuffer.java","L44741","1","0","36","0","14","3","561","0"
"L44747","ORecordCallback.java","core/src/main/java/com/orientechnologies/orient/core/storage/ORecordCallback.java","L44741","1","0","8","0","3","0","0","0"
"L44748","ORecordDuplicatedException.java","core/src/main/java/com/orientechnologies/orient/core/storage/ORecordDuplicatedException.java","L44741","3","0","27","2","24","7","3122","0"
"L44749","ORecordMetadata.java","core/src/main/java/com/orientechnologies/orient/core/storage/ORecordMetadata.java","L44741","1","0","17","0","1","1","1345","0"
"L44750","OStorage.java","core/src/main/java/com/orientechnologies/orient/core/storage/OStorage.java","L44741","1","0","97","1","162","13","3122","1"
"L44751","OStorageAbstract.java","core/src/main/java/com/orientechnologies/orient/core/storage/OStorageAbstract.java","L44741","22","0","168","2","122","6","3122","0"
"L44752","OStorageOperationResult.java","core/src/main/java/com/orientechnologies/orient/core/storage/OStorageOperationResult.java","L44741","3","0","54","1","10","5","3122","0"
"L44753","OStorageProxy.java","core/src/main/java/com/orientechnologies/orient/core/storage/OStorageProxy.java","L44741","1","0","4","0","5","2","3122","0"
"L49829","ORollbackException.java","core/src/main/java/com/orientechnologies/orient/core/tx/ORollbackException.java","L49828","1","0","15","1","9","4","3122","0"
"L49830","OTransaction.java","core/src/main/java/com/orientechnologies/orient/core/tx/OTransaction.java","L49828","1","0","65","6","79","7","3122","1"
"L49831","OTransactionAbstract.java","core/src/main/java/com/orientechnologies/orient/core/tx/OTransactionAbstract.java","L49828","19","0","100","2","65","6","3122","2"
"L49832","OTransactionIndexChanges.java","core/src/main/java/com/orientechnologies/orient/core/tx/OTransactionIndexChanges.java","L49828","3","0","47","2","21","3","3122","0"
"L49833","OTransactionIndexChangesPerKey.java","core/src/main/java/com/orientechnologies/orient/core/tx/OTransactionIndexChangesPerKey.java","L49828","4","0","39","0","5","1","3122","0"
"L49834","OTransactionNoTx.java","core/src/main/java/com/orientechnologies/orient/core/tx/OTransactionNoTx.java","L49828","13","0","149","6","94","7","3122","1"
"L49835","OTransactionOptimistic.java","core/src/main/java/com/orientechnologies/orient/core/tx/OTransactionOptimistic.java","L49828","94","0","403","6","240","11","3122","1"
"L49836","OTransactionRealAbstract.java","core/src/main/java/com/orientechnologies/orient/core/tx/OTransactionRealAbstract.java","L49828","71","0","308","5","98","7","3122","0"
"L49837","OTxListener.java","core/src/main/java/com/orientechnologies/orient/core/tx/OTxListener.java","L49828","1","0","8","0","5","0","0","0"
"L50350","OBuffer.java","core/src/main/java/com/orientechnologies/orient/core/type/OBuffer.java","L50349","9","0","50","1","5","4","561","0"
"L50351","ODocumentWrapper.java","core/src/main/java/com/orientechnologies/orient/core/type/ODocumentWrapper.java","L50349","9","0","95","0","16","2","6","0"
"L50352","ODocumentWrapperNoClass.java","core/src/main/java/com/orientechnologies/orient/core/type/ODocumentWrapperNoClass.java","L50349","1","0","53","0","9","0","0","0"
"L51865","OBackupable.java","core/src/main/java/com/orientechnologies/orient/core/util/OBackupable.java","L51864","1","0","15","0","13","3","3122","0"
"L51866","ODateHelper.java","core/src/main/java/com/orientechnologies/orient/core/util/ODateHelper.java","L51864","11","0","53","0","12","5","3122","0"
"L51867","OHostInfo.java","core/src/main/java/com/orientechnologies/orient/core/util/OHostInfo.java","L51864","5","0","21","0","6","3","3122","0"
"L51916","ORecordVersion.java","core/src/main/java/com/orientechnologies/orient/core/version/ORecordVersion.java","L51915","1","0","48","0","19","5","3122","0"
"L51917","OSimpleVersion.java","core/src/main/java/com/orientechnologies/orient/core/version/OSimpleVersion.java","L51915","10","0","226","0","13","4","3122","0"
"L51918","OVersionFactory.java","core/src/main/java/com/orientechnologies/orient/core/version/OVersionFactory.java","L51915","2","0","27","0","11","4","3122","0"
"L76787","OAbstractLock.java","core/src/main/java/com/orientechnologies/common/concur/lock/OAbstractLock.java","L76786","1","0","13","0","8","5","17","0"
"L76788","OAdaptiveLock.java","core/src/main/java/com/orientechnologies/common/concur/lock/OAdaptiveLock.java","L76786","22","0","132","0","10","5","17","0"
"L76789","OExclusiveLock.java","core/src/main/java/com/orientechnologies/common/concur/lock/OExclusiveLock.java","L76786","3","0","25","0","8","5","17","0"
"L76790","OInterruptedException.java","core/src/main/java/com/orientechnologies/common/concur/lock/OInterruptedException.java","L76786","1","0","7","0","13","5","3122","0"
"L76791","OLock.java","core/src/main/java/com/orientechnologies/common/concur/lock/OLock.java","L76786","1","0","8","0","8","5","17","0"
"L76792","OLockException.java","core/src/main/java/com/orientechnologies/common/concur/lock/OLockException.java","L76786","1","0","11","0","8","5","17","0"
"L76793","OLockManager.java","core/src/main/java/com/orientechnologies/common/concur/lock/OLockManager.java","L76786","32","0","189","0","12","5","3122","1"
"L76794","OModificationLock.java","core/src/main/java/com/orientechnologies/common/concur/lock/OModificationLock.java","L76786","8","0","55","0","17","5","3122","0"
"L76795","OModificationOperationProhibitedException.java","core/src/main/java/com/orientechnologies/common/concur/lock/OModificationOperationProhibitedException.java","L76786","1","0","16","0","8","5","17","0"
"L76796","ONewLockManager.java","core/src/main/java/com/orientechnologies/common/concur/lock/ONewLockManager.java","L76786","37","0","316","0","21","5","3122","0"
"L76797","OReadersWriterSpinLock.java","core/src/main/java/com/orientechnologies/common/concur/lock/OReadersWriterSpinLock.java","L76786","20","0","147","0","27","6","3122","0"
"L76798","OSharedLock.java","core/src/main/java/com/orientechnologies/common/concur/lock/OSharedLock.java","L76786","3","0","25","0","8","5","17","0"
"L76799","OSharedLockEntry.java","core/src/main/java/com/orientechnologies/common/concur/lock/OSharedLockEntry.java","L76786","1","0","13","0","8","5","17","0"
"L76800","OThreadCountersHashTable.java","core/src/main/java/com/orientechnologies/common/concur/lock/OThreadCountersHashTable.java","L76786","109","0","469","0","18","5","3122","0"
"L77557","OCloseable.java","core/src/main/java/com/orientechnologies/common/concur/resource/OCloseable.java","L77556","1","0","4","0","8","5","17","0"
"L77558","ONotSharedResource.java","core/src/main/java/com/orientechnologies/common/concur/resource/ONotSharedResource.java","L77556","1","0","11","0","8","5","17","0"
"L77559","OPartitionedObjectPool.java","core/src/main/java/com/orientechnologies/common/concur/resource/OPartitionedObjectPool.java","L77556","26","0","173","0","5","3","3122","1"
"L77560","OPartitionedObjectPoolFactory.java","core/src/main/java/com/orientechnologies/common/concur/resource/OPartitionedObjectPoolFactory.java","L77556","9","0","88","0","5","3","3122","1"
"L77561","OReentrantResourcePool.java","core/src/main/java/com/orientechnologies/common/concur/resource/OReentrantResourcePool.java","L77556","14","0","83","0","8","5","17","0"
"L77562","OResourcePool.java","core/src/main/java/com/orientechnologies/common/concur/resource/OResourcePool.java","L77556","16","0","104","0","23","6","3122","0"
"L77563","OResourcePoolListener.java","core/src/main/java/com/orientechnologies/common/concur/resource/OResourcePoolListener.java","L77556","1","0","5","0","8","5","17","0"
"L77564","OSharedContainer.java","core/src/main/java/com/orientechnologies/common/concur/resource/OSharedContainer.java","L77556","1","0","7","0","8","5","17","0"
"L77565","OSharedContainerImpl.java","core/src/main/java/com/orientechnologies/common/concur/resource/OSharedContainerImpl.java","L77556","5","0","32","0","8","5","17","0"
"L77566","OSharedResource.java","core/src/main/java/com/orientechnologies/common/concur/resource/OSharedResource.java","L77556","1","0","7","0","8","5","17","0"
"L77567","OSharedResourceAbstract.java","core/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceAbstract.java","L77556","1","0","18","0","8","5","17","0"
"L77568","OSharedResourceAdaptive.java","core/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceAdaptive.java","L77556","28","0","162","0","8","5","17","0"
"L77569","OSharedResourceAdaptiveExternal.java","core/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceAdaptiveExternal.java","L77556","1","0","28","0","8","5","17","0"
"L77570","OSharedResourceExternal.java","core/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceExternal.java","L77556","1","0","19","0","8","5","17","0"
"L77571","OSharedResourceExternalTimeout.java","core/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceExternalTimeout.java","L77556","1","0","23","0","8","5","17","0"
"L77572","OSharedResourceIterator.java","core/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceIterator.java","L77556","2","0","50","0","8","5","17","0"
"L77573","OSharedResourceTimeout.java","core/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceTimeout.java","L77556","15","0","83","0","10","5","17","0"
"L77974","ConsoleCommand.java","core/src/main/java/com/orientechnologies/common/console/annotation/ConsoleCommand.java","L77973","1","0","12","0","8","5","17","1"
"L77975","ConsoleParameter.java","core/src/main/java/com/orientechnologies/common/console/annotation/ConsoleParameter.java","L77973","1","0","12","0","8","5","17","0"
"L79929","OBinarySerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/OBinarySerializer.java","L79928","1","0","18","0","13","5","3122","0"
"L79930","OBinaryTypeSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/OBinaryTypeSerializer.java","L79928","1","0","74","0","13","5","3122","0"
"L79931","OBooleanSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/OBooleanSerializer.java","L79928","6","0","78","0","13","5","3122","0"
"L79932","OByteSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/OByteSerializer.java","L79928","1","0","73","0","13","5","3122","0"
"L79933","OCharSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/OCharSerializer.java","L79928","1","0","80","0","13","5","3122","0"
"L79934","ODateSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/ODateSerializer.java","L79928","1","0","85","0","13","5","3122","0"
"L79935","ODateTimeSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/ODateTimeSerializer.java","L79928","1","0","68","0","13","5","3122","0"
"L79936","ODecimalSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/ODecimalSerializer.java","L79928","1","0","77","0","8","5","17","0"
"L79937","ODoubleSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/ODoubleSerializer.java","L79928","1","0","73","0","13","5","3122","0"
"L79938","OFloatSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/OFloatSerializer.java","L79928","1","0","72","0","13","5","3122","0"
"L79939","OIntegerSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/OIntegerSerializer.java","L79928","1","0","83","0","13","5","3122","0"
"L79940","OLongSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/OLongSerializer.java","L79928","1","0","88","0","13","5","3122","0"
"L79941","ONullSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/ONullSerializer.java","L79928","1","0","49","0","13","5","3122","0"
"L79942","OSerializationHelper.java","core/src/main/java/com/orientechnologies/common/serialization/types/OSerializationHelper.java","L79928","2","0","31","0","13","5","3122","0"
"L79943","OShortSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/OShortSerializer.java","L79928","1","0","78","0","13","5","3122","0"
"L79944","OStringSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/OStringSerializer.java","L79928","7","0","106","0","13","5","3122","0"
"L79945","OUUIDSerializer.java","core/src/main/java/com/orientechnologies/common/serialization/types/OUUIDSerializer.java","L79928","1","0","76","0","13","5","3122","0"
"L3669","OCommandExecutorFunction.java","core/src/main/java/com/orientechnologies/orient/core/command/script/OCommandExecutorFunction.java","L3668","8","0","76","0","44","9","3122","0"
"L3670","OCommandExecutorScript.java","core/src/main/java/com/orientechnologies/orient/core/command/script/OCommandExecutorScript.java","L3668","49","0","235","2","74","11","3122","1"
"L3671","OCommandExecutorUtility.java","core/src/main/java/com/orientechnologies/orient/core/command/script/OCommandExecutorUtility.java","L3668","7","0","34","1","17","9","17","0"
"L3672","OCommandFunction.java","core/src/main/java/com/orientechnologies/orient/core/command/script/OCommandFunction.java","L3668","1","0","18","0","10","5","3122","0"
"L3673","OCommandScript.java","core/src/main/java/com/orientechnologies/orient/core/command/script/OCommandScript.java","L3668","2","0","56","1","21","8","3122","0"
"L3674","OCommandScriptException.java","core/src/main/java/com/orientechnologies/orient/core/command/script/OCommandScriptException.java","L3668","5","0","39","0","9","3","17","0"
"L3675","ODatabaseScriptManager.java","core/src/main/java/com/orientechnologies/orient/core/command/script/ODatabaseScriptManager.java","L3668","6","0","60","0","14","5","3122","1"
"L3676","OScriptDocumentDatabaseWrapper.java","core/src/main/java/com/orientechnologies/orient/core/command/script/OScriptDocumentDatabaseWrapper.java","L3668","11","0","318","0","58","10","17","0"
"L3677","OScriptInjection.java","core/src/main/java/com/orientechnologies/orient/core/command/script/OScriptInjection.java","L3668","1","0","6","0","3","2","17","0"
"L3678","OScriptManager.java","core/src/main/java/com/orientechnologies/orient/core/command/script/OScriptManager.java","L3668","41","0","244","0","73","13","3122","0"
"L3679","OScriptOrientWrapper.java","core/src/main/java/com/orientechnologies/orient/core/command/script/OScriptOrientWrapper.java","L3668","3","0","20","0","9","4","17","0"
"L4764","OTraverse.java","core/src/main/java/com/orientechnologies/orient/core/command/traverse/OTraverse.java","L4763","18","0","142","2","30","11","17","0"
"L4765","OTraverseAbstractProcess.java","core/src/main/java/com/orientechnologies/orient/core/command/traverse/OTraverseAbstractProcess.java","L4763","1","0","13","2","11","6","17","0"
"L4766","OTraverseContext.java","core/src/main/java/com/orientechnologies/orient/core/command/traverse/OTraverseContext.java","L4763","9","0","135","2","24","8","17","0"
"L4767","OTraverseMultiValueProcess.java","core/src/main/java/com/orientechnologies/orient/core/command/traverse/OTraverseMultiValueProcess.java","L4763","4","0","37","2","13","7","17","0"
"L4768","OTraversePath.java","core/src/main/java/com/orientechnologies/orient/core/command/traverse/OTraversePath.java","L4763","3","0","92","1","14","7","3122","0"
"L4769","OTraverseRecordProcess.java","core/src/main/java/com/orientechnologies/orient/core/command/traverse/OTraverseRecordProcess.java","L4763","23","0","97","4","33","10","3122","0"
"L4770","OTraverseRecordSetProcess.java","core/src/main/java/com/orientechnologies/orient/core/command/traverse/OTraverseRecordSetProcess.java","L4763","8","0","48","2","14","7","17","0"
"L5254","OAbstractCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OAbstractCompression.java","L5253","1","0","12","0","7","5","17","0"
"L5255","OGZIPCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OGZIPCompression.java","L5253","6","0","63","0","14","8","17","0"
"L5256","OHighZIPCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OHighZIPCompression.java","L5253","1","0","13","0","7","5","17","0"
"L5257","OLowZIPCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OLowZIPCompression.java","L5253","1","0","13","0","7","5","17","0"
"L5258","ONothingCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/ONothingCompression.java","L5253","5","0","25","0","18","8","17","0"
"L5259","OSnappyCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OSnappyCompression.java","L5253","3","0","34","0","17","8","17","0"
"L5260","OZIPCompression.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OZIPCompression.java","L5253","6","0","67","0","7","5","17","0"
"L5261","OZIPCompressionUtil.java","core/src/main/java/com/orientechnologies/orient/core/compression/impl/OZIPCompressionUtil.java","L5253","18","0","119","2","27","9","17","0"
"L6561","ODatabaseDocument.java","core/src/main/java/com/orientechnologies/orient/core/db/document/ODatabaseDocument.java","L6560","1","0","38","0","30","7","17","1"
"L6562","ODatabaseDocumentPool.java","core/src/main/java/com/orientechnologies/orient/core/db/document/ODatabaseDocumentPool.java","L6560","1","0","25","0","27","5","17","0"
"L6563","ODatabaseDocumentTx.java","core/src/main/java/com/orientechnologies/orient/core/db/document/ODatabaseDocumentTx.java","L6560","388","0","1938","3","210","15","3122","4"
"L6564","ODatabaseDocumentTxPooled.java","core/src/main/java/com/orientechnologies/orient/core/db/document/ODatabaseDocumentTxPooled.java","L6560","10","0","88","3","63","13","3122","0"
"L6565","ODocumentFieldVisitor.java","core/src/main/java/com/orientechnologies/orient/core/db/document/ODocumentFieldVisitor.java","L6560","1","0","8","0","8","6","17","0"
