@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L3672","1","0","18","0","10","5","3122","false"
"L3673","2","0","56","1","21","8","3122","false"
"L3674","5","0","39","0","9","3","17","false"
"L3675","6","0","60","0","14","5","3122","true"
"L3676","11","0","318","0","58","10","17","false"
"L3677","1","0","6","0","3","2","17","false"
"L3678","41","0","244","0","73","13","3122","false"
"L3679","3","0","20","0","9","4","17","false"
"L4764","18","0","142","2","30","11","17","false"
"L4765","1","0","13","2","11","6","17","false"
"L4766","9","0","135","2","24","8","17","false"
"L4767","4","0","37","2","13","7","17","false"
"L4768","3","0","92","1","14","7","3122","false"
"L4769","23","0","97","4","33","10","3122","false"
"L4770","8","0","48","2","14","7","17","false"
"L5254","1","0","12","0","7","5","17","false"
"L5255","6","0","63","0","14","8","17","false"
"L5256","1","0","13","0","7","5","17","false"
"L5257","1","0","13","0","7","5","17","false"
"L5258","5","0","25","0","18","8","17","false"
"L5259","3","0","34","0","17","8","17","false"
"L5260","6","0","67","0","7","5","17","false"
"L5261","18","0","119","2","27","9","17","false"
"L6561","1","0","38","0","30","7","17","true"
"L6562","1","0","25","0","27","5","17","false"
"L6563","388","0","1938","3","210","15","3122","true"
"L6564","10","0","88","3","63","13","3122","false"
"L6565","1","0","8","0","8","6","17","false"
"L6566","31","0","91","0","13","7","3122","false"
"L8302","1","0","21","0","17","2","17","false"
"L8303","1","0","6","0","1","0","0","false"
"L8304","1","0","6","0","1","0","0","false"
"L8305","1","0","6","0","1","0","0","false"
"L8306","1","0","8","0","11","7","17","false"
"L10191","62","0","270","0","53","8","3122","false"
"L10192","1","0","14","0","14","7","3122","false"
"L10193","1","0","4","0","4","2","17","false"
"L10194","1","0","10","0","19","9","17","false"
"L10195","1","0","4","0","7","5","17","false"
"L10196","13","0","77","0","26","6","17","false"
"L10197","19","0","87","0","12","6","17","false"
"L10198","16","0","70","0","8","4","17","false"
"L10199","1","0","4","0","4","2","17","false"
"L10200","1","0","13","0","4","2","17","false"
"L10201","4","0","78","0","12","8","17","true"
"L10202","1","0","14","0","9","4","17","false"
"L10203","1","0","12","0","25","7","3122","false"
"L10204","81","0","395","2","66","8","3122","false"
"L10205","1","0","4","0","3","1","3122","false"
"L10206","33","0","170","0","45","7","3122","false"
"L10207","1","0","10","0","17","7","3122","false"
"L10208","20","0","154","1","85","10","3122","false"
"L10209","9","0","34","0","5","2","3122","false"
"L10210","17","0","106","0","29","4","3122","false"
"L10211","2","0","22","0","5","2","3122","false"
"L10212","1","0","12","0","22","5","3122","false"
"L10213","27","0","154","0","29","7","3122","false"
"L10214","34","0","192","0","41","9","3122","false"
"L10215","33","0","163","1","38","7","3122","false"
"L10216","1","0","8","0","4","1","3122","false"
"L10217","28","0","163","1","40","7","3122","false"
"L13499","139","0","699","3","91","10","3122","true"
"L13500","103","0","443","5","150","12","3122","false"
"L13501","1","0","16","0","2","1","3122","false"
"L13502","23","0","196","0","50","10","3122","false"
"L13503","221","0","1153","9","233","14","3122","false"
"L13504","1","0","16","0","2","1","3122","false"
"L14697","2","0","26","0","7","5","3122","false"
"L14714","2","0","26","0","9","4","3122","false"
"L15142","49","0","208","1","52","11","3122","false"
"L15143","6","0","66","1","14","5","3122","false"
"L15727","1","0","39","0","11","6","561","false"
"L15728","3","0","47","1","23","10","3122","false"
"L16266","33","0","321","3","15","4","3122","false"
"L16267","1","0","109","7","46","10","8","false"
"L16268","21","0","357","9","76","11","3122","false"
"L19977","24","0","104","0","6","5","8","false"
"L19978","337","0","1835","1","9","5","3122","false"
"L19979","32","0","196","1","8","7","561","false"
"L19980","19","0","172","0","7","5","3122","false"
"L19981","4","0","29","0","6","5","8","false"
"L19982","1","0","47","0","6","5","8","false"
"L19983","13","0","159","0","6","5","8","false"
"L24969","5","0","78","0","30","7","3122","false"
"L24970","1","0","29","0","22","8","3122","false"
"L27326","1","0","4","0","1","0","0","false"
"L27327","1","0","4","0","1","0","0","false"
"L27753","4","0","67","1","19","7","3122","false"
"L27754","1","0","25","0","3","2","3122","false"
"L27755","7","0","104","1","27","5","3122","false"
"L27756","1","0","10","0","3","0","0","false"
"L27757","4","0","65","0","27","7","3122","false"
"L27758","1","0","33","0","4","3","3122","false"
"L27759","1","0","31","0","14","4","3122","false"
"L27760","12","0","24","0","4","3","6","false"
"L28102","1","0","96","3","126","9","3122","true"
"L28103","1","0","311","2","50","8","3122","true"
"L28104","229","0","1688","18","260","19","3122","true"
"L28105","1","0","6","0","4","3","3122","false"
"L28106","1","0","38","0","5","3","3122","false"
"L28107","53","0","513","0","23","6","3122","true"
"L28108","28","0","278","0","11","5","3122","false"
"L28109","12","0","196","0","20","5","3122","false"
"L28110","1","0","54","0","80","7","561","false"
"L28111","1","0","193","1","18","7","561","false"
"L28112","131","0","984","6","108","10","3122","false"
"L28113","1","0","43","1","68","8","3122","false"
"L28114","6","0","162","2","49","7","3122","false"
"L28115","154","0","894","7","206","13","3122","true"
"L28116","223","0","533","1","109","10","3122","false"
"L30617","1","0","16","0","12","3","3122","false"
"L30618","13","0","117","0","18","5","3122","false"
"L30619","21","0","149","0","18","5","3122","false"
"L30620","20","0","89","1","36","6","3122","false"
"L30621","53","0","282","1","82","9","3122","false"
"L30622","23","0","162","0","19","5","3122","false"
"L30623","1","0","44","1","60","8","3122","false"
"L30624","1","0","102","1","39","8","3122","false"
"L30625","2","0","107","1","45","8","3122","false"
"L30626","1","0","33","0","18","5","3122","false"
"L30627","77","0","375","8","143","13","3122","true"
"L30628","5","0","49","0","10","4","3122","false"
"L30629","1","0","33","0","17","5","3122","false"
"L30630","1","0","16","0","5","3","3122","false"
"L30631","33","0","200","1","66","5","3122","false"
"L30632","6","0","40","0","18","3","1345","false"
"L32233","54","0","263","0","28","6","3122","false"
"L32234","25","0","119","0","15","6","33","false"
"L32235","19","0","87","1","16","4","3122","false"
"L32236","4","0","29","0","5","4","16","false"
"L32237","9","0","74","0","8","4","16","false"
"L32238","16","0","66","0","17","5","16","false"
"L32239","14","0","60","0","14","6","33","false"
"L32240","1","0","11","0","8","4","16","false"
"L32241","17","0","119","0","16","4","3122","false"
"L32242","4","0","32","0","8","4","3122","false"
"L32243","5","0","53","0","9","4","16","false"
"L32873","13","0","53","0","4","3","3122","false"
"L32874","489","0","1609","8","412","17","3122","true"
"L32875","12","0","57","2","19","5","3122","false"
"L32876","372","0","1107","4","142","12","3122","false"
"L32877","1","0","31","0","17","4","3122","false"
"L32878","8","0","116","0","42","6","3122","false"
"L32879","2","0","28","0","19","3","1345","false"
"L32880","8","0","100","0","28","4","3122","false"
"L32881","10","0","35","0","2","2","3122","false"
"L35780","51","0","222","0","28","4","3122","false"
"L35781","78","0","376","2","89","10","3122","false"
"L35782","2","0","28","0","18","4","3122","false"
"L35783","252","0","716","5","157","12","3122","false"
"L38312","25","0","71","1","16","6","3122","false"
"L38313","16","0","72","2","113","6","3122","false"
"L38314","102","0","312","0","95","8","3122","false"
"L38315","1","0","6","0","14","5","1","false"
"L38316","31","0","133","1","117","14","3122","false"
"L38317","14","0","88","2","61","10","3122","false"
"L38318","1","0","17","0","8","0","0","false"
"L38319","1","0","17","0","8","0","0","false"
"L38320","5","0","33","0","27","6","1","false"
"L38321","4","0","27","0","10","4","1","false"
"L38322","2","0","25","0","16","6","3122","false"
"L38323","75","0","308","1","56","10","3122","false"
"L38324","39","0","190","0","22","9","3122","true"
"L38962","4","0","94","1","59","11","561","false"
"L38963","1","0","18","1","29","7","2","false"
"L38964","1","0","62","0","16","2","3122","false"
"L38965","4","0","25","1","4","2","2","false"
"L38966","1","0","8","0","3","0","0","false"
"L38967","35","0","139","1","76","12","561","false"
"L40328","4","0","95","1","37","10","1345","false"
"L40329","1","0","11","1","15","8","2","false"
"L40330","2","0","23","1","5","4","2","false"
"L40331","1","0","8","0","3","3","16","false"
"L40332","4","0","23","1","5","4","2","false"
"L40880","42","0","149","1","7","5","561","false"
"L43083","1","0","45","0","1","0","0","false"
"L43084","1","0","8","0","8","1","3122","false"
"L43085","11","0","116","3","48","6","3122","false"
"L43086","19","0","66","0","15","0","0","false"
"L43087","23","0","134","4","43","6","3122","false"
"L43088","34","0","137","4","55","6","3122","false"
"L43089","24","0","88","0","15","1","561","false"
"L43090","17","0","91","3","44","6","3122","false"
"L43091","13","0","104","3","50","8","3122","false"
"L43092","29","0","131","3","49","7","561","false"
"L43093","23","0","91","0","26","3","3122","false"
"L43094","3","0","25","0","14","0","0","false"
"L43095","40","0","140","4","71","7","561","false"
"L43096","1","0","5","0","1","0","0","false"
"L43097","56","0","212","3","57","9","3122","false"
"L43098","6","0","48","0","14","3","3122","false"
"L43099","16","0","89","0","20","3","3122","false"
"L43100","3","0","31","0","11","0","0","false"
"L43101","16","0","77","3","46","6","3122","false"
"L43102","16","0","76","3","49","8","3122","false"
"L43103","2","0","37","0","13","2","3122","false"
"L43104","16","0","76","3","46","6","3122","false"
"L43105","16","0","76","3","49","7","3122","false"
"L43106","13","0","65","0","15","0","0","false"
"L43107","1","0","27","0","12","0","0","false"
"L43108","15","0","58","0","15","0","0","false"
"L43109","38","0","149","0","34","4","2","false"
"L43110","1","0","20","0","21","3","3122","false"
"L44368","13","0","204","0","18","6","3122","false"
"L44369","1","0","39","0","35","7","1345","false"
"L44370","22","0","131","1","52","6","3122","false"
"L44371","11","0","107","1","36","6","3122","false"
"L44758","67","0","571","4","70","11","3122","false"
"L44759","1","0","54","1","60","4","3122","false"
"L44760","14","0","335","1","47","7","3122","false"
"L44761","2","0","23","0","8","2","561","false"
"L50457","127","0","436","0","49","3","3122","false"
"L50458","129","0","655","3","118","9","3122","false"
"L50459","72","0","437","1","73","9","3122","false"
"L50460","11","0","191","0","43","8","3122","false"
"L50461","1","0","20","0","27","5","561","false"
"L3682","7","0","37","0","5","4","17","false"
"L3683","7","0","37","0","7","2","17","false"
"L3684","8","0","47","0","6","2","17","false"
"L3685","1","0","6","0","4","2","17","false"
"L3686","1","0","11","0","3","2","17","false"
"L11549","34","0","287","1","57","10","3122","false"
"L11550","1","0","25","0","20","8","3122","false"
"L16786","1","0","32","0","16","5","3122","false"
"L16787","1","0","57","0","16","5","3122","false"
"L16788","1","0","4","0","4","4","33","false"
"L16789","15","0","257","0","74","9","3122","false"
"L16790","14","0","82","2","62","9","3122","true"
"L16791","3","0","92","0","18","5","3122","false"
"L16792","43","0","501","1","30","6","3122","false"
"L16793","207","0","1664","3","120","11","3122","true"
"L16794","1","0","19","0","5","5","3122","false"
"L16795","3","0","31","0","19","5","3122","false"
"L24973","5","0","40","0","27","5","3122","false"
"L24974","190","0","1513","13","127","11","3122","true"
"L24975","45","0","324","3","53","7","3122","false"
"L24976","1","0","15","0","5","3","3122","false"
"L24977","10","0","46","0","10","4","3122","false"
"L24978","2","0","55","1","28","6","3122","false"
"L26179","1","0","20","2","28","7","3122","false"
"L26180","6","0","41","1","15","6","3122","false"
"L26181","1","0","31","2","81","10","3122","false"
"L26182","36","0","323","1","38","6","3122","false"
"L26183","108","0","1107","2","30","9","1345","false"
"L26184","1","0","43","1","19","6","3122","false"
"L28123","7","0","35","0","7","4","3122","false"
"L28124","4","0","33","0","10","4","3122","false"
"L28125","1","0","7","0","6","3","3122","false"
"L28126","1","0","13","0","6","3","3122","false"
"L28127","2","0","18","0","9","4","3122","false"
"L30637","1","0","5","0","3","3","3122","false"
"L30638","1","0","9","0","4","3","3122","false"
"L30639","1","0","21","0","4","3","3122","false"
"L30640","1","0","6","0","3","3","3122","false"
"L35789","10","0","95","1","50","9","3122","false"
"L36236","1","0","5","0","4","0","0","false"
"L36237","12","0","56","0","3","1","3122","false"
"L36238","1","0","14","0","1","0","0","false"
"L36239","1","0","30","0","1","0","0","false"
"L36804","1","0","8","0","18","5","3122","false"
"L36805","5","0","53","0","10","2","3122","false"
"L36806","2","0","38","0","13","2","561","false"
"L36807","3","0","52","0","26","6","3122","false"
"L36808","1","0","27","0","18","3","3122","false"
"L37695","1","0","7","0","7","0","0","false"
"L37696","11","0","45","0","18","4","561","false"
"L37697","5","0","38","0","9","0","0","false"
"L37698","5","0","32","0","5","0","0","false"
"L37699","13","0","72","0","17","4","1345","false"
"L37700","12","0","32","0","17","2","3122","false"
"L37701","4","0","35","0","4","2","561","false"
"L37702","1","0","16","0","3","0","0","false"
"L37703","3","0","97","0","29","3","3122","false"
"L37704","2","0","22","0","6","0","0","false"
"L37705","1","0","16","0","6","0","0","false"
"L37706","6","0","132","1","19","4","3122","false"
"L37707","5","0","30","0","10","1","561","false"
"L37708","3","0","72","0","23","5","3122","false"
"L37709","13","0","185","1","30","4","3122","false"
"L37710","1","0","16","0","5","0","0","false"
"L38177","1","0","6","0","3","0","0","false"
"L38178","1","0","6","0","6","0","0","false"
"L38179","6","0","34","0","6","0","0","false"
"L38180","9","0","46","0","15","0","0","false"
"L38181","12","0","61","0","6","4","3122","false"
"L38970","13","0","93","1","34","10","3122","false"
"L38971","3","0","29","1","24","8","2","false"
"L38972","13","0","75","1","13","5","2","false"
"L38973","4","0","38","1","21","7","3122","false"
"L38974","14","0","70","1","30","8","2","false"
"L38975","3","0","37","1","21","7","3122","false"
"L38976","10","0","68","3","35","9","3122","false"
"L38977","12","0","73","1","21","8","2","false"
"L38978","1","0","20","1","8","4","2","false"
"L38979","10","0","70","2","26","8","113","false"
"L38980","1","0","13","0","3","2","3122","false"
"L38981","22","0","88","0","8","3","3122","false"
"L38982","1","0","13","0","3","2","3122","false"
"L38983","10","0","55","1","12","5","2","false"
"L38984","9","0","41","1","5","4","2","false"
"L39354","5","0","33","1","6","4","2","false"
"L39355","5","0","33","1","6","4","2","false"
"L39356","2","0","19","1","5","4","2","false"
"L39357","6","0","34","1","5","4","2","false"
"L39358","1","0","1","0","4","3","1","false"
"L39409","10","0","48","1","27","7","3122","false"
"L39440","16","0","88","2","44","11","327","false"
"L39441","6","0","40","1","25","9","3122","false"
"L39442","19","0","42","1","14","4","2","false"
"L39443","20","0","67","1","39","9","2","false"
"L39444","20","0","67","1","39","9","2","false"
"L39445","11","0","61","1","33","8","2","false"
"L39583","3","0","23","1","16","7","3122","false"
"L39584","3","0","41","1","27","7","2","false"
"L39585","7","0","52","1","28","7","1345","false"
"L39586","2","0","27","1","21","10","2","false"
"L39587","7","0","45","1","22","11","561","false"
"L39588","2","0","20","1","23","7","2","false"
"L39589","6","0","33","1","17","8","561","false"
"L39590","3","0","24","1","16","7","2","false"
"L39591","4","0","40","1","33","7","2","false"
"L39592","1","0","25","0","2","2","561","false"
"L39593","12","0","66","2","14","5","3122","false"
"L39594","11","0","58","2","7","4","3122","false"
"L40008","1","0","12","0","5","3","1345","false"
"L40009","11","0","78","0","5","3","1345","false"
"L40010","14","0","105","0","5","3","1345","false"
"L40011","2","0","27","0","3","3","1345","false"
"L40012","9","0","89","0","3","3","1345","false"
"L40213","2","0","20","2","16","6","3122","false"
"L40214","5","0","27","1","5","4","2","false"
"L40215","4","0","29","0","3","3","561","false"
"L40216","5","0","32","0","2","1","3122","false"
"L40217","2","0","21","1","5","4","2","false"
"L40218","4","0","21","1","5","4","2","false"
"L40219","4","0","23","1","5","4","2","false"
"L40220","4","0","25","1","5","4","2","false"
"L40221","6","0","30","1","8","4","3122","false"
"L40222","1","0","1","0","4","3","1","false"
"L40335","9","0","79","1","10","7","2","false"
"L40336","6","0","27","1","15","8","2","false"
"L40337","3","0","18","1","15","8","2","false"
"L40338","3","0","18","1","15","8","2","false"
"L40339","8","0","42","1","17","5","3122","false"
"L40340","4","0","21","1","17","8","2","false"
"L40341","7","0","41","1","14","6","2","false"
"L40342","8","0","42","1","21","6","2","false"
"L40343","2","0","14","1","15","8","2","false"
"L40344","13","0","56","2","27","9","3122","false"
"L40345","6","0","34","1","31","9","3122","false"
"L40346","3","0","33","1","18","8","2","false"
"L40347","3","0","16","1","19","8","113","false"
"L40348","2","0","16","1","15","5","2","false"
"L40349","3","0","15","1","15","8","2","false"
"L40350","2","0","16","0","2","1","3122","false"
"L40351","6","0","26","1","15","8","2","false"
"L40352","3","0","15","1","15","8","2","false"
"L40353","7","0","34","1","24","6","3122","false"
"L40354","7","0","30","1","18","6","3122","false"
"L40355","3","0","25","1","22","9","561","false"
"L40356","2","0","14","1","14","7","2","false"
"L40357","2","0","14","1","14","7","2","false"
"L40358","2","0","14","1","14","7","2","false"
"L40359","3","0","21","1","16","5","561","false"
"L40360","3","0","15","1","14","7","2","false"
"L43113","19","0","67","0","9","0","0","false"
"L43114","18","0","67","0","10","0","0","false"
"L43115","19","0","66","0","10","0","0","false"
"L43116","19","0","67","0","10","0","0","false"
"L43117","21","0","72","0","10","0","0","false"
"L45268","314","0","1973","3","115","9","3122","true"
"L45269","1","0","5","0","13","5","3122","false"
"L45270","6","0","87","2","41","8","1345","false"
"L45271","11","0","89","0","57","8","561","true"
"L45272","3","0","27","0","3","0","0","false"
"L49238","19","0","334","0","29","5","3122","false"
"L49239","5","0","67","0","26","5","3122","false"
"L51268","1","0","5","0","5","3","420","false"
"L51269","1","0","29","0","8","4","420","false"
"L51270","26","0","218","0","48","6","3122","true"
"L51271","65","0","496","0","20","2","3122","false"
"L51272","14","0","159","1","38","4","3122","false"
"L51273","1","0","22","0","8","1","3122","false"
"L51274","23","0","185","0","40","6","3122","true"
"L51275","27","0","162","0","13","3","561","false"
"L51276","52","0","264","1","58","9","561","false"
"L11553","51","0","374","0","51","9","3122","true"
"L11874","6","0","40","1","21","9","3122","false"
"L11875","9","0","158","1","18","6","3122","true"
"L11876","14","0","162","1","19","8","3122","false"
"L11877","7","0","57","0","10","6","3122","false"
"L11878","1","0","18","0","13","7","3122","false"
"L11879","9","0","126","0","15","7","3122","false"
"L11880","3","0","56","1","25","9","3122","false"
"L11881","3","0","70","0","26","8","3122","false"
"L11882","116","0","796","1","54","9","3122","true"
"L16804","45","0","279","0","12","5","3122","false"
"L16805","45","0","209","0","5","4","3122","false"
"L16806","5","0","27","0","24","6","3122","false"
"L16807","1","0","14","0","37","8","3122","false"
"L16808","1","0","7","0","10","5","3122","false"
"L16809","12","0","80","0","19","7","3122","false"
"L16810","9","0","82","0","23","7","8","false"
"L16811","1","0","41","1","77","13","3122","false"
"L16812","10","0","38","0","4","4","16","false"
"L16813","94","0","865","4","87","12","3122","false"
"L16814","162","0","1067","7","112","13","3122","true"
"L16815","1","0","41","0","9","5","3122","false"
"L16816","1","0","10","0","7","3","3122","false"
"L35792","2","0","80","0","37","6","3122","false"
"L36811","3","0","38","0","8","2","3122","false"
"L36812","1","0","7","0","12","3","3122","false"
"L36813","8","0","72","0","37","6","3122","false"
"L36814","140","0","678","4","98","8","3122","false"
"L36815","3","0","46","0","2","2","3122","false"
"L36816","4","0","49","0","10","2","3122","false"
"L37187","193","0","651","3","247","11","3122","false"
"L37188","184","0","588","3","246","13","3122","false"
"L37189","175","0","428","4","184","10","3122","false"
"L37190","186","0","537","2","127","12","3122","false"
"L35798","22","0","241","1","30","8","3122","false"
"L35799","6","0","109","0","33","9","3122","false"
"L35954","13","0","181","1","8","3","3122","false"
"L45278","1","0","127","0","25","7","3122","false"
"L46137","40","0","359","1","21","5","3122","false"
"L46138","36","0","356","6","46","5","3122","true"
"L46139","6","0","86","1","25","4","3122","false"
"L46140","28","0","237","18","281","13","3122","false"
"L46141","4","0","189","0","8","4","3122","true"
"L46142","1","0","7","0","3","2","3122","false"
"L46143","114","0","1268","5","90","7","3122","true"
"L46144","1","0","32","1","18","5","3122","false"
"L46145","15","0","115","2","16","5","3122","false"
"L46146","4","0","64","0","25","5","3122","false"
"L46147","1","0","6","0","10","4","3122","false"
"L46148","1","0","35","0","9","4","3122","false"
"L46149","3","0","44","0","11","5","3122","false"
"L46150","3","0","43","0","7","3","3122","false"
"L46151","1","0","13","0","9","3","3122","false"
"L46181","5","0","63","0","8","4","3122","false"
"L46182","12","0","80","0","28","6","3122","false"
"L46183","1","0","13","0","8","4","3122","false"
"L46274","11","0","84","1","25","5","3122","false"
"L46275","13","0","156","3","24","5","3122","false"
"L47217","10","0","71","0","12","5","420","false"
"L47218","10","0","70","0","20","5","3122","false"
"L47219","8","0","44","0","6","3","3122","false"
"L47220","2","0","58","0","13","4","3122","false"
"L47221","2","0","40","0","15","4","3122","false"
"L47222","2","0","40","0","14","4","3122","false"
"L47223","4","0","29","0","10","4","420","false"
"L47224","1","0","4","0","2","2","3122","false"
"L47225","7","0","46","0","3","3","16","false"
"L47226","8","0","87","0","16","5","3122","false"
"L47227","132","0","881","2","24","6","3122","false"
"L47228","1","0","46","0","11","3","3122","false"
"L47229","1","0","8","0","5","3","420","false"
"L47230","4","0","29","0","7","4","420","false"
"L47231","4","0","58","0","9","3","3122","false"
"L47232","10","0","50","0","16","5","420","false"
"L47233","14","0","129","0","5","3","3122","false"
"L47234","1","0","19","0","3","3","3122","false"
"L47235","1","0","37","0","2","2","3122","false"
"L47236","5","0","51","0","6","3","420","false"
"L47237","5","0","44","0","7","3","420","false"
"L47238","19","0","136","1","23","4","3122","false"
"L47239","3","0","14","1","19","4","3122","false"
"L47240","6","0","73","0","16","5","3122","false"
"L47241","4","0","72","1","20","4","420","false"
"L47242","1","0","10","1","14","4","3122","false"
"L47243","1","0","9","0","7","4","16","false"
"L47244","23","0","85","0","33","6","3122","false"
"L47245","1","0","25","4","114","9","3122","false"
"L79962","7","0","101","0","13","5","3122","false"
"L125","21","0","123","0","43","9","17","false"
"L304","1","0","150","0","61","12","3122","true"
"L305","1","0","25","0","12","7","17","false"
"L306","5","0","66","1","29","8","17","false"
"L307","25","0","168","2","31","8","17","false"
"L308","19","0","261","1","36","9","3122","false"
"L309","8","0","106","0","27","9","3122","false"
"L310","37","0","369","2","122","12","3122","false"
"L311","252","0","1584","6","456","22","3122","true"
"L312","3","0","24","0","32","9","3122","false"
"L313","1","0","18","0","7","5","17","false"
"L314","5","0","605","1","161","16","3122","true"
"L315","1","0","32","0","26","6","3122","false"
"L323","1","0","69","0","19","9","3122","false"
"L16837","2","0","23","0","6","5","3122","false"
"L16838","1","0","42","0","6","5","3122","false"
"L16839","1","0","26","0","6","5","3122","false"
"L16840","3","0","107","0","6","5","3122","false"
"L16841","3","0","54","0","6","5","3122","false"
"L53254","2","0","46","0","18","6","3122","false"
"L55878","7","0","107","1","8","3","3122","false"
"L60264","1","0","124","0","2","2","1345","false"
"L60265","2","0","181","0","3","3","3122","false"
"L46171","19","0","198","1","9","3","3122","false"
"L46172","20","0","196","1","7","3","3122","false"
"L46173","14","0","175","1","9","3","3122","false"
"L46174","14","0","196","1","30","5","3122","false"
"L46175","33","0","299","0","20","5","3122","false"
"L46176","41","0","345","1","23","5","561","false"
"L46177","14","0","197","1","26","6","561","false"
"L46178","18","0","225","1","29","5","561","false"
"L52117","11","0","68","0","28","4","3122","false"
"L52118","43","0","236","1","93","8","3122","false"
"L52119","132","0","687","4","275","16","3122","true"
"L52120","1","0","7","0","3","1","3122","false"
"L52121","1","0","19","0","15","2","3122","false"
"L52122","5","0","26","0","15","3","3122","false"
"L52123","20","0","99","2","31","4","3122","false"
"L52124","1","0","21","0","9","3","1345","false"
"L52125","2","0","13","0","1","1","3122","false"
"L53236","1","0","29","1","3","3","561","false"
"L53237","1","0","6","0","4","2","3122","false"
"L53238","42","0","241","8","119","9","3122","false"
"L53239","80","0","365","4","52","6","3122","false"
"L53240","1","0","7","1","20","4","3122","true"
"L53241","3","0","66","1","9","3","3122","false"
"L53242","6","0","27","2","11","5","1345","false"
"L53243","1","0","11","0","8","2","3122","false"
"L53244","1","0","18","1","30","5","3122","true"
"L53245","1","0","10","0","16","3","3122","false"
"L53246","92","0","466","6","84","6","3122","true"
"L53247","8","0","82","0","11","3","3122","false"
"L53248","1","0","37","4","86","6","3122","false"
"L53249","132","0","915","9","243","13","3122","true"
"L53250","1","0","23","0","8","1","3122","false"
"L53251","1","0","17","0","5","2","3122","false"
"L55390","1","0","19","0","11","4","3122","false"
"L55391","9","0","69","0","20","2","3122","false"
"L55392","13","0","95","0","25","3","3122","false"
"L55393","1","0","18","0","6","2","3122","false"
"L55394","1","0","11","0","9","2","3122","false"
"L55395","1","0","14","0","4","2","3122","false"
"L55396","1","0","31","0","5","2","3122","false"
"L55397","1","0","21","0","13","3","3122","false"
"L55398","1","0","18","0","8","1","3122","false"
"L55399","1","0","22","0","10","3","3122","false"
"L55400","1","0","18","0","6","2","3122","false"
"L55401","1","0","24","0","5","2","3122","false"
"L55402","1","0","23","0","2","2","3122","false"
"L55403","1","0","20","0","8","2","3122","false"
"L55404","1","0","21","0","7","2","3122","false"
"L55684","30","0","147","0","31","3","3122","false"
"L55685","8","0","65","1","19","5","1345","false"
"L55686","12","0","64","0","9","3","3122","false"
"L55687","1","0","5","0","14","3","3122","false"
"L55688","1","0","5","0","16","3","3122","false"
"L55689","1","0","5","0","13","3","3122","false"
"L55690","8","0","61","0","18","4","3122","false"
"L55851","1","0","24","0","10","2","3122","false"
"L55852","1","0","7","0","8","2","3122","false"
"L55874","41","0","255","2","80","10","3122","false"
"L55875","2","0","64","0","2","2","3122","false"
"L55876","18","0","139","0","3","2","3122","false"
"L59706","1","0","15","0","5","3","3122","false"
"L59707","1","0","38","0","8","3","3122","false"
"L59708","16","0","54","0","6","3","3122","false"
"L59709","8","0","73","0","12","5","561","false"
"L59710","40","0","260","3","45","5","3122","true"
"L60014","317","0","1152","0","5","3","3122","false"
"L60257","1","0","19","0","2","2","1345","false"
"L60258","2","0","82","0","2","2","1345","false"
"L60259","11","0","114","0","2","2","1345","false"
"L60260","1","0","31","0","2","2","1345","false"
"L60261","1","0","91","0","2","2","1345","false"
"L60262","41","0","351","0","7","3","561","false"
"L60681","1","0","10","0","11","1","3122","false"
"L60682","39","0","205","3","78","8","3122","true"
"L53875","23","0","209","2","53","6","3122","false"
"L53876","2","0","73","1","8","3","3122","false"
"L53877","1","0","20","2","29","5","3122","false"
"L54889","3","0","51","0","19","4","3122","true"
"L54890","1","0","56","4","43","5","3122","true"
"L54891","1","0","13","0","36","4","3122","false"
"L54892","3","0","78","3","25","3","3122","true"
"L54893","8","0","100","6","61","6","3122","true"
"L54894","4","0","76","1","42","5","3122","true"
"L54895","9","0","127","1","1","1","3122","true"
"L54896","12","0","163","4","70","5","3122","true"
"L54897","5","0","59","1","9","4","3122","true"
"L54898","2","0","46","0","18","5","3122","true"
"L54899","4","0","66","0","4","1","3122","true"
"L54900","2","0","71","0","33","4","3122","true"
"L54901","16","0","122","3","25","5","3122","true"
"L54902","4","0","98","1","51","5","3122","true"
"L55318","4","0","120","0","4","2","1345","false"
"L56225","8","0","46","1","39","6","3122","false"
"L56226","1","0","26","0","25","7","3122","false"
"L59713","26","0","154","1","31","5","3122","false"
"L59714","1","0","4","0","5","2","3122","false"
"L59715","1","0","13","0","2","1","3122","false"
"L56229","4","0","25","1","11","4","327","false"
"L56230","7","0","57","4","13","4","3122","false"
"L56231","46","0","336","4","148","10","3122","false"
"L56232","275","0","1653","13","478","13","3122","true"
"L56233","1","0","24","1","6","3","3122","false"
"L56818","3","0","36","0","7","3","3122","false"
"L56819","20","0","105","0","23","9","3122","false"
"L56820","11","0","96","1","43","8","1345","false"
"L56821","1","0","17","0","6","2","3122","false"
"L56822","8","0","63","0","14","2","3122","false"
"L56823","84","0","424","6","93","10","3122","false"
"L56824","1","0","117","0","23","4","3122","false"
"L56825","5","0","61","1","11","3","3122","false"
