CLOC,LLOC,McCC,Number of bugs,Number of committers,Number of developer commits,Number of previous fixes,Number of previous modifications
0,191,22,1,8,1283,4,43
0,106,18,0,7,1464,1,17
0,13,1,0,4,2597,0,7
0,166,22,0,7,1464,1,23
0,136,17,0,7,1464,1,23
0,189,22,1,8,1283,4,39
0,54,2,0,7,1464,1,17
0,72,4,1,2,1283,0,9
0,92,6,2,3,2597,0,9
0,82,3,0,4,1464,2,9
0,80,3,1,4,1464,2,13
0,61,5,0,3,1283,0,7
0,6,1,0,4,2597,0,7
0,27,3,0,4,2597,0,7
0,32,4,0,4,2597,0,7
0,33,1,0,4,2597,0,7
0,21,2,0,4,2597,0,7
0,66,9,0,5,2597,0,13
0,37,1,0,4,2597,0,7
0,24,3,0,4,2597,0,7
0,59,9,0,5,2597,0,15
0,11,1,0,5,2597,0,6
0,21,1,0,5,2597,0,6
0,84,5,0,3,1464,0,6
0,48,1,0,6,2597,0,14
0,78,13,1,7,1464,0,24
0,176,39,0,1,2597,0,2
0,624,134,0,3,1464,0,5
0,111,9,0,1,423,1,1
0,64,13,0,1,2597,0,2
0,43,3,0,2,1283,0,2
0,230,52,0,2,1464,1,8
0,210,55,0,1,2597,0,1
0,77,4,0,3,1464,0,4
0,130,23,1,1,2597,0,1
0,125,29,1,1,2597,0,1
0,105,18,1,2,2597,2,4
0,94,20,0,1,1464,0,1
0,48,2,1,4,2597,0,10
0,47,8,0,5,2597,0,10
0,47,8,0,6,2597,0,7
0,23,3,0,1,1464,0,1
0,600,1,1,3,1464,0,5
0,50,1,0,7,2597,1,14
0,1175,169,0,9,2597,2,113
0,27,2,0,1,2597,0,4
0,46,1,1,1,2597,0,1
0,164,23,0,7,2597,0,81
0,34,3,0,3,1464,1,6
0,267,6,1,5,2597,2,20
0,103,2,0,3,1464,0,4
0,61,9,0,2,1283,0,2
0,235,13,0,6,1464,0,26
0,60,9,0,4,1283,0,6
0,60,9,0,2,1283,0,2
0,6,1,0,1,1283,0,4
0,77,10,1,2,2597,2,11
0,48,1,0,5,2597,4,31
0,481,55,5,5,2597,7,52
0,52,7,0,1,2597,0,3
0,21,2,0,1,263,0,1
0,168,18,2,7,2597,6,51
0,10,3,0,1,2597,0,4
0,19,5,0,1,343,0,1
0,104,9,2,1,2597,0,3
0,42,9,0,1,2597,0,3
0,272,36,0,3,1283,7,22
0,39,4,0,2,2597,0,3
0,205,10,2,4,2597,0,7
0,107,2,2,2,1283,0,5
0,5,1,1,1,1283,0,1
0,28,3,1,2,1464,0,2
0,8,1,0,1,1464,0,2
0,24,2,0,1,1464,0,2
0,36,7,0,1,2597,0,4
0,33,4,1,3,2597,0,8
0,92,19,0,1,423,0,2
0,37,4,0,3,1283,0,6
0,42,1,3,4,2597,0,8
0,12,1,0,1,1464,0,1
0,52,2,0,1,1283,0,2
0,50,6,0,3,2597,0,5
0,41,6,0,4,1464,3,7
0,61,5,0,2,1283,0,4
0,51,4,0,2,1283,0,3
0,56,7,0,5,2597,0,8
0,45,2,0,4,1283,0,7
0,51,6,0,4,1283,0,5
0,60,7,1,1,1464,1,4
0,4,1,0,1,343,0,1
0,79,14,0,1,343,0,4
0,586,130,1,3,1464,0,9
0,175,41,0,2,2597,0,9
0,16,1,0,2,2597,0,2
0,36,4,0,2,2597,0,6
0,6,1,0,1,423,0,3
0,46,1,0,3,1464,1,22
0,741,137,4,8,1464,7,109
0,10,1,0,1,1283,0,2
0,128,8,0,1,1283,0,2
0,11,1,0,2,1283,0,5
0,80,7,0,3,2597,0,9
0,14,1,1,1,1283,0,2
0,105,12,1,3,1283,0,6
0,34,2,0,2,2597,0,3
0,55,6,0,2,2597,0,3
0,16,1,0,1,343,0,2
0,114,1,0,4,2597,0,6
0,22,1,0,2,1283,0,5
0,171,8,0,5,1283,0,14
0,91,5,0,4,1464,0,9
0,145,7,0,6,2597,1,27
0,24,1,0,4,1464,3,8
0,156,1,0,6,423,4,17
0,14,1,0,2,1283,0,3
0,28,1,0,4,2597,0,8
0,270,10,2,6,1283,0,22
0,82,10,0,5,1464,1,6
0,83,7,3,2,1464,1,4
0,102,16,0,6,2597,0,18
0,30,1,3,3,2597,0,5
0,318,34,4,7,592,0,21
0,35,7,3,2,2597,0,5
0,14,1,0,1,2597,0,3
0,59,1,0,3,1283,0,7
0,36,1,0,5,2597,0,15
0,442,67,2,7,1283,7,58
0,23,1,0,3,1283,0,5
0,192,31,0,8,1283,0,23
0,61,9,0,3,1283,0,6
0,50,1,0,5,1464,0,7
0,640,56,4,5,1283,7,63
0,48,2,0,2,2597,0,3
0,28,1,0,4,2597,0,7
0,212,10,1,3,1283,0,27
0,81,1,0,4,592,0,7
0,86,7,0,3,1283,0,8
0,19,1,0,3,1464,0,3
0,40,1,0,1,1283,0,2
0,23,2,1,2,592,0,3
0,48,1,0,2,1464,1,3
0,323,52,3,4,1464,1,32
0,92,2,0,2,592,0,5
0,42,7,1,1,1464,2,7
0,243,12,0,3,1464,1,22
0,97,11,1,3,2597,0,5
0,83,8,0,2,1283,0,6
0,34,1,0,1,343,0,3
0,34,1,0,3,2597,0,5
0,40,1,0,1,343,0,2
0,72,1,0,1,343,0,1
0,33,1,0,1,343,0,1
0,26,1,0,1,343,0,1
0,19,1,0,1,343,0,1
0,38,6,0,1,1283,0,1
0,5,1,0,1,1283,0,1
0,24,2,0,2,1464,0,2
0,23,1,0,2,1283,0,8
0,28,1,0,1,343,0,1
0,170,46,0,2,2597,0,2
0,170,23,0,5,1283,0,14
0,16,1,0,2,2597,0,4
0,7,1,0,2,2597,0,4
0,30,4,0,1,2597,0,1
0,298,93,1,2,2597,0,8
0,194,37,2,2,2597,0,3
0,558,138,2,1,2597,0,4
0,40,7,0,1,2597,0,1
0,732,203,3,3,1464,1,20
0,442,110,3,1,2597,0,4
0,463,95,1,1,2597,0,3
0,24,1,0,3,1464,0,5
0,41,1,0,3,1464,0,4
0,620,161,3,1,2597,0,4
0,133,18,0,1,2597,0,2
0,60,3,0,2,1464,0,4
0,173,30,1,1,2597,0,1
0,33,3,0,3,1283,1,5
0,6,1,0,1,2597,0,3
0,63,9,0,2,1283,0,2
0,113,14,0,1,592,0,2
0,335,28,0,2,31,0,5
0,507,45,2,5,2597,0,26
0,957,150,6,8,263,5,115
0,8,1,0,2,1464,0,3
0,257,43,1,5,2597,1,22
0,12,1,0,3,2597,0,7
0,454,61,3,7,263,1,52
0,23,1,0,5,2597,0,13
0,43,1,1,7,1464,0,31
0,88,30,2,1,1464,0,1
0,38,3,2,2,1464,0,3
0,13,1,2,2,1464,0,4
0,85,12,5,2,1464,0,5
0,20,1,0,1,1464,0,3
0,9,1,0,1,1464,0,1
0,24,1,0,1,1464,0,2
0,17,1,0,1,1464,0,3
0,49,3,0,1,1464,0,5
0,27,3,0,1,1464,0,4
0,33,1,0,1,1464,0,1
0,108,1,0,1,2597,0,2
0,46,1,0,1,2597,0,2
0,32,1,0,1,2597,0,2
0,31,1,0,2,1464,0,3
0,31,1,0,1,2597,0,2
0,9,1,0,1,2597,0,4
0,164,32,0,4,2597,6,18
0,38,1,0,1,2597,0,3
0,142,19,0,4,263,4,9
0,110,6,0,3,1464,1,6
0,72,4,0,3,263,2,7
0,57,7,0,1,2597,0,1
0,39,3,1,3,1464,0,4
0,424,112,2,4,1283,8,22
0,32,3,0,1,2597,1,3
0,24,1,0,2,2597,0,6
0,35,1,0,1,2597,2,4
0,120,19,1,3,1464,1,8
0,156,21,1,3,2597,2,7
0,46,5,2,2,2597,0,7
0,365,62,1,3,2597,1,9
0,91,7,0,3,592,0,4
0,14,3,0,1,2597,0,3
0,18,3,0,1,2597,0,3
0,24,3,0,2,2597,0,4
0,17,4,0,1,2597,0,3
0,12,2,0,2,1283,0,4
0,32,5,1,1,2597,0,4
0,26,3,0,1,2597,0,4
0,23,2,0,1,2597,0,4
0,22,2,0,1,2597,0,4
0,55,1,0,2,2597,0,4
0,61,1,0,3,1464,0,5
0,28,1,0,1,1464,0,1
0,6,1,0,2,592,0,3
0,46,2,0,3,592,0,7
0,92,7,0,3,263,0,5
0,81,1,0,4,592,0,8
0,88,14,0,3,2597,2,12
0,99,17,0,3,1283,0,7
0,244,37,0,5,1283,0,23
0,51,8,0,1,263,0,1
0,8,1,0,1,2597,0,3
0,42,6,0,2,1283,0,3
0,16,1,0,2,1464,1,2
0,5,1,0,2,1283,0,3
0,16,1,1,3,2597,0,6
0,14,1,0,2,1464,0,3
0,36,6,0,2,423,0,7
0,185,33,0,4,1283,0,4
0,8,1,0,2,592,0,3
0,26,3,0,2,592,0,3
0,33,7,0,3,592,0,4
0,12,2,0,3,592,0,4
0,32,8,0,3,592,0,5
0,17,1,0,3,592,0,6
0,44,2,0,4,1464,0,6
0,19,1,0,3,1283,0,5
0,19,1,0,3,1283,0,4
0,340,43,2,8,423,1,29
0,62,9,0,2,1283,0,2
0,18,1,0,5,1464,0,6
0,78,13,0,2,2597,0,8
0,143,29,0,4,2597,0,15
0,37,1,0,5,1283,0,23
0,32,1,0,7,423,0,26
0,13,1,0,3,2597,0,9
0,25,1,0,6,2597,0,33
0,36,1,1,6,2597,0,27
0,15,1,0,1,2597,0,6
0,15,1,0,6,1464,0,13
0,12,1,0,4,1464,0,6
0,11,1,0,4,1464,0,7
0,60,3,0,3,1464,8,17
0,32,9,0,3,592,0,5
0,51,9,0,3,1464,0,4
0,10,1,2,4,2597,0,6
0,88,9,0,2,1283,0,2
0,64,9,0,2,1283,0,2
0,81,9,0,2,1283,0,2
0,117,9,0,2,1283,0,2
0,69,9,0,2,1283,0,2
0,79,6,1,1,592,0,1
0,19,4,0,2,1464,0,2
0,17,1,0,1,1283,0,4
0,54,8,0,1,1283,0,6
0,23,3,0,1,592,0,1
0,38,6,0,2,1464,0,2
0,59,9,0,2,1283,0,2
0,17,1,0,2,2597,0,5
0,265,21,0,4,2597,0,4
0,11,1,0,2,1464,0,2
0,17,2,0,3,2597,0,5
0,129,17,0,2,2597,0,3
0,38,5,2,1,2597,0,4
0,17,2,0,2,1464,0,2
0,57,9,0,2,1283,0,2
0,15,1,0,1,592,0,2
0,9,1,0,5,2597,0,6
0,52,10,0,6,592,0,10
0,9,1,0,4,2597,0,6
0,61,13,0,6,592,0,11
0,213,23,3,6,1283,0,43
0,82,15,0,6,1283,0,27
0,20,1,1,4,1283,0,12
0,98,6,0,5,1283,0,20
0,15,2,0,1,2597,0,1
0,10,1,0,4,2597,0,7
0,178,33,0,4,592,0,8
0,10,1,0,5,1283,0,8
0,36,4,0,1,1283,0,3
0,42,9,0,5,423,0,7
0,109,15,0,7,263,2,17
0,6,1,0,1,263,0,1
0,41,10,0,2,592,0,3
0,10,1,0,4,2597,0,9
0,15,1,0,5,2597,0,8
0,21,1,0,2,1283,0,3
0,18,1,0,5,2597,0,10
0,31,1,0,3,1283,0,7
0,113,9,0,3,2597,0,7
0,108,8,0,3,2597,0,7
0,141,17,0,1,2597,0,3
0,62,6,0,2,1283,0,3
0,90,3,1,2,423,0,7
0,149,3,0,5,423,0,12
0,22,1,0,1,423,0,2
0,61,1,0,3,1464,0,3
0,12,1,0,1,423,0,2
0,38,1,1,1,423,0,2
0,5,1,0,2,2597,0,3
0,9,1,0,2,1283,0,3
0,47,3,0,3,2597,0,4
0,75,7,0,5,1464,0,8
0,25,1,0,2,1283,0,4
0,60,11,0,4,2597,0,9
0,134,22,0,2,1464,0,2
0,135,26,0,2,1464,0,2
0,110,19,0,2,1464,0,2
0,9,1,0,2,343,0,2
0,94,9,1,4,2597,1,5
0,43,6,0,2,2597,0,2
0,7,1,0,2,1464,0,2
0,33,1,0,2,1464,0,2
0,17,1,0,5,1464,0,14
0,99,2,0,6,1464,0,17
0,95,2,0,7,1464,0,19
0,19,1,0,2,1464,0,2
0,37,4,0,2,592,0,5
0,82,10,0,2,2597,0,6
0,49,5,0,2,592,0,5
0,62,27,1,1,2597,0,1
0,18,1,0,2,1283,0,4
0,102,28,0,5,2597,0,11
0,269,50,1,7,2597,0,18
0,92,3,0,3,1464,1,6
0,76,11,0,3,2597,0,9
0,101,1,0,4,1283,0,8
0,18,3,0,1,1283,0,2
0,23,4,0,2,1283,0,6
0,15,1,1,2,2597,0,5
0,170,21,1,3,1464,2,13
0,55,5,0,3,2597,0,6
0,15,1,0,3,1283,0,4
0,117,11,0,6,1283,0,14
0,32,1,0,4,423,0,7
0,16,5,0,2,1283,0,2
0,39,1,1,1,592,0,1
0,133,22,0,2,1464,0,3
0,5,1,0,3,343,0,4
0,5,1,0,1,343,0,1
0,32,1,0,6,1283,0,14
0,9,1,0,2,1464,1,3
0,7,1,0,3,2597,0,5
0,13,1,0,3,2597,0,5
0,13,1,0,3,2597,0,6
0,16,1,0,3,2597,0,6
0,111,1,1,3,1464,0,5
0,194,27,1,1,1283,0,7
0,4,1,1,1,1283,0,1
0,101,12,2,1,1283,0,2
0,11,1,0,2,1283,0,2
0,77,5,1,2,1283,0,3
0,16,1,0,2,2597,0,3
0,161,22,0,5,1283,0,10
0,42,3,0,3,2597,0,5
0,22,6,0,3,2597,0,5
0,21,5,0,3,2597,0,5
0,53,8,0,4,2597,0,13
0,15,1,0,3,1464,0,3
0,133,14,2,6,1283,0,17
0,84,7,0,4,2597,0,11
0,95,5,0,3,1464,0,5
0,24,1,0,4,2597,0,8
0,209,13,0,5,1464,0,19
0,11,1,0,4,2597,0,6
0,59,6,0,4,2597,0,10
0,60,14,0,1,2597,0,1
0,15,1,0,3,1464,1,6
0,152,24,0,3,1464,1,6
0,57,9,0,2,1464,1,4
0,54,6,0,2,1464,0,2
0,267,38,0,2,2597,1,9
0,113,15,0,2,2597,0,7
0,17,1,0,1,423,1,1
0,22,4,0,5,2597,0,17
0,27,4,0,4,263,1,9
0,13,2,0,4,2597,0,6
0,24,1,0,5,2597,0,8
0,23,1,0,3,1464,0,3
0,43,1,0,4,1283,0,6
0,4,1,0,1,1283,0,2
0,24,3,0,1,1283,0,3
0,17,1,0,1,1283,0,2
0,14,1,0,3,1283,0,7
0,92,11,0,2,592,0,5
0,20,1,0,1,592,0,1
0,27,1,0,3,1283,0,5
0,104,13,0,2,1283,0,7
0,38,7,0,1,1283,0,6
0,51,6,1,1,1283,0,5
0,30,3,0,2,1283,0,5
0,62,9,0,2,2597,0,4
0,76,1,0,2,343,0,2
0,37,1,0,2,343,0,2
0,58,9,0,2,1283,0,2
0,5,1,0,2,343,0,2
0,55,8,0,4,343,0,5
0,21,1,0,4,343,0,5
0,31,5,0,4,343,0,4
0,38,2,0,5,343,0,6
0,75,11,0,5,1283,0,12
0,178,29,0,4,1464,2,7
0,85,9,0,2,592,0,3
0,87,7,0,2,592,0,6
0,5,1,0,2,263,1,2
0,184,22,1,2,592,0,3
0,69,12,0,2,592,0,4
0,10,1,0,2,263,1,2
0,106,15,1,1,263,0,1
0,138,20,1,5,2597,0,17
0,15,1,0,2,343,0,2
0,7,1,0,2,1283,0,5
0,57,9,0,4,1283,0,5
0,73,10,0,1,2597,0,1
0,35,3,0,1,2597,0,2
0,25,1,0,3,1283,0,4
0,36,5,0,4,592,0,6
0,11,1,0,3,1464,0,3
0,23,5,0,2,592,0,3
0,52,8,0,2,592,0,3
0,14,1,0,2,592,0,3
0,29,1,0,2,592,0,3
0,147,27,0,2,592,0,3
0,48,8,0,4,592,0,6
0,37,4,0,1,2597,0,3
0,94,1,0,2,1464,0,2
0,40,4,0,3,592,0,6
0,42,4,0,1,263,0,1
0,22,1,0,1,263,0,1
0,56,1,0,3,263,0,5
0,23,1,0,4,1464,0,5
0,54,1,0,6,1464,0,8
0,174,10,0,5,592,0,17
0,218,4,0,7,1464,0,25
0,167,12,0,5,2597,0,11
0,195,9,0,7,2597,0,23
0,463,5,0,6,2597,0,19
0,182,21,0,7,1464,0,18
0,504,21,0,8,1283,0,29
0,282,4,0,6,1464,0,15
0,215,4,0,6,1464,0,16
0,148,3,0,5,2597,0,15
0,446,5,0,5,2597,0,13
0,130,1,0,2,1283,0,4
0,261,2,0,4,1464,0,10
0,113,8,0,4,2597,0,6
0,14,1,0,2,263,0,3
0,12,1,0,2,1283,0,3
0,9,1,0,4,263,0,6
0,23,1,0,4,263,0,6
0,261,35,0,6,423,0,15
0,49,10,0,3,423,0,7
0,19,1,0,4,1283,0,7
0,24,1,0,3,2597,0,4
0,12,1,0,3,2597,0,4
0,25,4,0,4,2597,0,8
0,17,1,0,4,2597,0,9
0,34,5,0,3,2597,0,4
0,98,13,0,5,2597,0,11
0,47,8,0,7,1283,0,22
0,49,4,0,7,1283,0,19
0,129,15,1,4,1283,0,6
0,44,2,0,7,2597,0,21
0,35,2,0,5,1283,0,12
0,52,3,0,5,2597,0,10
0,40,4,0,7,2597,0,20
0,47,6,0,1,263,0,2
0,204,32,0,8,1283,0,18
0,80,3,1,6,1283,0,7
0,49,5,0,7,1283,0,17
0,87,13,0,7,1283,0,18
0,51,1,0,7,2597,0,17
0,63,2,0,6,1283,0,18
0,49,2,0,4,1283,0,11
0,17,1,1,2,1464,1,2
0,82,14,0,4,2597,0,11
0,11,1,1,3,2597,0,5
0,12,1,1,2,1464,1,2
0,9,1,0,3,1464,1,5
0,145,24,2,6,1464,1,9
0,22,1,0,1,343,0,2
0,47,11,0,4,1283,0,10
0,18,1,0,1,423,0,2
0,124,13,0,3,423,0,13
0,50,4,0,1,592,0,2
0,62,3,0,2,423,0,3
0,25,2,0,2,423,0,3
0,27,2,0,1,423,0,5
0,30,1,0,4,423,0,7
0,133,21,0,4,423,1,16
0,35,2,0,2,423,0,4
0,41,1,0,2,423,0,3
0,69,6,0,3,423,0,5
0,41,4,0,3,423,0,5
0,73,7,0,5,423,0,11
0,132,21,1,5,423,0,17
0,36,2,0,1,423,0,2
0,25,1,0,2,423,0,2
0,47,2,0,3,423,0,5
0,31,1,0,2,263,0,8
0,31,1,0,2,423,0,3
0,31,1,0,3,423,0,5
0,49,3,0,3,423,0,7
0,24,1,0,1,423,0,2
0,117,16,0,5,263,0,23
0,110,16,0,4,263,0,17
0,130,18,0,4,423,0,6
0,25,1,0,3,423,0,4
0,43,4,0,3,423,0,5
0,46,3,0,2,423,0,6
0,30,1,0,1,423,0,3
0,29,1,0,3,423,0,6
0,49,4,0,3,263,0,8
0,212,34,0,5,423,3,24
0,107,9,0,2,423,0,4
0,31,1,0,3,423,0,8
0,37,1,0,1,423,0,4
0,37,3,0,1,423,0,4
0,57,5,0,1,423,0,4
0,48,1,0,2,263,0,6
0,60,3,0,3,423,1,8
0,52,3,0,1,423,0,2
0,27,2,0,3,423,0,4
0,43,5,1,1,592,0,1
0,74,1,0,6,1283,0,18
0,94,3,0,4,1283,0,12
0,56,1,0,7,1283,0,20
0,38,3,0,2,1283,0,4
0,27,3,1,1,1283,0,1
0,23,3,1,4,263,0,5
0,25,2,1,2,127,0,3
0,15,1,1,1,1283,0,1
0,11,1,0,4,2597,0,8
0,45,2,0,6,2597,0,16
0,155,13,3,6,2597,0,23
0,164,10,0,7,1464,0,24
0,71,5,0,6,2597,0,15
0,34,3,0,9,1464,0,16
0,82,9,4,7,1464,0,27
0,57,8,3,1,343,0,2
0,35,2,0,5,1283,0,14
0,17,1,0,7,2597,0,16
0,133,13,1,9,263,0,39
0,8,1,0,2,2597,0,4
0,83,6,0,7,1464,0,33
0,59,1,0,6,1283,0,22
0,370,34,3,9,2597,0,92
0,26,3,1,5,343,0,8
0,31,1,0,6,2597,0,15
0,22,1,0,3,2597,0,6
0,67,7,3,4,2597,0,9
0,55,4,3,6,2597,0,15
0,25,3,0,4,2597,0,6
0,415,54,0,7,423,0,44
0,98,10,0,4,423,0,14
0,8,1,0,2,423,0,7
0,239,31,0,8,423,0,44
0,188,32,0,4,423,0,13
0,41,6,0,4,423,0,12
0,44,5,1,3,1283,0,3
0,37,5,0,4,1464,0,5
0,5,1,0,3,1464,0,4
0,75,11,0,3,1464,0,4
0,20,2,0,3,263,0,8
0,21,1,0,4,263,0,14
0,72,1,0,4,263,0,10
0,7,1,0,3,263,0,5
0,122,9,0,4,263,0,10
0,6,1,0,1,1283,0,2
0,4,1,0,1,1464,0,4
0,7,1,0,3,263,0,6
0,4,1,0,2,263,0,3
0,10,1,0,2,263,0,3
0,95,17,0,5,423,0,10
0,40,1,1,6,423,1,6
0,164,4,3,9,423,3,27
0,53,2,0,2,2597,0,3
0,40,1,1,6,2597,0,26
0,362,22,4,6,2597,0,37
0,10,1,0,4,2597,0,10
0,35,1,0,5,2597,0,13
0,128,1,0,10,1464,0,49
0,12,1,0,4,1464,0,10
0,137,19,1,5,1464,0,12
0,985,91,2,11,423,2,120
0,10,1,1,1,2597,0,4
0,68,3,1,5,2597,0,12
0,43,2,1,2,1283,0,3
0,68,9,0,2,2597,0,6
0,38,4,0,1,2597,0,2
0,102,1,0,7,1283,0,16
0,106,4,0,3,1283,0,7
0,94,1,0,8,1283,0,14
0,88,1,0,8,37,0,48
0,8,1,0,3,2597,0,4
0,137,19,1,8,1464,0,22
0,24,1,0,7,423,0,23
0,178,22,0,8,423,0,49
0,723,48,2,10,423,0,160
0,35,1,0,8,263,0,28
0,202,4,0,9,423,0,52
0,15,1,0,6,2597,0,19
0,128,12,0,8,263,0,46
0,81,1,1,10,1464,0,57
0,10,1,0,3,2597,0,4
0,135,19,1,6,1464,0,13
0,17,1,0,4,1283,0,11
0,144,6,0,8,2597,0,37
0,144,2,0,4,2597,1,12
0,733,96,1,12,423,1,175
0,102,1,0,7,1283,0,17
0,38,2,0,3,1283,0,5
0,58,1,1,7,423,0,23
0,236,9,1,8,423,0,25
0,143,27,0,2,219,0,2
0,52,8,1,7,263,0,23
0,9,1,0,3,219,0,3
0,36,3,0,3,219,0,4
0,22,1,0,5,219,0,6
0,159,17,0,7,1464,0,13
0,11,1,0,5,219,0,6
0,49,6,0,6,1464,1,9
0,42,2,0,4,2597,0,5
0,9,1,2,2,2597,0,2
0,51,2,2,4,2597,0,7
0,46,3,0,4,2597,0,5
0,31,1,0,4,2597,0,4
0,143,3,1,6,2597,0,24
0,11,1,0,4,263,0,7
0,132,19,0,5,1464,0,7
0,159,23,0,5,1464,0,12
0,134,19,0,5,1464,0,7
0,97,14,0,2,1464,0,2
0,185,24,0,6,1464,0,26
0,81,1,2,5,592,0,16
0,15,1,2,2,2597,0,3
0,125,22,2,3,1464,0,6
0,175,14,3,6,1464,0,17
0,695,39,3,8,1464,2,81
0,83,10,0,3,1464,0,4
0,4,1,0,2,2597,0,5
0,103,15,0,4,263,1,14
0,80,11,0,3,263,1,4
0,184,24,0,6,1464,0,23
0,219,25,0,6,1464,0,30
0,16,1,0,3,1464,0,3
0,237,29,0,4,1464,0,11
0,10,1,0,2,1464,1,2
0,18,1,0,3,1283,0,6
0,43,1,2,7,1464,0,17
0,8,1,0,2,1464,1,2
0,264,35,4,7,592,0,40
0,14,1,0,2,1464,1,2
0,21,1,0,3,1283,0,6
0,120,8,0,6,1283,0,18
0,10,1,0,6,2597,0,9
0,37,1,0,6,2597,0,9
0,13,1,0,3,1464,1,5
0,150,23,1,7,592,0,35
0,17,1,0,3,1464,0,7
0,68,4,0,5,1464,0,11
0,10,1,0,2,2597,0,5
0,24,1,0,5,1464,0,10
0,18,1,0,4,1283,0,9
0,209,31,0,5,1464,0,13
0,381,57,1,6,263,0,49
0,28,1,0,4,263,0,11
0,195,29,0,5,1464,0,22
0,363,55,2,6,263,0,42
0,26,1,0,4,1464,0,8
0,88,1,1,8,1464,0,21
0,211,28,0,6,1464,0,18
0,677,37,1,8,1464,1,51
0,33,1,0,7,1464,0,14
0,271,19,0,7,1464,0,37
0,21,1,0,7,2597,0,27
0,148,2,1,10,2597,1,43
0,69,12,0,5,2597,0,13
0,4,1,0,2,2597,0,3
0,10,1,0,2,2597,0,3
0,271,1,0,5,263,0,21
0,87,1,0,7,263,0,28
0,109,5,0,6,1464,0,19
0,665,55,2,8,423,2,75
0,70,1,1,6,263,0,26
0,126,9,2,5,1464,0,16
0,7,1,0,3,1464,0,4
0,701,82,1,6,1464,2,66
0,20,1,0,3,1464,0,7
0,145,4,1,4,1464,0,12
0,13,1,0,3,1464,0,3
0,108,20,0,3,1464,0,4
0,89,1,0,2,1464,0,4
0,122,18,0,4,1464,0,7
0,28,1,0,4,423,0,6
0,159,1,0,7,423,0,27
0,62,9,0,6,1283,0,8
0,11,1,0,2,1464,1,2
0,29,1,0,4,1283,0,13
0,307,43,0,6,1283,0,23
0,30,1,0,6,2597,0,12
0,13,1,0,4,2597,0,9
0,133,29,0,6,2597,1,32
0,26,1,0,4,1464,0,10
0,287,32,0,6,1464,0,34
0,18,1,0,2,2597,0,6
0,153,20,0,3,2597,0,8
0,57,1,0,10,263,0,54
0,12,1,0,3,1464,1,5
0,605,95,3,10,1464,0,110
0,59,12,0,2,2597,0,3
0,26,3,0,4,423,0,7
0,59,12,0,2,2597,0,4
0,11,1,0,3,2597,0,5
0,272,56,3,7,1464,2,23
0,25,1,0,3,2597,0,8
0,179,27,0,4,1464,0,7
0,120,18,0,2,1464,0,2
0,156,22,0,7,1464,0,8
0,46,1,0,7,263,1,15
0,19,1,0,2,1283,0,3
0,126,4,0,5,1464,2,13
0,58,9,0,2,219,1,4
0,385,20,0,9,2,1,34
0,248,27,0,5,1464,0,12
0,58,1,0,4,263,1,7
0,386,14,1,6,263,1,20
0,8,1,0,2,1283,0,3
0,115,12,0,3,1283,0,7
0,6,1,0,3,1464,0,4
0,17,1,0,3,1464,0,5
0,14,1,0,2,1283,0,2
0,58,7,0,4,1283,0,5
0,18,1,0,4,95,1,6
0,17,1,0,3,1283,0,5
0,60,1,0,3,1283,0,4
0,44,1,0,2,1283,0,3
0,243,27,0,4,1464,0,5
0,164,30,0,4,1464,0,6
0,69,9,0,6,1464,0,26
0,22,2,0,1,263,0,1
0,8,1,0,2,2597,0,7
0,106,31,0,2,2597,0,7
0,79,5,0,6,1283,0,9
0,77,1,0,1,1464,0,1
0,98,6,0,1,1464,0,1
0,121,2,0,1,1464,0,1
0,74,1,0,1,1464,0,2
0,8,1,0,3,2597,0,6
0,53,1,0,3,2597,0,6
0,8,1,0,3,2597,0,9
0,61,4,1,3,2597,0,10
0,10,1,0,3,2597,0,5
0,66,1,0,4,2597,0,6
0,12,1,0,5,2597,0,8
0,82,1,0,6,2597,0,11
0,24,1,0,3,2597,0,8
0,60,9,0,2,1283,0,4
0,166,9,0,6,423,0,28
0,36,1,0,3,2597,0,8
0,49,5,0,3,2597,0,10
0,63,1,0,4,2597,0,6
0,3,1,0,3,2597,0,4
0,22,1,0,5,2597,0,20
0,33,1,0,3,2597,0,6
0,164,5,0,8,2597,0,34
0,12,1,0,3,2597,0,9
0,89,1,0,5,2597,0,19
0,53,2,0,3,2597,0,8
0,53,1,0,4,1464,0,7
0,56,1,0,1,1464,0,1
0,212,20,1,5,2597,0,15
0,22,1,0,5,2597,0,16
0,21,1,0,1,343,0,2
0,142,5,0,1,343,0,2
0,7,1,0,1,219,0,2
0,27,2,0,1,219,0,2
0,26,1,0,2,219,0,2
0,110,1,1,2,219,0,2
0,10,1,0,1,219,0,2
0,43,5,0,1,219,0,2
0,141,28,0,1,1464,0,2
0,13,1,0,3,1464,0,5
0,139,17,1,3,1464,0,5
0,39,1,0,4,423,0,7
0,8,1,0,4,263,0,6
0,25,1,0,2,1283,0,6
0,72,13,0,5,1283,0,7
0,35,1,0,4,2597,0,8
0,27,1,0,4,2597,0,8
0,17,1,0,4,2597,0,8
0,28,3,0,4,1283,0,11
0,57,9,0,4,2597,0,6
0,64,9,0,5,95,0,9
0,58,9,0,1,263,0,1
0,57,9,0,3,1283,0,4
0,58,9,0,3,2597,0,6
0,29,1,0,2,1283,0,3
0,20,1,0,3,263,0,5
0,24,2,1,3,263,0,4
0,16,1,1,5,263,0,16
