AD,Android Rules,Basic Rules,Brace Rules,CBO,CBOI,CC,CCL,CCO,CD,CI,CLC,CLLC,CLOC,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Column,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,DIT,DLOC,Design Rules,Documentation Metric Rules,Empty Code Rules,EndColumn,EndLine,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,LCOM5,LDC,LLDC,LLOC,LOC,Line,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,NA,NG,NII,NL,NLA,NLE,NLG,NLM,NLPA,NLPM,NLS,NM,NOA,NOC,NOD,NOI,NOP,NOS,NPA,NPM,NS,Naming Rules,Number of bugs,Optimization Rules,PDA,PUA,RFC,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,TCD,TCLOC,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,WMC,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor
0.0,0,0,0,2,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,47,0,0,0,0,0,0,0,1,7,0,10,108,0,0,0,0,0,0,0,0,2,0,0,11,11,98,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,2,0,0,0,1,0,4,0,2,0,0,0,0,0,3,3,0,0,0,0,0.0,0,11,11,0,0,0,0,2,0,2,0,2,4,0,2,0,0,0,0,3,0,0,8,0,1
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,41,0,0,0,0,0,0,0,1,7,0,4,126,0,0,0,0,0,0,0,0,2,0,0,6,6,121,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,3,2,0,0,0,0,0.0,0,6,6,0,0,0,0,2,0,2,0,2,3,0,2,0,0,0,0,2,0,0,8,0,1
0.0,0,1,0,6,2,0.0,0,0,0.0333333,0,0.0,0.0,1,0,0,0,0,2,0,0,0,0,0,2,0,2,13,1,3,81,0,0,0,0,0,0,0,0,0,0,0,29,34,48,0,0,0,0,0,14,27,1,0,3,0,4,5,3,5,0,65,2,0,0,2,1,7,4,64,9,0,0,0,0,6,7,0,8,0,0,0.0333333,1,29,34,14,27,3,4,5,3,5,0,65,7,4,64,9,0,0,0,5,0,0,21,0,3
0.0,0,0,0,6,0,0.342105,2,2,0.0,2,0.642857,0.625,0,0,40,0,0,31,0,0,0,0,0,1,0,6,32,0,5,96,0,0,0,0,0,0,0,0,1,27,25,40,42,55,0,0,0,0,0,2,5,0,0,2,0,5,7,0,7,1,7,1,0,0,1,1,6,0,7,1,0,0,1,0,8,8,0,15,0,0,0.0,0,40,42,17,55,2,5,7,0,7,1,122,6,6,122,41,0,0,0,7,0,5,87,0,2
0.0,0,0,0,6,0,0.313253,2,2,0.211538,2,0.627907,0.6097560000000001,11,0,40,0,0,22,0,0,0,0,0,1,0,7,35,0,5,167,0,0,0,0,0,0,0,0,1,27,25,41,43,125,0,0,0,0,0,2,5,0,0,2,0,5,7,0,7,1,7,1,0,0,1,1,6,0,7,1,0,0,1,0,8,8,0,17,0,0,0.211538,11,41,43,17,65,2,5,7,0,7,1,145,6,6,145,49,0,0,0,7,0,6,92,0,2
0.0,0,0,0,5,0,1.0,2,2,0.0,2,1.0,1.0,0,0,40,0,0,41,0,0,0,0,0,1,0,0,17,0,4,250,0,0,0,0,0,0,0,0,1,37,30,30,37,214,0,0,0,0,0,0,5,0,0,0,0,5,7,0,7,1,7,1,0,0,1,1,7,0,7,1,0,0,0,0,8,8,0,0,0,1,0.0,0,30,37,0,5,0,5,7,0,7,1,7,7,0,7,1,0,0,0,7,0,0,57,1,0
0.0,0,0,0,5,0,1.0,2,2,0.0,2,1.0,1.0,0,0,40,0,0,41,0,0,0,0,0,1,0,0,17,0,4,298,0,0,0,0,0,0,0,0,1,37,30,30,37,262,0,0,0,0,0,0,5,0,0,0,0,5,7,0,7,1,7,1,0,0,1,1,7,0,7,1,0,0,0,0,8,8,0,0,0,0,0.0,0,30,37,0,5,0,5,7,0,7,1,7,7,0,7,1,0,0,0,7,0,0,57,0,0
0.0,0,0,0,2,0,0.0,0,0,0.13333299999999998,0,0.0,0.0,2,0,0,0,0,84,0,0,0,0,0,0,0,1,5,0,5,437,0,0,0,0,0,0,0,0,1,0,0,13,16,422,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,2,0,5,0,1,0,0,0,0,0,2,3,0,0,1,0,0.13333299999999998,2,13,16,0,0,0,0,1,0,1,0,1,5,0,1,0,0,0,0,3,0,0,5,1,1
0.0,0,0,0,20,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,40,0,1,0,2,0,1,0,4,5,0,14,805,0,0,0,0,0,0,1,0,1,0,0,123,146,660,0,0,0,0,0,0,0,0,3,0,3,0,1,0,1,0,1,1,0,0,19,1,87,0,1,0,0,0,0,0,2,20,0,3,1,0,0.0,0,123,146,0,0,0,0,1,0,1,0,1,87,0,1,0,0,0,0,37,0,0,11,2,4
0.0,0,0,0,2,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,53,0,0,0,0,0,0,0,0,9,0,4,121,0,0,0,0,0,0,0,0,2,0,0,14,16,106,0,0,0,0,0,1,0,0,0,1,0,0,3,0,3,0,3,0,0,0,1,0,5,0,3,0,0,0,1,0,4,4,0,0,0,0,0.0,0,14,16,1,0,1,0,3,0,3,0,3,5,0,3,0,0,0,0,3,0,0,10,0,1
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,53,0,0,0,0,0,0,0,0,9,0,4,68,0,0,0,0,0,0,0,0,2,0,0,9,11,58,0,0,0,0,0,1,0,0,0,1,0,0,3,0,3,0,3,0,0,0,0,0,4,0,3,0,0,0,1,0,4,3,0,0,0,0,0.0,0,9,11,1,0,1,0,3,0,3,0,3,4,0,3,0,0,0,0,3,0,0,10,0,1
0.0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,51,0,0,0,0,0,0,0,1,5,0,6,114,0,0,0,0,0,0,0,0,1,0,0,21,22,93,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0,11,0,1,0,0,0,0,0,2,1,0,0,0,0,0.0,0,21,22,0,0,0,0,1,0,1,0,1,11,0,1,0,0,0,0,4,0,0,5,0,2
0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,5,0,4,104,0,0,0,0,0,0,0,0,1,0,0,13,13,92,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,2,1,0,0,0,0,0.0,0,13,13,0,0,0,0,1,0,1,0,1,4,0,1,0,0,0,0,3,0,0,5,0,0
0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,48,0,0,0,0,0,0,0,1,5,0,4,116,0,0,0,0,0,0,0,0,1,0,0,9,9,108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0.0,0,9,9,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,0,1,0,1,5,0,0
0.0,0,0,2,1,2,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,16,0,3,72,0,0,0,0,0,0,0,0,1,0,0,11,13,41,0,0,0,0,0,1,0,1,0,1,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,1,0,3,2,0,0,0,0,0.0,0,26,32,2,0,2,0,5,0,5,0,5,7,0,5,0,0,0,0,2,0,0,17,0,4
0.0,0,0,2,1,2,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,16,0,3,107,0,0,0,0,0,0,0,0,1,0,0,13,15,74,0,0,0,0,0,1,0,1,0,1,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,3,2,0,0,0,0,0.0,0,28,34,2,0,2,0,5,0,5,0,5,7,0,5,0,0,0,0,2,0,0,17,0,3
0.0,0,0,0,3,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,3,63,0,0,0,0,0,0,0,0,0,0,0,15,16,48,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,2,0,0,0,3,0,6,0,2,0,0,0,0,0,3,5,0,0,0,0,0.0,0,15,16,0,2,0,2,2,0,2,0,2,6,0,2,0,0,0,0,2,0,0,7,0,0
0.0,0,0,0,4,2,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,7,0,3,95,0,0,0,0,0,0,0,0,0,0,0,10,12,84,0,0,0,0,0,1,1,2,0,1,0,1,2,0,2,0,2,1,0,0,1,1,2,0,2,0,0,0,0,0,3,3,0,0,0,0,0.0,0,10,12,1,1,1,1,2,0,2,0,2,2,0,2,0,0,0,0,2,0,0,7,0,0
0.0,0,0,0,2,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,9,0,3,118,0,0,0,0,0,0,0,0,0,0,0,21,22,97,0,0,0,0,0,1,2,1,0,1,0,2,3,0,3,0,3,0,0,0,1,0,10,0,3,0,0,0,0,0,4,4,0,0,0,0,0.0,0,21,22,1,2,1,2,3,0,3,0,3,10,0,3,0,0,0,0,3,0,0,9,0,2
0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,0,5,307,0,0,0,0,0,0,0,0,1,0,0,7,7,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0.0,0,7,7,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,0,1,0,0,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,0,5,324,0,0,0,0,0,0,0,0,1,0,0,7,7,318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,0,0,0.0,0,7,7,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,0,1,0,0,5,0,0
0.0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,10,0,4,362,0,0,0,0,0,0,0,0,1,0,0,9,11,348,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0.0,0,13,15,1,0,1,0,2,0,2,0,2,3,0,2,0,1,0,0,1,0,0,10,1,0
0.0,0,0,2,2,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,9,0,5,70,0,0,0,0,0,0,0,0,2,0,0,17,21,50,0,0,0,0,0,1,0,0,1,1,1,0,3,0,3,0,3,0,0,0,2,0,5,0,3,0,0,0,1,0,4,5,0,0,0,0,0.0,0,17,21,1,0,1,0,3,0,3,0,3,5,0,3,0,0,0,0,4,0,0,10,0,3
0.0,0,0,2,2,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,9,0,5,105,0,0,0,0,0,0,0,0,2,0,0,17,21,85,0,0,0,0,0,1,0,0,1,1,1,0,3,0,3,0,3,0,0,0,2,0,5,0,3,0,0,0,0,0,4,5,0,0,0,0,0.0,0,17,21,1,0,1,0,3,0,3,0,3,5,0,3,0,0,0,0,4,0,0,10,0,2
0.0,0,0,0,2,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,5,0,6,358,0,0,0,0,0,0,0,0,1,0,0,6,6,353,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0.0,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,44,0,0,0,0,0,3,0,1,3,0,71,58,0,0,0,0,0,0,0,0,0,0,0,1,1,58,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,23,3,0,0,0,1,0,6,23,8,0,0,0,0,1,0,0,2,0,0,0.0,0,1,1,15,10,0,0,0,0,0,0,23,0,6,23,8,0,0,0,0,0,1,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,44,0,0,0,0,0,3,0,1,3,0,71,60,0,0,0,0,0,0,0,0,0,0,0,1,1,60,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,23,3,0,0,0,1,0,6,23,8,0,0,0,0,1,0,0,2,0,0,0.0,0,1,1,15,10,0,0,0,0,0,0,23,0,6,23,8,0,0,0,0,0,1,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,44,0,0,0,0,0,3,0,1,3,0,71,63,0,0,0,0,0,0,0,0,0,0,0,1,1,63,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,23,3,0,0,0,1,0,6,23,8,0,0,0,0,1,0,0,2,0,0,0.0,0,1,1,15,10,0,0,0,0,0,0,23,0,6,23,8,0,0,0,0,0,1,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,44,0,0,0,0,0,3,0,1,3,0,71,64,0,0,0,0,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,23,3,0,0,0,1,0,6,23,8,0,0,0,0,1,0,0,2,0,0,0.0,0,1,1,15,10,0,0,0,0,0,0,23,0,6,23,8,0,0,0,0,0,1,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,45,0,0,0,0,0,3,0,1,3,0,72,66,0,0,0,0,0,0,0,0,0,0,0,1,1,66,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,23,3,0,0,0,1,0,6,23,8,0,0,0,0,1,0,0,2,0,0,0.0,0,1,1,15,10,0,0,0,0,0,0,23,0,6,23,8,0,0,0,0,0,1,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,28,0,0,0,0,0,3,0,1,3,0,55,128,0,0,0,0,0,0,0,0,0,0,0,1,1,128,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,23,3,0,0,0,1,0,6,23,8,0,0,0,0,1,0,0,2,0,0,0.0,0,1,1,15,10,0,0,0,0,0,0,23,0,6,23,8,0,0,0,0,0,1,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,28,0,0,0,0,0,3,0,1,3,0,55,130,0,0,0,0,0,0,0,0,0,0,0,1,1,130,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,23,3,0,0,0,1,0,6,23,8,0,0,0,0,1,0,0,2,0,0,0.0,0,1,1,15,10,0,0,0,0,0,0,23,0,6,23,8,0,0,0,0,0,1,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,28,0,0,0,0,0,3,0,1,3,0,55,133,0,0,0,0,0,0,0,0,0,0,0,1,1,133,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,23,3,0,0,0,1,0,6,23,8,0,0,0,0,1,0,0,2,0,0,0.0,0,1,1,15,10,0,0,0,0,0,0,23,0,6,23,8,0,0,0,0,0,1,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,28,0,0,0,0,0,3,0,1,3,0,55,134,0,0,0,0,0,0,0,0,0,0,0,1,1,134,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,23,3,0,0,0,1,0,6,23,8,0,0,0,0,1,0,0,2,0,0,0.0,0,1,1,15,10,0,0,0,0,0,0,23,0,6,23,8,0,0,0,0,0,1,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,29,0,0,0,0,0,3,0,1,3,0,56,136,0,0,0,0,0,0,0,0,0,0,0,1,1,136,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,23,3,0,0,0,1,0,6,23,8,0,0,0,0,1,0,0,2,0,0,0.0,0,1,1,15,10,0,0,0,0,0,0,23,0,6,23,8,0,0,0,0,0,1,5,0,0
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,29,0,0,0,0,0,3,0,1,3,0,56,137,0,0,0,0,0,0,0,0,0,0,0,1,1,137,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,23,3,0,0,0,1,0,6,23,8,0,0,0,0,1,0,0,2,0,0,0.0,0,1,1,15,10,0,0,0,0,0,0,23,0,6,23,8,0,0,0,0,0,1,5,0,0
0.212121,0,0,37,32,43,0.0,0,0,0.166407,0,0.0,0.0,107,0,0,0,1,1,0,8,7,3,0,0,55,92,79,0,2,844,0,0,0,1,0,0,3,0,2,0,0,536,716,89,0,0,0,0,0,32,5,35,6,32,6,5,36,27,32,0,36,0,1,1,47,0,323,27,32,0,17,1,17,7,26,83,1,17,2,0,0.161527,110,571,756,39,5,39,5,40,30,36,0,40,336,30,36,0,0,0,0,140,0,2,108,3,172
1.0,0,0,0,3,1,0.0,0,0,0.64,0,0.0,0.0,32,0,0,0,0,1,0,0,0,0,0,1,32,0,0,0,2,90,0,0,0,0,0,0,0,0,1,0,0,18,49,42,0,0,0,0,0,1,0,1,0,1,0,0,4,0,4,0,4,1,0,0,1,1,4,0,4,0,0,1,0,5,0,5,0,0,0,0,0.64,32,18,49,1,0,1,0,4,0,4,0,4,4,0,4,0,0,0,0,4,0,0,0,0,0
0.333333,0,0,0,5,1,0.0,0,0,0.365931,0,0.0,0.0,116,0,0,0,0,1,0,2,1,0,0,0,95,9,24,0,2,493,0,0,0,0,0,4,2,0,1,0,0,201,378,74,0,0,0,0,0,15,6,0,2,15,2,6,10,0,5,0,10,0,0,0,5,0,106,0,5,0,0,1,0,2,4,15,0,9,1,1,0.341808,121,233,420,47,12,15,7,13,0,8,0,49,123,27,40,0,0,0,0,45,0,0,35,3,15
0.2,0,0,0,1,1,0.0,0,0,0.08888889999999999,0,0.0,0.0,4,0,0,0,0,1,0,0,0,0,0,3,4,0,11,0,2,86,0,0,0,0,0,0,0,0,1,0,0,41,45,42,0,0,0,0,0,9,3,2,2,1,2,1,4,0,4,0,26,3,1,1,1,1,19,5,26,0,0,0,0,1,4,5,0,2,0,0,0.08888889999999999,4,41,45,9,3,1,1,4,0,4,0,26,19,5,26,0,0,0,0,7,0,0,13,0,0
0.304348,0,0,4,3,9,0.0,0,0,0.26087,0,0.0,0.0,48,0,0,0,1,1,0,0,0,0,0,2,25,9,33,0,2,245,0,0,0,0,0,0,0,0,3,0,0,136,199,47,0,0,0,0,0,8,2,16,3,6,3,2,22,3,22,0,22,2,1,2,0,1,61,5,22,0,3,0,1,7,16,22,1,7,0,0,0.26087,48,136,199,8,2,6,2,22,3,22,0,22,61,5,22,0,0,0,0,38,0,0,41,1,17
1.0,0,0,0,7,2,0.0,0,0,0.382353,0,0.0,0.0,13,0,0,0,1,1,0,0,0,0,0,2,13,2,2,0,2,72,0,0,0,0,0,0,0,0,3,0,0,21,34,39,0,0,0,0,0,3,6,0,1,0,1,0,3,0,3,0,27,2,0,0,4,1,11,0,10,0,0,0,0,4,0,7,0,0,0,0,0.382353,13,21,34,3,6,0,0,3,0,3,0,27,11,0,10,0,0,0,0,5,0,0,3,0,2
0.2,0,0,0,6,3,0.0,0,0,0.07142860000000001,0,0.0,0.0,3,0,0,0,1,1,0,0,0,0,0,1,3,4,11,0,2,81,0,0,0,0,0,0,0,0,4,0,0,39,42,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,1,3,4,0,1,0,0,4,0,0,0,0,1,4,4,0,4,0,0,0.07142860000000001,3,39,42,0,0,0,0,4,0,4,0,4,0,0,4,0,0,0,0,4,0,0,16,0,4
0.344828,0,0,33,9,9,0.0,0,0,0.266667,0,0.0,0.0,96,0,0,0,1,1,0,0,0,0,0,2,87,17,57,0,2,450,0,0,0,0,0,0,0,0,3,0,0,264,397,54,0,0,0,0,0,6,14,55,3,4,3,14,37,0,28,1,37,2,1,2,9,1,170,2,28,1,5,0,0,10,19,46,0,8,1,0,0.266667,96,264,397,6,14,4,14,37,0,28,1,37,170,2,28,1,1,0,0,91,0,1,66,2,54
0.041666699999999994,0,0,2,8,18,0.0,0,0,0.0869565,0,0.0,0.0,14,0,0,0,0,1,0,0,0,1,0,2,13,1,47,0,2,227,0,0,1,0,0,0,0,1,1,0,0,147,190,38,0,0,0,0,0,16,10,10,1,10,1,10,23,0,23,8,23,2,11,11,16,1,60,6,23,8,0,0,0,1,23,39,0,10,0,0,0.0869565,14,147,190,16,10,10,10,23,0,23,8,23,60,6,23,8,0,0,0,31,0,0,59,1,3
0.2,0,0,0,6,1,0.0,0,0,0.212121,0,0.0,0.0,7,0,0,0,1,1,0,0,0,0,0,1,7,0,9,0,2,74,0,0,0,0,0,0,0,0,2,0,0,26,39,36,0,0,0,0,0,2,0,1,2,2,1,0,4,1,4,0,4,1,0,0,7,1,11,1,4,0,0,0,0,1,4,11,0,5,0,0,0.212121,7,26,39,2,0,2,0,4,1,4,0,4,11,1,4,0,0,0,0,7,0,0,15,0,0
0.4,0,0,12,3,8,0.0,0,0,0.33766199999999996,0,0.0,0.0,26,0,0,0,0,1,0,0,0,0,0,3,19,2,11,0,2,115,0,0,0,0,0,0,0,0,1,0,0,51,66,50,0,0,0,0,0,7,15,50,2,1,2,1,6,0,4,0,43,3,1,1,8,1,37,2,32,1,3,0,0,2,3,14,0,2,0,0,0.33766199999999996,26,51,66,7,15,1,1,6,0,4,0,43,37,2,32,1,0,0,0,17,0,0,13,0,17
0.5,0,0,0,3,0,0.0,0,0,0.235294,0,0.0,0.0,4,0,0,0,0,1,0,0,0,0,0,2,4,0,5,0,2,50,0,0,0,0,0,0,1,0,1,0,0,13,15,36,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,5,2,0,0,0,1,1,1,5,0,0,0,0,1,1,1,0,5,0,0,0.235294,4,13,15,1,0,1,0,1,1,1,0,5,1,1,5,0,0,0,0,1,0,0,10,0,1
1.0,0,0,8,23,2,0.0,0,0,0.627193,0,0.0,0.0,429,0,0,0,0,1,0,1,0,3,0,1,381,11,8,0,2,760,0,0,0,0,0,0,1,0,1,0,0,255,717,44,0,0,0,0,0,3,6,0,3,3,2,6,24,0,7,0,24,1,1,1,41,1,139,0,7,0,0,0,1,8,0,65,0,2,0,0,0.627193,429,255,717,3,6,3,6,24,0,7,0,24,139,0,7,0,0,0,0,61,0,0,14,0,21
0.5,0,0,0,11,2,0.0,0,0,0.365079,0,0.0,0.0,46,0,0,0,0,1,0,0,0,1,0,2,46,3,9,0,2,180,0,0,0,0,0,0,0,0,1,0,0,80,118,63,0,0,0,0,0,1,2,4,1,1,1,2,7,0,5,0,11,2,1,1,5,1,35,0,9,0,0,0,0,3,3,12,0,3,0,0,0.365079,46,80,118,1,2,1,2,7,0,5,0,11,35,0,9,0,0,0,0,15,0,0,13,0,3
0.14285699999999998,0,0,0,9,1,0.0,0,0,0.11111099999999999,0,0.0,0.0,5,0,0,0,0,1,0,0,0,0,0,1,5,1,17,0,2,91,0,0,0,0,0,0,0,0,1,0,0,40,48,44,0,0,0,0,0,8,9,0,1,3,1,3,7,0,6,0,17,1,0,0,7,1,15,0,14,2,0,0,0,1,6,14,0,0,0,0,0.11111099999999999,5,40,48,8,9,3,3,7,0,6,0,17,15,0,14,2,0,0,0,8,0,0,17,0,1
0.5,0,0,0,3,2,0.0,0,0,0.333333,0,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,1,3,0,3,0,2,42,0,0,0,0,0,0,0,0,0,0,0,6,6,37,0,0,0,0,0,5,6,3,0,0,0,0,1,0,1,0,11,1,0,0,4,1,2,0,9,2,0,0,0,1,1,5,0,0,0,0,0.333333,3,6,6,5,6,0,0,1,0,1,0,11,2,0,9,2,0,0,0,1,0,0,3,0,0
0.325,0,1,10,14,15,0.0,0,0,0.25146199999999996,0,0.0,0.0,86,0,0,0,0,1,0,2,0,2,0,1,69,8,59,0,2,436,0,0,1,0,0,0,2,0,1,0,0,256,391,46,0,0,0,0,0,24,27,3,4,20,4,16,39,18,39,8,58,2,0,0,31,2,127,19,58,11,15,0,0,13,27,70,0,17,0,0,0.25146199999999996,86,256,391,24,27,20,16,39,18,39,8,58,127,19,58,11,0,0,0,61,0,0,81,6,30
0.0,0,0,0,9,2,0.0,0,0,0.057142899999999996,0,0.0,0.0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,13,0,2,82,0,0,0,0,0,0,0,0,1,0,0,33,42,41,0,0,0,0,0,7,9,1,1,2,1,3,5,0,5,0,15,1,0,0,6,1,11,0,13,2,0,0,0,0,6,11,0,0,0,0,0.057142899999999996,2,33,42,7,9,2,3,5,0,5,0,15,11,0,13,2,0,0,0,7,0,0,13,0,0
0.2,0,0,0,8,4,0.0,0,0,0.26087,0,0.0,0.0,12,0,0,0,0,1,0,0,0,0,0,1,11,0,9,0,2,86,0,0,0,0,0,0,0,0,0,0,0,34,46,41,0,0,0,0,0,7,8,3,0,2,0,2,4,0,4,0,14,1,0,0,4,1,7,0,12,2,0,0,0,1,4,8,0,1,0,0,0.26087,12,34,46,7,8,2,2,4,0,4,0,14,7,0,12,2,0,0,0,4,0,0,10,0,0
0.555556,0,2,18,25,24,0.0464816,1,4,0.426045,2,0.0328767,0.0510204,265,0,14,0,3,1,0,2,0,2,0,1,246,39,77,0,2,780,0,0,0,0,0,0,6,0,3,24,20,357,688,51,0,0,0,0,0,11,28,34,4,7,4,18,47,0,44,7,64,1,1,1,40,1,206,1,61,9,10,0,0,25,20,87,0,19,1,0,0.40334899999999996,265,392,730,12,28,8,18,55,1,52,7,72,211,2,69,9,0,0,0,106,0,1,117,0,75
0.304348,0,0,6,12,14,0.0,0,0,0.317757,0,0.0,0.0,68,0,0,0,1,1,0,3,0,1,0,5,64,7,37,0,2,292,0,0,0,0,0,0,0,0,4,0,0,146,225,68,0,0,0,0,0,7,19,15,4,4,4,11,22,4,22,0,49,5,0,0,10,1,81,7,49,0,0,0,0,7,16,32,0,10,0,0,0.317757,68,146,225,7,19,4,11,22,4,22,0,49,81,7,49,0,0,0,0,55,0,0,52,0,13
0.166667,0,0,0,6,1,0.309091,1,4,0.10769200000000001,2,0.3125,0.344828,7,0,17,0,0,1,0,0,0,0,0,1,7,0,13,0,2,108,0,0,0,0,0,0,0,0,1,20,20,58,64,45,0,0,0,0,0,1,0,1,1,1,1,0,5,0,5,0,5,1,0,0,4,1,11,0,5,0,0,0,0,1,5,9,0,4,1,0,0.10769200000000001,7,58,64,1,0,1,0,5,0,5,0,5,11,0,5,0,0,0,0,10,0,1,34,0,0
