CLOC,LLOC,McCC,Number of bugs,Number of committers,Number of developer commits,Number of previous fixes,Number of previous modifications
0,401,15,0,6,219,0,28
0,186,22,0,6,219,0,25
0,22,1,0,4,219,0,6
0,25,1,0,4,219,0,6
0,4,1,0,5,219,0,9
0,55,4,0,5,219,0,9
0,39,1,0,5,219,0,7
0,392,5,0,5,219,0,10
0,4,1,0,4,219,0,5
0,73,3,0,4,219,0,5
0,23,1,0,4,219,0,5
0,247,1,0,6,219,0,14
0,15,1,0,4,219,0,5
0,119,1,0,6,219,0,14
0,16,1,0,4,219,0,7
0,40,1,0,6,219,0,9
0,377,5,0,6,219,0,12
0,18,1,0,4,219,0,6
0,74,8,0,4,219,0,7
0,63,5,0,4,219,0,7
0,138,17,0,4,219,0,9
0,11,1,0,5,219,0,5
0,21,1,0,5,219,0,5
0,49,1,0,6,219,0,11
0,77,12,0,6,219,0,13
0,76,2,0,5,219,0,7
0,64,7,0,6,219,0,11
0,208,22,0,8,219,0,35
0,34,1,0,5,219,0,7
0,251,1,0,7,219,0,15
0,46,1,0,6,219,0,13
0,64,1,0,6,219,0,13
0,116,16,0,4,219,0,5
0,11,1,0,5,219,0,7
0,89,1,0,8,219,0,35
0,40,1,0,5,219,0,7
0,60,1,0,3,263,0,4
0,48,2,0,4,263,0,6
0,93,13,0,4,1283,0,4
0,16,3,0,1,263,0,1
0,17,1,0,4,219,0,7
0,4,1,0,3,219,0,5
0,17,1,0,3,343,0,4
0,4,1,0,3,343,0,4
0,109,12,0,3,343,0,10
0,45,1,0,3,343,0,9
0,7,1,0,4,263,0,7
0,7,1,0,3,343,0,4
0,6,1,0,3,343,0,4
0,28,1,0,3,343,0,7
0,44,5,0,3,343,0,4
0,64,17,0,3,343,0,11
0,35,1,0,3,343,0,5
0,31,3,0,4,1283,0,13
0,72,13,0,3,263,0,9
0,154,33,0,3,343,0,6
0,41,6,0,4,219,0,12
0,451,116,0,3,263,0,13
0,84,19,0,3,343,0,9
0,164,18,0,5,263,0,11
0,110,27,0,4,219,0,15
0,121,20,0,4,343,0,8
0,102,21,0,3,263,0,8
0,105,23,0,3,343,0,5
0,8,1,0,3,343,0,5
0,81,13,0,4,343,0,9
0,166,33,0,5,343,0,15
0,8,1,0,4,343,0,6
0,91,20,0,6,343,0,17
0,62,10,0,3,343,0,5
0,9,1,0,3,343,0,4
0,123,16,0,3,592,0,5
0,8,1,0,2,263,0,3
0,21,1,0,4,263,0,5
0,9,1,0,2,263,0,3
0,12,1,0,4,263,0,7
0,23,2,0,3,343,0,4
0,24,1,0,4,1283,0,5
0,6,1,0,3,1283,0,4
0,129,20,0,3,263,0,8
0,33,2,0,3,1283,0,4
0,37,2,0,3,1283,0,4
0,29,2,0,3,1283,0,4
0,433,33,0,4,343,0,19
0,32,1,0,1,343,0,1
0,88,6,0,2,1283,0,3
0,96,2,0,3,343,0,4
0,146,10,0,2,2597,0,3
0,45,1,0,4,343,0,8
0,1273,211,0,7,1283,0,55
0,23,2,0,1,2597,0,1
0,1512,366,0,4,219,0,16
0,17,1,0,6,263,0,23
0,111,8,0,7,2597,0,28
0,31,1,0,4,263,0,10
0,213,13,0,6,343,0,25
0,60,9,0,4,263,0,5
0,5,1,0,2,1283,0,2
0,152,15,0,5,263,0,20
0,71,2,0,4,263,0,13
0,131,20,0,4,219,0,9
0,133,5,0,4,343,0,4
0,88,19,0,1,423,0,2
0,40,1,0,2,263,0,2
0,149,14,0,5,2597,0,20
0,48,5,0,3,343,0,4
0,141,34,0,4,263,0,5
0,149,32,0,5,2597,0,9
0,88,6,0,4,343,0,5
0,265,45,0,4,2597,0,12
0,49,10,0,2,263,0,2
0,152,41,0,5,343,0,14
0,46,2,0,4,263,0,10
0,57,12,0,3,263,0,4
0,145,36,0,3,263,0,4
0,27,1,0,4,343,0,9
0,36,3,0,4,343,0,7
0,20,1,0,3,343,0,5
0,35,3,0,3,343,0,5
0,31,3,0,3,343,0,5
0,20,1,0,3,343,0,6
0,515,1,0,4,219,0,9
0,11,1,0,3,343,0,6
0,25,1,0,3,343,0,6
0,11,1,0,3,343,0,4
0,19,1,0,3,343,0,4
0,127,16,0,6,263,0,16
0,568,62,0,7,1283,0,45
0,87,5,0,4,219,0,7
0,73,8,0,3,343,0,6
0,109,6,0,3,2597,0,8
0,17,1,0,4,343,0,6
0,197,18,0,6,1283,0,20
0,148,4,0,4,343,0,11
0,204,8,0,3,2597,0,9
0,145,6,0,3,343,0,10
0,131,8,0,3,343,0,6
0,136,6,0,3,343,0,7
0,57,1,0,5,1283,0,12
0,81,1,0,4,1283,0,7
0,149,16,0,4,343,0,7
0,161,17,0,4,343,0,6
0,60,5,0,1,2597,0,2
0,45,3,0,3,2597,0,3
0,32,6,0,1,2597,0,2
0,13,1,0,3,263,0,4
0,110,14,0,6,1283,0,23
0,105,14,0,4,1283,0,16
0,17,1,0,1,2597,0,2
0,216,9,0,3,2597,0,5
0,557,66,0,2,263,0,9
0,42,1,0,4,219,0,5
0,54,1,0,6,1283,0,7
0,80,1,0,6,1283,0,7
0,113,2,0,4,2597,0,7
0,47,1,0,4,2597,0,6
0,69,1,0,5,423,0,7
0,146,1,0,4,2597,0,10
0,84,10,0,4,263,0,5
0,72,6,0,4,263,0,5
0,99,17,0,5,263,0,11
0,30,1,0,3,263,0,3
0,301,32,0,6,343,0,12
0,35,7,0,2,2597,0,5
0,22,1,0,2,263,0,3
0,55,1,0,2,263,0,3
0,36,1,0,5,263,0,13
0,366,57,0,7,2597,0,32
0,23,1,0,2,2597,0,3
0,187,31,0,7,263,0,18
0,75,8,0,3,343,0,4
0,1076,212,0,7,2597,0,79
0,29,1,0,4,343,0,7
0,278,34,0,5,343,0,20
0,47,2,0,2,592,0,2
0,188,3,0,6,1283,0,14
0,256,32,0,7,343,0,24
0,110,2,0,5,2597,0,14
0,185,14,0,4,343,0,9
0,108,2,0,2,1464,0,2
0,125,5,0,3,2597,0,8
0,57,1,0,3,2597,0,6
0,684,146,0,8,343,0,49
0,61,6,0,2,2597,0,6
0,23,2,0,3,219,0,4
0,57,4,0,4,263,0,10
0,80,3,0,1,2597,0,1
0,5,1,0,1,1464,0,1
0,134,3,0,1,1464,0,1
0,105,12,0,2,1283,0,4
0,165,19,0,2,263,0,3
0,21,2,0,2,263,0,3
0,419,37,0,3,343,0,6
0,867,165,0,7,343,0,46
0,13,1,0,3,343,0,6
0,394,43,0,7,343,0,25
0,18,1,0,4,343,0,8
0,32,1,0,5,343,0,12
0,84,7,0,3,592,0,4
0,137,22,0,2,592,0,2
0,132,22,0,2,2597,0,3
0,202,43,0,2,592,0,2
0,63,8,0,2,592,0,2
0,102,12,0,2,592,0,2
0,161,25,0,2,592,0,3
0,152,34,0,2,592,0,2
0,104,12,0,2,592,0,2
0,127,21,0,2,592,0,4
0,289,23,0,3,343,0,4
0,16,1,0,5,343,0,5
0,17,1,0,3,343,0,3
0,19,1,0,3,343,0,3
0,22,1,0,3,343,0,3
0,5,1,0,3,343,0,3
0,20,3,0,3,343,0,3
0,68,1,0,3,343,0,3
0,8,1,0,3,343,0,3
0,29,2,0,3,2597,0,4
0,85,7,0,3,2597,0,4
0,51,1,0,4,2597,0,7
0,87,13,0,2,343,0,4
0,93,15,0,2,343,0,5
0,209,28,0,5,343,0,13
0,20,2,0,2,343,0,3
0,13,1,0,2,263,0,3
0,180,33,0,2,1464,0,2
0,30,5,0,2,592,0,3
0,18,1,0,1,1464,0,1
0,5,1,0,3,2597,0,4
0,287,39,0,7,263,0,19
0,18,1,0,5,1283,0,5
0,94,12,0,7,263,0,15
0,43,6,0,1,592,0,2
0,134,25,0,3,343,0,6
0,6,1,0,4,263,0,4
0,30,1,0,5,343,0,16
0,28,1,0,4,219,0,14
0,12,1,0,3,343,0,7
0,22,1,0,4,219,0,20
0,15,1,0,3,343,0,6
0,31,1,0,4,219,0,12
0,12,1,0,3,343,0,5
0,11,1,0,3,343,0,5
0,30,1,0,1,423,0,1
0,111,1,0,2,423,0,2
0,30,5,0,1,1283,0,1
0,25,7,0,3,2597,0,4
0,6,1,0,1,592,0,2
0,45,9,0,2,219,0,3
0,106,12,0,4,219,0,17
0,124,18,0,5,219,0,13
0,7,1,0,1,592,0,2
0,173,32,0,1,592,0,2
0,7,1,0,3,263,0,3
0,35,9,0,3,263,0,3
0,103,15,0,4,343,0,7
0,11,1,0,1,592,0,2
0,14,1,0,3,263,0,3
0,30,1,0,3,263,0,4
0,10,1,0,2,1283,0,2
0,46,3,0,2,1283,0,2
0,40,1,0,2,1283,0,2
0,37,1,0,2,1283,0,2
0,18,1,0,2,263,0,2
0,13,1,0,4,343,0,6
0,72,1,0,4,343,0,7
0,14,1,0,5,219,0,9
0,81,1,0,5,219,0,9
0,94,6,0,3,1464,0,3
0,93,25,0,5,263,0,10
0,269,50,0,2,263,0,8
0,43,3,0,2,2597,0,3
0,10,1,0,2,219,0,2
0,68,9,0,5,219,0,9
0,30,1,0,2,2597,0,3
0,13,1,0,1,1464,0,1
0,8,1,0,3,343,0,4
0,26,1,0,3,343,0,6
0,12,1,0,3,343,0,4
0,15,1,0,3,343,0,5
0,77,5,0,1,592,0,1
0,120,17,0,4,2597,0,6
0,53,8,0,4,1283,0,10
0,64,11,0,1,423,0,1
0,10,1,0,4,263,0,8
0,117,9,0,4,263,0,8
0,83,1,0,4,2597,0,6
0,8,1,0,3,263,0,3
0,23,1,0,3,263,0,3
0,7,1,0,5,263,0,14
0,11,3,0,3,1283,0,5
0,13,2,0,3,1283,0,4
0,24,1,0,5,343,0,6
0,23,1,0,2,263,0,2
0,36,1,0,2,1464,0,4
0,86,15,0,2,1283,0,3
0,36,2,0,1,2597,0,2
0,44,7,0,3,2597,0,6
0,38,1,0,2,2597,0,4
0,55,8,0,3,263,0,4
0,21,1,0,3,1283,0,4
0,31,5,0,3,263,0,3
0,37,2,0,3,263,0,3
0,53,9,0,3,263,0,6
0,24,1,0,1,1464,0,1
0,16,1,0,1,1464,0,1
0,10,1,0,1,1464,0,1
0,17,4,0,3,219,0,4
0,45,6,0,2,263,0,3
0,31,4,0,2,1283,0,3
0,189,2,0,5,343,0,9
0,17,1,0,2,263,0,2
0,284,43,0,2,263,0,3
0,57,2,0,5,343,0,8
0,78,1,0,3,263,0,4
0,26,1,0,3,263,0,5
0,15,1,0,2,263,0,2
0,24,1,0,2,263,0,2
0,19,1,0,2,263,0,2
0,166,2,0,2,1283,0,4
0,36,1,0,3,263,0,3
0,47,1,0,2,1283,0,2
0,134,5,0,5,343,0,9
0,47,1,0,3,263,0,4
0,154,10,0,3,1464,0,8
0,216,4,0,6,1283,0,16
0,66,9,0,2,263,0,2
0,59,1,0,4,263,0,4
0,160,12,0,5,263,0,9
0,200,11,0,5,1283,0,18
0,460,5,0,5,1283,0,14
0,90,1,0,3,263,0,4
0,94,1,0,3,263,0,8
0,51,1,0,2,263,0,2
0,185,21,0,6,343,0,15
0,49,1,0,5,343,0,16
0,536,26,0,6,423,0,17
0,83,3,0,2,263,0,3
0,284,4,0,6,1464,0,11
0,199,4,0,3,343,0,8
0,45,2,0,3,263,0,3
0,173,7,0,4,263,0,10
0,457,5,0,2,1283,0,7
0,92,1,0,3,1283,0,7
0,178,1,0,2,263,0,3
0,268,13,0,2,1283,0,8
0,576,9,0,3,1283,0,10
0,263,2,0,2,1283,0,6
0,40,1,0,2,263,0,4
0,80,5,0,2,263,0,4
0,53,2,0,2,263,0,2
0,58,3,0,2,263,0,2
0,58,4,0,2,263,0,2
0,34,1,0,2,263,0,2
0,113,8,0,2,263,0,2
0,56,1,0,3,263,0,3
0,44,1,0,3,263,0,3
0,34,4,0,3,1283,0,4
0,42,4,0,3,1283,0,5
0,259,34,0,5,2597,0,10
0,25,2,0,1,592,0,2
0,17,2,0,4,263,0,5
0,17,1,0,2,263,0,4
0,96,13,0,2,263,0,3
0,38,7,0,6,343,0,10
0,38,3,0,4,263,0,7
0,37,2,0,4,343,0,10
0,32,2,0,3,343,0,5
0,46,1,0,2,263,0,2
0,31,4,0,3,219,0,8
0,184,30,0,5,343,0,10
0,78,3,0,2,263,0,2
0,46,5,0,5,343,0,8
0,84,13,0,5,343,0,9
0,49,1,0,4,2597,0,5
0,59,2,0,4,2597,0,8
0,46,2,0,1,1283,0,2
0,35,9,0,2,1283,0,2
0,76,13,0,2,263,0,5
0,129,18,0,3,263,0,6
0,86,3,0,1,343,0,2
0,58,3,0,1,343,0,1
0,6,1,0,1,343,0,1
0,5,1,0,1,423,0,1
0,13,1,0,2,263,0,4
0,19,2,0,1,423,0,2
0,26,1,0,3,343,0,3
0,88,16,0,4,2597,0,5
0,31,2,0,1,343,0,2
0,26,1,0,2,423,0,2
0,37,4,0,2,1464,0,3
0,56,4,0,1,343,0,4
0,83,11,0,4,1283,0,8
0,25,1,0,1,343,0,1
0,43,2,0,2,1464,0,2
0,27,1,0,3,263,0,3
0,74,6,0,5,2597,0,8
0,77,10,0,3,263,0,5
0,113,15,0,3,263,0,3
0,25,1,0,3,263,0,3
0,39,4,0,3,263,0,3
0,38,1,0,1,343,0,2
0,26,1,0,1,423,0,1
0,51,4,0,3,2597,0,3
0,31,1,0,3,263,0,3
0,48,4,0,3,263,0,3
0,61,4,0,5,2597,0,12
0,90,9,0,1,343,0,1
0,32,2,0,3,2597,0,5
0,49,3,0,3,1283,0,4
0,23,2,0,2,1283,0,2
0,83,6,0,2,2597,0,3
0,202,13,0,3,2597,0,4
0,70,1,0,5,1283,0,12
0,91,3,0,4,263,0,9
0,28,1,0,6,263,0,9
0,12,1,0,4,263,0,6
0,14,1,0,4,263,0,10
0,52,1,0,6,263,0,16
0,29,2,0,1,343,0,2
0,38,3,0,1,1283,0,1
0,27,3,0,1,1283,0,1
0,23,3,0,4,263,0,5
0,25,2,0,2,127,0,3
0,15,1,0,1,1283,0,1
0,11,1,0,3,263,0,6
0,45,2,0,6,263,0,14
0,155,13,0,6,263,0,21
0,153,9,0,5,2597,0,13
0,71,5,0,5,2597,0,10
0,43,3,0,7,1283,0,12
0,82,9,0,7,2597,0,22
0,50,2,0,6,263,0,17
0,26,1,0,5,263,0,11
0,28,1,0,5,263,0,9
0,33,1,0,5,263,0,12
0,26,1,0,5,263,0,10
0,119,10,0,6,1283,0,25
0,8,1,0,1,1283,0,2
0,86,6,0,4,1283,0,23
0,32,2,0,1,1283,0,2
0,40,2,0,3,263,0,4
0,95,9,0,5,343,0,24
0,27,1,0,1,127,0,2
0,56,1,0,5,263,0,16
0,361,31,0,9,1283,0,64
0,42,7,0,4,1283,0,6
0,73,12,0,2,1283,0,3
0,4,1,0,4,263,0,8
0,26,3,0,4,2597,0,7
0,56,5,0,3,263,0,5
0,49,4,0,5,343,0,11
0,422,51,0,6,343,0,26
0,121,11,0,4,263,0,6
0,28,1,0,2,343,0,5
0,275,37,0,5,263,0,21
0,165,24,0,3,263,0,4
0,60,6,0,4,263,0,6
0,44,5,0,3,1283,0,3
0,24,2,0,1,127,0,1
0,37,5,0,3,423,0,3
0,129,17,0,2,263,0,2
0,29,2,0,1,1283,0,2
0,7,1,0,2,263,0,2
0,14,1,0,2,263,0,2
0,42,1,0,4,2597,0,4
0,165,5,0,8,263,0,20
0,36,1,0,6,263,0,18
0,313,22,0,6,263,0,29
0,9,1,0,4,263,0,7
0,32,1,0,5,1283,0,10
0,14,1,0,2,1464,0,2
0,57,2,0,3,1464,0,5
0,95,1,0,9,423,0,27
0,14,1,0,4,1283,0,5
0,133,18,0,4,1283,0,5
0,701,79,0,10,1283,0,69
0,76,4,0,5,1283,0,5
0,92,1,0,7,263,0,14
0,86,4,0,3,263,0,5
0,14,1,0,2,219,0,2
0,77,1,0,7,219,0,12
0,83,1,0,6,2597,0,34
0,14,1,0,1,1283,0,2
0,126,18,0,8,1283,0,17
0,24,1,0,6,1283,0,19
0,51,14,0,2,1464,0,2
0,153,20,0,6,1283,0,33
0,598,47,0,10,1283,0,111
0,24,1,0,8,219,0,18
0,133,2,0,9,219,0,29
0,15,1,0,6,219,0,12
0,115,10,0,8,263,0,27
0,6,1,0,2,219,0,2
0,15,1,0,3,592,0,3
0,38,1,0,1,592,0,1
0,69,1,0,9,423,0,40
0,123,18,0,4,1283,0,7
0,16,1,0,4,263,0,7
0,116,8,0,6,2597,0,19
0,25,1,0,3,263,0,5
0,128,2,0,3,263,0,7
0,588,87,0,10,423,0,98
0,92,1,0,7,592,0,15
0,32,2,0,3,263,0,3
0,55,1,0,6,1464,0,18
0,227,9,0,7,343,0,21
0,134,27,0,2,219,0,2
0,59,10,0,5,2597,0,8
0,102,8,0,4,1283,0,5
0,44,5,0,4,1283,0,5
0,391,53,0,3,263,0,3
0,21,1,0,1,423,0,2
0,134,17,0,5,423,0,8
0,10,1,0,1,423,0,2
0,39,5,0,1,423,0,3
0,50,1,0,4,1283,0,6
0,14,1,0,1,1464,0,1
0,136,22,0,5,263,0,12
0,39,2,0,3,1283,0,4
0,9,1,0,2,2597,0,2
0,46,2,0,4,1283,0,6
0,43,3,0,3,1283,0,4
0,79,2,0,6,263,0,13
0,119,19,0,4,263,0,4
0,144,23,0,4,263,0,4
0,168,23,0,6,263,0,14
0,77,1,0,3,263,0,6
0,15,1,0,2,2597,0,3
0,108,22,0,2,2597,0,5
0,172,14,0,5,343,0,11
0,493,28,0,7,263,0,29
0,122,15,0,4,263,0,10
0,200,25,0,6,263,0,18
0,17,1,0,2,1283,0,2
0,42,1,0,4,1283,0,8
0,251,33,0,4,1283,0,12
0,33,1,0,2,1283,0,2
0,772,148,0,2,2597,0,3
0,13,1,0,2,1283,0,2
0,57,4,0,5,263,0,13
0,40,2,0,4,2597,0,6
0,8,1,0,2,343,0,3
0,32,1,0,2,343,0,3
0,111,14,0,5,343,0,10
0,50,4,0,2,2597,0,3
0,10,1,0,1,1283,0,3
0,42,2,0,1,1283,0,3
0,24,1,0,3,2597,0,6
0,17,1,0,2,263,0,3
0,155,31,0,2,263,0,4
0,309,56,0,6,2597,0,23
0,26,1,0,3,1464,0,5
0,15,1,0,2,263,0,3
0,150,29,0,4,263,0,9
0,243,35,0,6,263,0,18
0,32,1,0,3,2597,0,4
0,80,1,0,6,1464,0,15
0,22,1,0,3,1283,0,5
0,155,28,0,6,263,0,11
0,479,34,0,8,1283,0,32
0,25,1,0,4,1283,0,7
0,172,16,0,6,2597,0,18
0,17,1,0,6,263,0,21
0,99,2,0,8,423,0,24
0,71,12,0,3,2597,0,4
0,4,1,0,1,1283,0,1
0,10,1,0,1,1283,0,1
0,234,1,0,2,263,0,5
0,73,1,0,5,263,0,10
0,102,5,0,6,2597,0,10
0,437,46,0,6,1283,0,28
0,59,1,0,3,1283,0,8
0,130,9,0,4,2597,0,6
0,440,66,0,6,343,0,23
0,14,1,0,1,1283,0,1
0,83,1,0,1,1283,0,3
0,105,18,0,4,2597,0,6
0,5,1,0,2,1464,0,2
0,88,1,0,7,343,0,16
0,62,9,0,6,263,0,7
0,22,1,0,3,263,0,10
0,276,42,0,5,1283,0,18
0,13,1,0,4,343,0,7
0,127,27,0,4,2597,0,23
0,24,1,0,3,1283,0,7
0,197,18,0,4,2597,0,15
0,18,1,0,1,1283,0,4
0,153,20,0,2,263,0,6
0,53,1,0,7,343,0,37
0,381,46,0,8,2597,0,56
0,58,12,0,1,592,0,1
0,11,1,0,2,1283,0,3
0,189,35,0,5,423,0,11
0,25,1,0,2,263,0,6
0,53,2,0,3,1283,0,4
0,133,27,0,3,1283,0,4
0,15,1,0,1,343,0,1
0,133,22,0,2,343,0,2
0,34,1,0,4,263,0,7
0,177,16,0,5,263,0,13
0,187,26,0,3,263,0,6
0,284,13,0,3,263,0,6
0,15,1,0,2,1283,0,2
0,61,7,0,4,1283,0,5
0,18,1,0,1,343,0,1
0,6,1,0,2,1283,0,2
0,14,1,0,4,1464,0,7
0,49,2,0,5,1464,0,11
0,20,1,0,4,1283,0,5
0,157,30,0,4,1283,0,5
0,14,1,0,5,1464,0,12
0,59,8,0,5,263,0,20
0,12,1,0,4,1464,0,7
0,27,1,0,4,1464,0,7
0,8,1,0,1,1464,0,1
0,20,1,0,4,1464,0,4
0,72,5,0,5,263,0,7
0,11,1,0,3,263,0,3
0,43,2,0,6,263,0,9
0,19,1,0,3,263,0,3
0,124,12,0,7,343,0,9
0,7,1,0,2,263,0,3
0,42,1,0,2,263,0,3
0,7,1,0,2,263,0,6
0,58,4,0,2,263,0,9
0,12,1,0,3,343,0,3
0,51,3,0,3,343,0,3
0,10,1,0,3,2597,0,3
0,60,1,0,3,2597,0,3
0,12,1,0,5,2597,0,6
0,71,1,0,5,2597,0,7
0,22,1,0,2,263,0,4
0,60,9,0,2,263,0,3
0,146,7,0,4,2597,0,12
0,36,1,0,2,263,0,6
0,49,5,0,3,2597,0,8
0,3,1,0,2,263,0,2
0,18,1,0,2,263,0,6
0,33,1,0,2,263,0,4
0,124,4,0,4,2597,0,13
0,12,1,0,2,263,0,3
0,72,1,0,4,2597,0,9
0,53,2,0,2,263,0,6
0,9,1,0,3,343,0,3
0,46,1,0,4,343,0,6
0,212,20,0,5,1283,0,13
0,17,1,0,3,1283,0,8
0,26,1,0,1,263,0,1
0,110,1,0,1,263,0,1
0,77,8,0,2,1283,0,2
0,122,28,0,1,1464,0,1
0,11,1,0,1,1464,0,1
0,27,1,0,1,1464,0,1
0,14,1,0,1,423,0,1
0,65,12,0,5,263,0,6
0,13,1,0,1,263,0,3
0,20,1,0,2,263,0,3
0,6,1,0,1,263,0,3
0,20,1,0,1,263,0,1
0,57,9,0,3,263,0,3
0,64,9,0,2,1283,0,4
0,58,9,0,2,1283,0,3
0,11,1,0,2,263,0,2
0,60,9,0,2,423,0,3
0,49,8,0,2,263,0,2
0,60,1,0,2,263,0,2
0,21,1,0,2,2597,0,2
0,252,59,0,6,263,0,11
0,12,1,0,2,263,0,2
0,218,52,0,3,1283,0,10
0,406,99,0,5,1283,0,19
0,23,1,0,4,1283,0,12
0,225,42,0,5,1283,0,31
0,63,11,0,2,2597,0,4
0,67,17,0,2,2597,0,4
0,7,1,0,3,263,0,4
0,30,1,0,4,592,0,6
0,7,1,0,1,1464,0,1
0,30,1,0,1,1464,0,1
0,9,1,0,3,263,0,9
0,30,2,0,3,263,0,5
0,32,1,0,1,1464,0,1
0,12,1,0,3,263,0,8
0,63,1,0,4,1464,0,10
0,80,2,0,2,263,0,4
0,90,16,0,3,2597,0,5
0,81,17,0,2,263,0,2
0,32,1,0,4,2597,0,7
0,64,1,0,2,1283,0,3
0,36,8,0,2,263,0,2
0,69,1,0,4,263,0,9
0,31,1,0,1,1283,0,2
0,50,1,0,2,263,0,3
0,16,1,0,2,263,0,2
0,16,1,0,4,2597,0,5
0,16,1,0,1,1283,0,1
0,22,1,0,2,1283,0,6
0,126,16,0,4,343,0,16
0,343,78,0,4,343,0,5
0,78,1,0,3,343,0,12
0,737,113,0,3,343,0,15
0,224,1,0,2,2597,0,7
0,59,9,0,3,263,0,4
0,61,9,0,5,423,0,6
0,20,1,0,2,263,0,2
0,16,2,0,2,263,0,2
0,46,1,0,2,263,0,6
0,40,6,0,5,1283,0,8
0,20,1,0,2,343,0,3
0,91,11,0,4,263,0,10
0,60,9,0,3,263,0,4
0,49,6,0,2,263,0,2
0,6,1,0,3,263,0,4
0,16,1,0,2,423,0,2
0,107,12,0,4,263,0,8
0,15,1,0,4,1464,0,7
0,266,46,0,4,343,0,10
0,268,59,0,6,2597,0,17
0,78,12,0,2,263,0,2
0,22,3,0,4,2597,0,4
0,31,4,0,6,263,0,14
0,28,2,0,2,263,0,2
0,79,13,0,3,263,0,5
0,75,9,0,2,263,0,2
0,28,3,0,3,343,0,3
0,18,1,0,3,343,0,3
0,111,3,0,3,343,0,3
0,20,2,0,3,343,0,3
0,436,59,0,4,1283,0,23
0,76,12,0,2,263,0,2
0,124,12,0,2,263,0,4
0,83,9,0,2,263,0,2
0,95,13,0,3,1283,0,8
0,251,12,0,7,1283,0,14
0,60,1,0,2,1283,0,7
0,64,11,0,3,1283,0,8
0,478,73,0,5,1283,0,14
0,56,1,0,4,263,0,12
0,100,21,0,3,1283,0,8
0,390,65,0,4,263,0,15
0,72,7,0,3,263,0,10
0,117,34,0,3,2597,0,6
0,36,1,0,4,1283,0,12
0,29,3,0,2,1283,0,3
0,32,6,0,3,2597,0,4
0,67,10,0,3,1283,0,9
0,44,8,0,2,1283,0,3
0,35,7,0,3,2597,0,4
0,151,34,0,2,263,0,7
0,40,4,0,1,1464,0,1
0,12,1,0,1,1464,0,2
0,65,9,0,5,1464,0,7
0,122,4,0,3,263,0,3
0,414,10,0,5,1283,0,16
0,325,15,0,4,1283,0,11
0,313,13,0,4,1283,0,12
0,398,41,0,4,1283,0,15
0,160,11,0,3,263,0,8
0,167,10,0,2,1283,0,2
0,99,2,0,3,592,0,5
0,20,1,0,3,263,0,4
0,59,7,0,3,263,0,4
0,34,1,0,4,263,0,9
0,127,22,0,4,1283,0,6
0,53,10,0,2,343,0,2
0,56,10,0,1,1283,0,1
0,63,7,0,1,1283,0,1
0,27,1,0,4,263,0,6
0,30,2,0,3,1283,0,4
0,30,1,0,3,1283,0,4
0,52,4,0,3,1283,0,4
0,47,5,0,5,343,0,10
0,22,1,0,3,263,0,4
0,58,4,0,3,1283,0,4
0,24,1,0,3,1283,0,4
0,36,1,0,3,1283,0,4
0,10,1,0,1,1464,0,2
0,51,1,0,3,1283,0,6
0,46,1,0,1,423,0,1
0,312,46,0,5,423,0,11
0,71,10,0,4,2597,0,5
0,66,12,0,4,2597,0,5
0,48,1,0,5,2597,0,8
0,12,1,0,3,1283,0,3
0,140,19,0,6,1283,0,16
0,126,18,0,5,263,0,9
0,319,16,0,6,263,0,18
0,90,14,0,4,2597,0,5
0,86,16,0,4,2597,0,7
0,22,1,0,2,343,0,3
0,31,1,0,4,263,0,5
0,370,44,0,6,1283,0,12
0,9,1,0,1,1464,0,2
0,25,1,0,3,343,0,5
0,54,5,0,1,1464,0,2
0,85,6,0,4,263,0,5
0,62,8,0,3,263,0,3
0,38,8,0,3,263,0,3
0,70,1,0,7,1283,0,19
0,52,1,0,6,1283,0,14
0,129,1,0,9,1283,0,72
0,77,1,0,8,1283,0,23
0,60,1,0,5,1283,0,11
0,28,1,0,9,1283,0,33
0,31,1,0,8,1283,0,25
0,27,1,0,5,1283,0,10
0,13,1,0,3,2597,0,8
0,90,9,0,6,343,0,15
0,31,3,0,6,1283,0,15
0,35,3,0,6,1283,0,16
0,34,3,0,6,1283,0,18
0,31,3,0,6,1283,0,13
0,35,3,0,6,1283,0,15
0,33,3,0,6,1283,0,15
0,42,3,0,6,1283,0,16
0,31,3,0,5,1283,0,15
0,32,3,0,6,1283,0,15
0,35,3,0,6,1283,0,17
0,35,3,0,5,1283,0,16
0,34,1,0,5,1283,0,10
0,173,4,0,7,1283,0,40
0,190,16,0,6,1283,0,22
0,347,12,0,7,1283,0,35
0,13,1,0,5,1464,0,10
0,632,24,0,7,592,0,27
0,345,61,0,6,1283,0,17
0,460,77,0,8,1283,0,23
0,8,1,0,5,1283,0,19
0,75,1,0,8,263,0,26
0,135,10,0,5,1464,0,14
0,105,2,0,3,2597,0,4
0,26,1,0,7,1283,0,14
0,10,1,0,5,1283,0,10
0,160,3,0,6,1283,0,13
0,170,1,0,7,1283,0,21
0,101,1,0,6,1283,0,13
0,966,5,0,8,1283,0,34
0,27,1,0,7,1283,0,17
0,105,6,0,7,1464,0,17
0,60,6,1,6,1283,0,21
0,48,4,0,7,1283,0,17
0,35,4,0,6,1283,0,14
0,324,41,0,7,1283,0,38
0,76,10,1,7,1283,0,16
0,255,33,4,8,219,0,38
0,41,3,0,6,1283,0,15
0,36,1,0,6,1283,0,17
0,76,8,0,7,1283,0,21
0,40,3,0,6,1283,0,15
