"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous fixes","Number of previous modifications","Number of bugs"
"L8714","RunnerTest.java","src/test/java/org/junit/tests/listening/RunnerTest.java","L8712","1","0","57","0","0","0","1","0"
"L8715","TestListenerTest.java","src/test/java/org/junit/tests/listening/TestListenerTest.java","L8712","1","0","52","0","0","0","1","0"
"L8716","TextListenerTest.java","src/test/java/org/junit/tests/listening/TextListenerTest.java","L8712","1","0","53","0","0","0","7","0"
"L8717","UserStopTest.java","src/test/java/org/junit/tests/listening/UserStopTest.java","L8712","1","0","22","0","0","0","1","0"
"L8849","FilterableTest.java","src/test/java/org/junit/tests/manipulation/FilterableTest.java","L8848","1","0","51","0","0","0","5","0"
"L8850","SingleMethodTest.java","src/test/java/org/junit/tests/manipulation/SingleMethodTest.java","L8848","1","0","135","0","0","0","2","0"
"L8851","SortableTest.java","src/test/java/org/junit/tests/manipulation/SortableTest.java","L8848","1","0","119","0","0","0","2","0"
"L9893","BadlyFormedClassesTest.java","src/test/java/org/junit/tests/validation/BadlyFormedClassesTest.java","L9892","1","0","52","0","0","0","3","0"
"L9894","FailedConstructionTest.java","src/test/java/org/junit/tests/validation/FailedConstructionTest.java","L9892","1","0","24","0","0","0","1","0"
"L9895","InaccessibleBaseClassTest.java","src/test/java/org/junit/tests/validation/InaccessibleBaseClassTest.java","L9892","1","0","11","0","0","0","4","0"
"L9896","ValidationTest.java","src/test/java/org/junit/tests/validation/ValidationTest.java","L9892","1","0","29","0","0","0","3","0"
"L7031","CategoryTest.java","src/test/java/org/junit/tests/experimental/categories/CategoryTest.java","L7030","1","0","204","1","20","0","8","0"
"L7208","DescriptionTest.java","src/test/java/org/junit/tests/experimental/max/DescriptionTest.java","L7207","1","0","18","0","0","0","1","0"
"L7209","JUnit38SortingTest.java","src/test/java/org/junit/tests/experimental/max/JUnit38SortingTest.java","L7207","2","0","43","0","0","0","7","0"
"L7210","MaxStarterTest.java","src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java","L7207","2","0","265","1","4","0","33","0"
"L7331","ParallelClassTest.java","src/test/java/org/junit/tests/experimental/parallel/ParallelClassTest.java","L7330","1","0","46","0","0","0","12","0"
"L7332","ParallelMethodTest.java","src/test/java/org/junit/tests/experimental/parallel/ParallelMethodTest.java","L7330","2","0","39","0","0","0","10","0"
"L7384","PrintableResultTest.java","src/test/java/org/junit/tests/experimental/results/PrintableResultTest.java","L7383","1","0","43","0","0","0","6","0"
"L7385","ResultMatchersTest.java","src/test/java/org/junit/tests/experimental/results/ResultMatchersTest.java","L7383","1","0","19","0","0","0","5","0"
"L7412","ExpectedExceptionRuleTest.java","src/test/java/org/junit/tests/experimental/rules/ExpectedExceptionRuleTest.java","L7411","1","0","191","0","0","0","5","0"
"L7413","ExternalResourceRuleTest.java","src/test/java/org/junit/tests/experimental/rules/ExternalResourceRuleTest.java","L7411","1","0","31","0","0","0","2","0"
"L7414","NameRulesTest.java","src/test/java/org/junit/tests/experimental/rules/NameRulesTest.java","L7411","1","0","14","0","0","0","2","0"
"L7415","RulesTest.java","src/test/java/org/junit/tests/experimental/rules/RulesTest.java","L7411","1","0","201","1","4","0","7","0"
"L7416","TempFolderRuleTest.java","src/test/java/org/junit/tests/experimental/rules/TempFolderRuleTest.java","L7411","1","0","59","0","0","0","3","0"
"L7417","TimeoutRuleTest.java","src/test/java/org/junit/tests/experimental/rules/TimeoutRuleTest.java","L7411","3","0","33","0","0","0","3","0"
"L7418","VerifierRuleTest.java","src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java","L7411","1","0","103","0","0","0","3","0"
"L7784","AllMembersSupplierTest.java","src/test/java/org/junit/tests/experimental/theories/AllMembersSupplierTest.java","L7783","1","0","28","0","0","0","3","0"
"L7785","ParameterizedAssertionErrorTest.java","src/test/java/org/junit/tests/experimental/theories/ParameterizedAssertionErrorTest.java","L7783","1","0","63","0","0","0","8","0"
"L7786","ParameterSignatureTest.java","src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java","L7783","1","0","48","0","0","0","4","0"
"L9050","EnclosedTest.java","src/test/java/org/junit/tests/running/classes/EnclosedTest.java","L9049","1","0","35","0","0","0","2","0"
"L9051","IgnoreClassTest.java","src/test/java/org/junit/tests/running/classes/IgnoreClassTest.java","L9049","1","0","22","0","0","0","4","0"
"L9052","ParameterizedTestTest.java","src/test/java/org/junit/tests/running/classes/ParameterizedTestTest.java","L9049","1","0","178","0","0","0","9","0"
"L9053","RunWithTest.java","src/test/java/org/junit/tests/running/classes/RunWithTest.java","L9049","1","0","67","0","0","0","1","0"
"L9054","SuiteTest.java","src/test/java/org/junit/tests/running/classes/SuiteTest.java","L9049","1","0","133","1","4","0","6","0"
"L9055","TestClassTest.java","src/test/java/org/junit/tests/running/classes/TestClassTest.java","L9049","1","0","69","0","0","0","15","1"
"L9056","UseSuiteAsASuperclassTest.java","src/test/java/org/junit/tests/running/classes/UseSuiteAsASuperclassTest.java","L9049","1","0","37","0","0","0","3","0"
"L9325","CommandLineTest.java","src/test/java/org/junit/tests/running/core/CommandLineTest.java","L9324","1","0","54","0","0","0","1","0"
"L9326","JUnitCoreReturnsCorrectExitCodeTest.java","src/test/java/org/junit/tests/running/core/JUnitCoreReturnsCorrectExitCodeTest.java","L9324","1","0","31","0","0","0","1","0"
"L9327","SystemExitTest.java","src/test/java/org/junit/tests/running/core/SystemExitTest.java","L9324","2","0","22","0","0","0","1","0"
"L9386","AnnotationTest.java","src/test/java/org/junit/tests/running/methods/AnnotationTest.java","L9385","1","0","455","0","0","0","8","0"
"L9387","ExpectedTest.java","src/test/java/org/junit/tests/running/methods/ExpectedTest.java","L9385","1","0","51","0","0","0","1","0"
"L9388","InheritedTestTest.java","src/test/java/org/junit/tests/running/methods/InheritedTestTest.java","L9385","1","0","26","0","0","0","1","0"
"L9389","ParameterizedTestMethodTest.java","src/test/java/org/junit/tests/running/methods/ParameterizedTestMethodTest.java","L9385","2","0","89","0","0","0","6","0"
"L9390","TestMethodTest.java","src/test/java/org/junit/tests/running/methods/TestMethodTest.java","L9385","2","0","124","0","0","0","12","0"
"L9391","TimeoutTest.java","src/test/java/org/junit/tests/running/methods/TimeoutTest.java","L9385","6","0","142","0","0","0","8","0"
"L9899","Sub.java","src/test/java/org/junit/tests/validation/anotherpackage/Sub.java","L9898","1","0","3","0","0","0","1","0"
"L9900","Super.java","src/test/java/org/junit/tests/validation/anotherpackage/Super.java","L9898","1","0","5","0","0","0","1","0"
"L7798","Correspondent.java","src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Correspondent.java","L7797","1","0","4","0","0","0","1","0"
"L7799","Guesser.java","src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java","L7797","8","0","99","0","0","0","4","0"
"L7800","GuesserQueue.java","src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/GuesserQueue.java","L7797","3","0","46","0","0","0","3","0"
"L7801","MethodCall.java","src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/MethodCall.java","L7797","4","0","44","0","0","0","1","0"
"L7802","ReguessableValue.java","src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/ReguessableValue.java","L7797","1","0","11","0","0","0","2","0"
"L7803","StringableObject.java","src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StringableObject.java","L7797","3","0","21","0","0","0","1","0"
"L7804","Stub.java","src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Stub.java","L7797","1","0","6","0","0","0","1","0"
"L7805","StubbedTheories.java","src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheories.java","L7797","4","0","52","0","0","0","7","0"
"L7806","StubbedTheoriesTest.java","src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheoriesTest.java","L7797","1","0","14","0","0","0","1","0"
"L8080","SuccessfulWithDataPointFields.java","src/test/java/org/junit/tests/experimental/theories/runner/SuccessfulWithDataPointFields.java","L8079","1","0","158","0","0","0","4","0"
"L8081","TheoriesPerformanceTest.java","src/test/java/org/junit/tests/experimental/theories/runner/TheoriesPerformanceTest.java","L8079","1","0","26","0","0","0","3","0"
"L8082","UnsuccessfulWithDataPointFields.java","src/test/java/org/junit/tests/experimental/theories/runner/UnsuccessfulWithDataPointFields.java","L8079","1","0","104","0","0","0","10","0"
"L8083","WhenNoParametersMatch.java","src/test/java/org/junit/tests/experimental/theories/runner/WhenNoParametersMatch.java","L8079","1","0","41","0","0","0","13","0"
"L8084","WithDataPointMethod.java","src/test/java/org/junit/tests/experimental/theories/runner/WithDataPointMethod.java","L8079","1","0","122","0","0","0","10","0"
"L8085","WithExtendedParameterSources.java","src/test/java/org/junit/tests/experimental/theories/runner/WithExtendedParameterSources.java","L8079","1","0","121","0","0","0","1","0"
"L8086","WithOnlyTestAnnotations.java","src/test/java/org/junit/tests/experimental/theories/runner/WithOnlyTestAnnotations.java","L8079","3","0","68","0","0","0","8","0"
