"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of committers","Number of previous fixes","Number of previous modifications","Number of bugs"
"L6062","SamplingLongPrimitiveIterator.java","common/src/main/java/com/cloudera/oryx/common/collection/SamplingLongPrimitiveIterator.java","L6057","7","0","65","0","0","0","1","0"
"L6740","DelimitedDataUtils.java","common/src/main/java/com/cloudera/oryx/common/io/DelimitedDataUtils.java","L6739","23","0","112","327","1","0","5","0"
"L6741","IOUtils.java","common/src/main/java/com/cloudera/oryx/common/io/IOUtils.java","L6739","15","0","102","327","1","0","5","0"
"L6900","AbstractLongPrimitiveIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/AbstractLongPrimitiveIterator.java","L6899","1","0","7","0","0","0","1","0"
"L6901","ArrayIterable.java","common/src/main/java/com/cloudera/oryx/common/iterator/ArrayIterable.java","L6899","1","0","21","327","1","0","2","0"
"L6902","ArrayIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/ArrayIterator.java","L6899","2","0","37","327","1","0","2","0"
"L6903","FileLineIterable.java","common/src/main/java/com/cloudera/oryx/common/iterator/FileLineIterable.java","L6899","1","0","19","0","0","0","1","0"
"L6904","FileLineIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/FileLineIterator.java","L6899","4","0","33","0","0","0","1","0"
"L6905","LongPrimitiveArrayIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/LongPrimitiveArrayIterator.java","L6899","3","0","42","327","1","0","2","0"
"L6906","LongPrimitiveIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/LongPrimitiveIterator.java","L6899","1","0","4","0","0","0","1","0"
"L6907","SkippingIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/SkippingIterator.java","L6899","1","0","5","0","0","0","1","0"
"L7035","MemoryHandler.java","common/src/main/java/com/cloudera/oryx/common/log/MemoryHandler.java","L7034","3","0","42","327","1","0","3","0"
"L7105","ExecutorUtils.java","common/src/main/java/com/cloudera/oryx/common/parallel/ExecutorUtils.java","L7104","9","0","67","327","1","1","4","0"
"L7194","PMMLUtils.java","common/src/main/java/com/cloudera/oryx/common/pmml/PMMLUtils.java","L7193","17","0","104","327","1","2","11","0"
"L7236","RandomManager.java","common/src/main/java/com/cloudera/oryx/common/random/RandomManager.java","L7235","3","0","34","327","1","0","2","0"
"L7237","RandomUtils.java","common/src/main/java/com/cloudera/oryx/common/random/RandomUtils.java","L7235","18","0","96","327","1","0","2","0"
"L7350","APISettings.java","common/src/main/java/com/cloudera/oryx/common/settings/APISettings.java","L7349","8","0","91","327","1","0","2","0"
"L7351","ConfigUtils.java","common/src/main/java/com/cloudera/oryx/common/settings/ConfigUtils.java","L7349","5","0","33","327","1","0","2","0"
"L7352","InboundSettings.java","common/src/main/java/com/cloudera/oryx/common/settings/InboundSettings.java","L7349","12","0","142","327","2","2","5","0"
"L7520","SignalManager.java","common/src/main/java/com/cloudera/oryx/common/signal/SignalManager.java","L7519","2","0","18","0","0","0","1","0"
"L7521","SignalManagerPOSIXImpl.java","common/src/main/java/com/cloudera/oryx/common/signal/SignalManagerPOSIXImpl.java","L7519","2","0","19","0","0","0","1","0"
"L7522","SignalType.java","common/src/main/java/com/cloudera/oryx/common/signal/SignalType.java","L7519","1","0","5","0","0","0","1","0"
"L4590","ClassUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/ClassUtilsTest.java","L4589","1","0","19","0","0","0","1","0"
"L4591","LangUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/LangUtilsTest.java","L4589","1","0","28","0","0","0","1","0"
"L4592","OryxTest.java","common/src/test/java/com/cloudera/oryx/common/OryxTest.java","L4589","7","0","90","0","0","0","1","0"
"L4593","ReloadingReferenceTest.java","common/src/test/java/com/cloudera/oryx/common/ReloadingReferenceTest.java","L4589","1","0","39","327","1","0","2","0"
"L4931","CommonsMathLinearSystemSolverTest.java","common/src/test/java/com/cloudera/oryx/common/math/CommonsMathLinearSystemSolverTest.java","L4930","1","0","23","0","0","0","1","0"
"L4932","DummyVisitor.java","common/src/test/java/com/cloudera/oryx/common/math/DummyVisitor.java","L4930","1","0","14","327","1","0","3","0"
"L4933","MatrixUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/math/MatrixUtilsTest.java","L4930","3","0","77","327","1","0","2","0"
"L4934","NamedRealVectorTest.java","common/src/test/java/com/cloudera/oryx/common/math/NamedRealVectorTest.java","L4930","1","0","14","0","0","0","1","0"
"L4935","SimpleVectorMathTest.java","common/src/test/java/com/cloudera/oryx/common/math/SimpleVectorMathTest.java","L4930","1","0","23","0","0","0","1","0"
"L4936","SparseIteratorTest.java","common/src/test/java/com/cloudera/oryx/common/math/SparseIteratorTest.java","L4930","1","0","80","0","0","0","1","0"
"L4937","VectorsTest.java","common/src/test/java/com/cloudera/oryx/common/math/VectorsTest.java","L4930","1","0","33","0","0","0","1","0"
"L5681","DoubleWeightedMeanTest.java","common/src/test/java/com/cloudera/oryx/common/stats/DoubleWeightedMeanTest.java","L5680","2","0","43","0","0","0","1","0"
"L5682","IntegerWeightedMeanTest.java","common/src/test/java/com/cloudera/oryx/common/stats/IntegerWeightedMeanTest.java","L5680","3","0","58","0","0","0","1","0"
"L5683","JVMEnvironmentTest.java","common/src/test/java/com/cloudera/oryx/common/stats/JVMEnvironmentTest.java","L5680","1","0","18","0","0","0","1","0"
"L5684","RunningStatisticsTest.java","common/src/test/java/com/cloudera/oryx/common/stats/RunningStatisticsTest.java","L5680","1","0","17","0","0","0","1","0"
"L6064","BitSetTest.java","common/src/test/java/com/cloudera/oryx/common/collection/BitSetTest.java","L6063","11","0","138","327","1","1","2","0"
"L6065","LongFloatMapTest.java","common/src/test/java/com/cloudera/oryx/common/collection/LongFloatMapTest.java","L6063","5","0","110","327","1","0","2","0"
"L6066","LongObjectMapTest.java","common/src/test/java/com/cloudera/oryx/common/collection/LongObjectMapTest.java","L6063","4","0","106","327","1","0","3","0"
"L6067","LongSetTest.java","common/src/test/java/com/cloudera/oryx/common/collection/LongSetTest.java","L6063","7","0","127","327","1","0","3","0"
"L6068","SamplingLongPrimitiveIteratorTest.java","common/src/test/java/com/cloudera/oryx/common/collection/SamplingLongPrimitiveIteratorTest.java","L6063","4","0","86","0","0","0","1","0"
"L6743","DelimitedDataUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/io/DelimitedDataUtilsTest.java","L6742","1","0","53","327","1","0","2","0"
"L6744","IOUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/io/IOUtilsTest.java","L6742","1","0","44","0","0","0","1","0"
"L7037","MemoryHandlerTest.java","common/src/test/java/com/cloudera/oryx/common/log/MemoryHandlerTest.java","L7036","2","0","23","0","0","0","1","0"
"L7107","ExecutorUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/parallel/ExecutorUtilsTest.java","L7106","1","0","57","327","1","1","2","0"
"L7354","APISettingsTest.java","common/src/test/java/com/cloudera/oryx/common/settings/APISettingsTest.java","L7353","1","0","31","327","1","0","2","0"
"L7355","ConfigUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/settings/ConfigUtilsTest.java","L7353","1","0","11","0","0","0","1","0"
"L7356","InboundSettingsTest.java","common/src/test/java/com/cloudera/oryx/common/settings/InboundSettingsTest.java","L7353","1","0","88","327","1","0","3","0"
"L4911","SolverLoadIT.java","common/src/it/java/com/cloudera/oryx/common/math/SolverLoadIT.java","L4910","4","0","42","327","1","0","4","0"
"L5672","RunningStatisticsPerTimeIT.java","common/src/it/java/com/cloudera/oryx/common/stats/RunningStatisticsPerTimeIT.java","L5671","1","0","23","0","0","0","1","0"
"L4604","FilesOrDirsPathFilter.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/FilesOrDirsPathFilter.java","L4603","4","0","22","0","0","0","1","0"
"L4605","Namespaces.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/Namespaces.java","L4603","5","0","81","327","1","3","12","0"
"L4606","OryxConfiguration.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/OryxConfiguration.java","L4603","13","0","77","327","2","2","13","0"
"L4607","Store.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/Store.java","L4603","46","0","292","327","1","3","14","0"
"L4608","StoreUtils.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/StoreUtils.java","L4603","8","0","57","327","1","1","4","0"
"L4829","InMemoryRealm.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/web/InMemoryRealm.java","L4828","6","0","41","327","1","0","3","0"
"L4830","LogServlet.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/web/LogServlet.java","L4828","2","0","25","327","1","0","2","0"
"L4616","NamespacesTest.java","common-servcomp/src/test/java/com/cloudera/oryx/common/servcomp/NamespacesTest.java","L4615","1","0","24","327","1","1","3","0"
"L4617","StoreTest.java","common-servcomp/src/test/java/com/cloudera/oryx/common/servcomp/StoreTest.java","L4615","1","0","33","327","1","0","3","0"
"L7693","PeriodicRunner.java","computation/src/main/java/com/cloudera/oryx/computation/PeriodicRunner.java","L7692","23","0","206","327","1","2","9","0"
"L7695","Runner.java","computation/src/main/java/com/cloudera/oryx/computation/Runner.java","L7692","20","0","245","327","1","1","10","0"
"L9990","ComputationInitListener.java","computation/src/main/java/com/cloudera/oryx/computation/web/ComputationInitListener.java","L9989","5","0","47","327","1","0","1","0"
"L7706","DependenciesScheduler.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/DependenciesScheduler.java","L7705","11","0","58","327","1","0","2","0"
"L7707","DependsOn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/DependsOn.java","L7705","2","0","37","327","1","0","3","0"
"L7708","DistributedGenerationRunner.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/DistributedGenerationRunner.java","L7705","17","0","124","327","1","2","9","0"
"L7709","GenerationRunner.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/GenerationRunner.java","L7705","38","0","291","327","1","2","16","0"
"L7710","GenerationRunnerState.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/GenerationRunnerState.java","L7705","8","0","68","327","1","1","3","0"
"L7711","HasState.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/HasState.java","L7705","1","0","6","0","0","0","1","0"
"L7712","JobException.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/JobException.java","L7705","1","0","9","0","0","0","1","0"
"L7713","JobStep.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/JobStep.java","L7705","33","0","333","327","1","1","10","0"
"L7714","JobStepConfig.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/JobStepConfig.java","L7705","1","0","38","327","1","1","3","0"
"L7715","LocalGenerationRunner.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/LocalGenerationRunner.java","L7705","1","0","6","0","0","0","1","0"
"L7716","ParallelStep.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/ParallelStep.java","L7705","8","0","83","327","1","1","5","0"
"L7717","StepState.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/StepState.java","L7705","2","0","56","0","0","0","1","0"
"L7718","StepStatus.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/StepStatus.java","L7705","1","0","8","0","0","0","1","0"
"L7729","Crossfold.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/crossfold/Crossfold.java","L7728","2","0","46","0","0","0","1","0"
"L7906","OryxDoFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxDoFn.java","L7905","1","0","34","327","1","1","3","0"
"L7907","OryxMapFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxMapFn.java","L7905","1","0","28","327","1","1","4","0"
"L7908","OryxReduceDoFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxReduceDoFn.java","L7905","2","0","44","327","1","1","5","0"
"L7909","OryxReduceMapFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxReduceMapFn.java","L7905","1","0","10","0","0","0","1","0"
"L7910","StringSplitFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/StringSplitFn.java","L7905","1","0","19","0","0","0","1","0"
"L7911","SumVectorsAggregator.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/SumVectorsAggregator.java","L7905","2","0","34","0","0","0","1","0"
"L8281","JacksonUtils.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/json/JacksonUtils.java","L8280","1","0","22","327","1","0","2","0"
"L8321","BasicSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/BasicSpec.java","L8320","6","0","83","327","1","0","2","0"
"L8322","DataType.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/DataType.java","L8320","1","0","16","0","0","0","1","0"
"L8323","FieldSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/FieldSpec.java","L8320","1","0","7","0","0","0","1","0"
"L8324","Header.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Header.java","L8320","11","0","100","327","1","0","3","0"
"L8325","Record.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Record.java","L8320","1","0","22","0","0","0","1","0"
"L8326","Records.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Records.java","L8320","1","0","16","0","0","0","1","0"
"L8327","RecordSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/RecordSpec.java","L8320","6","0","120","327","1","0","3","0"
"L8328","SimpleRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/SimpleRecord.java","L8320","3","0","114","327","1","0","2","0"
"L8329","Spec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Spec.java","L8320","1","0","10","0","0","0","1","0"
"L8330","Specs.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Specs.java","L8320","9","0","43","327","1","0","2","0"
"L8331","SummarizedRecords.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/SummarizedRecords.java","L8320","1","0","13","0","0","0","1","0"
"L9010","ReservoirSampling.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/sample/ReservoirSampling.java","L9009","14","0","180","327","1","0","4","0"
"L9236","Entry.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Entry.java","L9235","1","0","21","0","0","0","1","0"
"L9237","InternalNumeric.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/InternalNumeric.java","L9235","7","0","42","0","0","0","1","0"
"L9238","InternalStats.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/InternalStats.java","L9235","13","0","111","327","1","0","2","0"
"L9239","Numeric.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Numeric.java","L9235","3","0","43","327","1","0","2","0"
"L9240","Summarizer.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Summarizer.java","L9235","17","0","173","327","1","0","2","0"
"L9241","Summary.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Summary.java","L9235","14","0","89","327","1","0","2","0"
"L9242","SummaryStats.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/SummaryStats.java","L9235","15","0","89","327","1","0","2","0"
"L9587","MLRecords.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/types/MLRecords.java","L9586","13","0","153","327","1","0","2","0"
"L9588","Serializables.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/types/Serializables.java","L9586","3","0","57","327","1","0","2","0"
"L8334","AvroFieldSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/AvroFieldSpec.java","L8333","2","0","31","0","0","0","1","0"
"L8335","AvroRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/AvroRecord.java","L8333","2","0","95","0","0","0","1","0"
"L8336","AvroSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/AvroSpec.java","L8333","9","0","75","0","0","0","1","0"
"L8337","Spec2Schema.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/Spec2Schema.java","L8333","8","0","33","327","1","0","2","0"
"L8509","CSVFieldSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/csv/CSVFieldSpec.java","L8508","1","0","26","0","0","0","1","0"
"L8510","CSVRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/csv/CSVRecord.java","L8508","3","0","106","327","1","0","3","0"
"L8511","CSVSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/csv/CSVSpec.java","L8508","2","0","47","327","1","0","2","0"
"L8960","VectorRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/vectors/VectorRecord.java","L8959","2","0","89","0","0","0","1","0"
"L7726","DependenciesSchedulerTest.java","computation-common/src/test/java/com/cloudera/oryx/computation/common/DependenciesSchedulerTest.java","L7725","1","0","56","327","1","0","3","0"
"L9012","ReservoirSamplingTest.java","computation-common/src/test/java/com/cloudera/oryx/computation/common/sample/ReservoirSamplingTest.java","L9011","4","0","40","327","1","0","2","0"
"L10038","Centers.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/Centers.java","L10037","6","0","69","327","1","0","1","0"
"L10039","ClusterValidityStatistics.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/ClusterValidityStatistics.java","L10037","8","0","143","327","2","2","5","0"
"L10041","FixedKEvalStrategy.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/FixedKEvalStrategy.java","L10037","6","0","22","327","2","0","2","0"
"L10043","KMeansEvalStrategy.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/KMeansEvalStrategy.java","L10037","1","0","6","16","1","0","1","0"
"L10046","LloydsUpdateStrategy.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/LloydsUpdateStrategy.java","L10037","8","0","48","327","1","0","1","0"
"L10047","LowCostStableEvalStrategy.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/LowCostStableEvalStrategy.java","L10037","10","0","28","327","1","0","2","0"
"L10048","MiniBatchUpdateStrategy.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/MiniBatchUpdateStrategy.java","L10037","7","0","44","327","1","0","2","0"
"L10049","MostStableEvalStrategy.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/MostStableEvalStrategy.java","L10037","13","0","75","327","2","0","6","0"
"L10050","Weighted.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/Weighted.java","L10037","9","0","79","327","1","0","3","0"
"L10051","WeightedRealVector.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/WeightedRealVector.java","L10037","1","0","10","327","1","0","1","0"
"L10052","WeightedSampler.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/WeightedSampler.java","L10037","4","0","26","16","1","0","1","0"
"L10454","KMeansPMML.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/pmml/KMeansPMML.java","L10453","8","0","79","327","1","0","5","0"
"L10061","ClusterValidityStatisticsTest.java","kmeans-common/src/test/java/com/cloudera/oryx/kmeans/common/ClusterValidityStatisticsTest.java","L10059","1","0","77","327","1","0","1","0"
"L10062","KMeansEvalStrategyTest.java","kmeans-common/src/test/java/com/cloudera/oryx/kmeans/common/KMeansEvalStrategyTest.java","L10059","1","0","51","327","2","0","3","0"
"L10063","KMeansTest.java","kmeans-common/src/test/java/com/cloudera/oryx/kmeans/common/KMeansTest.java","L10059","1","0","71","327","1","0","2","0"
"L10064","WeightedTest.java","kmeans-common/src/test/java/com/cloudera/oryx/kmeans/common/WeightedTest.java","L10059","3","0","45","327","1","0","2","0"
"L10709","AbstractComputationIT.java","kmeans-computation/src/it/java/com/cloudera/oryx/kmeans/serving/web/AbstractComputationIT.java","L10708","2","0","34","327","1","0","1","0"
"L10710","KMeansIssue34Conf1IT.java","kmeans-computation/src/it/java/com/cloudera/oryx/kmeans/serving/web/KMeansIssue34Conf1IT.java","L10708","1","0","14","327","1","0","1","0"
"L10711","KMeansIssue34Conf2IT.java","kmeans-computation/src/it/java/com/cloudera/oryx/kmeans/serving/web/KMeansIssue34Conf2IT.java","L10708","1","0","14","327","1","0","1","0"
"L11010","AvroUtils.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/AvroUtils.java","L11009","2","0","33","327","1","0","2","0"
"L11011","KMeansDistributedGenerationRunner.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/KMeansDistributedGenerationRunner.java","L11009","6","0","76","327","2","0","5","0"
"L11012","KMeansJobStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/KMeansJobStep.java","L11009","1","0","49","327","1","1","2","0"
"L11013","KMeansJobStepConfig.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/KMeansJobStepConfig.java","L11009","1","0","19","327","1","1","2","0"
"L11015","VectorConvert.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/VectorConvert.java","L11009","11","0","101","327","1","0","1","0"
"L11028","CentersIndexLoader.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/cluster/CentersIndexLoader.java","L11027","5","0","50","327","1","0","4","0"
"L11030","DistanceToClosestFn.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/cluster/DistanceToClosestFn.java","L11027","4","0","37","327","1","0","1","0"
"L11031","KMeansParallel.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/cluster/KMeansParallel.java","L11027","6","0","84","327","1","0","3","0"
"L11032","KSketchIndex.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/cluster/KSketchIndex.java","L11027","28","0","214","327","1","0","1","0"
"L11033","KSketchSamplingStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/cluster/KSketchSamplingStep.java","L11027","9","0","83","327","1","1","3","0"
"L11408","CoMomentKeyFn.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/covariance/CoMomentKeyFn.java","L11403","4","0","38","327","1","0","1","0"
"L11409","CoMomentTracker.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/covariance/CoMomentTracker.java","L11403","4","0","28","327","1","0","1","0"
"L11410","CovarianceData.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/covariance/CovarianceData.java","L11403","7","0","77","327","1","0","1","0"
"L11414","CovarianceStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/covariance/CovarianceStep.java","L11403","2","0","44","327","1","1","3","0"
"L11415","DistanceData.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/covariance/DistanceData.java","L11403","4","0","54","327","1","0","1","0"
"L11724","CentersOutputFn.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/evaluate/CentersOutputFn.java","L11723","6","0","67","327","1","0","5","0"
"L11727","ClosestSketchVectorFn.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/evaluate/ClosestSketchVectorFn.java","L11723","3","0","48","327","1","0","1","0"
"L11728","ClusteringStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/evaluate/ClusteringStep.java","L11723","13","0","143","327","1","1","7","0"
"L11729","EvaluationSettings.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/evaluate/EvaluationSettings.java","L11723","10","0","97","327","2","1","3","0"
"L11730","KMeansClusteringFn.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/evaluate/KMeansClusteringFn.java","L11723","3","0","33","327","1","0","1","0"
"L11731","KMeansEvaluationData.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/evaluate/KMeansEvaluationData.java","L11723","3","0","65","327","1","0","1","0"
"L11734","VoronoiPartitionStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/evaluate/VoronoiPartitionStep.java","L11723","2","0","46","327","1","1","3","0"
"L12091","Assignment.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/Assignment.java","L12090","7","0","52","327","2","0","3","0"
"L12092","AssignmentRun.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/AssignmentRun.java","L12090","2","0","24","327","1","0","1","0"
"L12093","ClusteringEvaluation.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/ClusteringEvaluation.java","L12090","9","0","61","327","2","1","4","0"
"L12095","KMeansLocalGenerationRunner.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/KMeansLocalGenerationRunner.java","L12090","9","0","96","327","2","2","9","0"
"L12096","SamplingRun.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/SamplingRun.java","L12090","5","0","41","327","1","0","2","0"
"L12097","Standardize.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/Standardize.java","L12090","19","0","106","327","2","0","4","0"
"L12098","Summarize.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/Summarize.java","L12090","15","0","71","327","2","0","3","0"
"L12099","WeightedPointsByFold.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/WeightedPointsByFold.java","L12090","9","0","72","327","2","1","3","0"
"L12378","NormalizeSettings.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/normalize/NormalizeSettings.java","L12377","9","0","79","327","1","0","1","0"
"L12379","NormalizeStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/normalize/NormalizeStep.java","L12377","2","0","45","327","1","1","2","0"
"L12380","StandardizeFn.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/normalize/StandardizeFn.java","L12377","23","0","139","327","1","0","2","0"
"L12559","OutlierStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/outlier/OutlierStep.java","L12556","4","0","61","327","1","1","2","0"
"L12607","ClusteringModelBuilder.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/pmml/ClusteringModelBuilder.java","L12606","15","0","145","327","2","0","7","0"
"L12636","SummaryStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/summary/SummaryStep.java","L12635","5","0","58","327","1","1","2","0"
"L11043","KMeansParallelTest.java","kmeans-computation/src/test/java/com/cloudera/oryx/kmeans/computation/cluster/KMeansParallelTest.java","L11042","1","0","53","327","1","0","1","0"
"L12383","StringParsingTest.java","kmeans-computation/src/test/java/com/cloudera/oryx/kmeans/computation/normalize/StringParsingTest.java","L12382","2","0","58","327","1","0","1","0"
"L12384","SummaryTest.java","kmeans-computation/src/test/java/com/cloudera/oryx/kmeans/computation/normalize/SummaryTest.java","L12382","1","0","82","327","1","0","2","0"
"L10723","AddServlet.java","kmeans-serving/src/main/java/com/cloudera/oryx/kmeans/serving/web/AddServlet.java","L10721","7","0","39","327","1","0","4","0"
"L10724","AssignServlet.java","kmeans-serving/src/main/java/com/cloudera/oryx/kmeans/serving/web/AssignServlet.java","L10721","5","0","44","327","1","0","6","0"
"L10725","DistanceToNearestServlet.java","kmeans-serving/src/main/java/com/cloudera/oryx/kmeans/serving/web/DistanceToNearestServlet.java","L10721","5","0","53","327","1","0","6","0"
"L10858","KMeansGenerationManager.java","kmeans-serving/src/main/java/com/cloudera/oryx/kmeans/serving/generation/KMeansGenerationManager.java","L10856","5","0","63","327","1","1","5","0"
"L10859","VectorFactory.java","kmeans-serving/src/main/java/com/cloudera/oryx/kmeans/serving/generation/VectorFactory.java","L10856","20","0","191","327","2","1","5","0"
"L12697","Evaluation.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/eval/Evaluation.java","L12696","7","0","64","327","1","0","3","0"
