"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L28701","ExtTHashMap<K extends Object, V extends Object>","org.elasticsearch.common.trove.ExtTHashMap","L46025","L103","src\main\java\org\elasticsearch\common\trove\ExtTHashMap.java","26","1","54","2","0","0","0","0","0","0","0","0","1","0","0","6","0","4","3","0","6","0.142857","0.173913","4","4","1","6","0.173913","4","0","0","0","0","0","19","29","0","0","0","0","6","0","6","0","6","5","0","6","0","19","29","0","0","0","0","6","0","6","0","6","5","0","6","0","0","0","13","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L16900","ExtTIntArrayList","org.elasticsearch.common.trove.ExtTIntArrayList","L46025","L103","src\main\java\org\elasticsearch\common\trove\ExtTIntArrayList.java","27","1","43","2","0","0","0","0","0","0","0","0","1","0","0","4","0","11","2","0","4","0.2","0.1875","3","3","1","4","0.1875","3","0","0","0","0","0","13","17","0","0","0","0","4","0","4","0","4","3","0","4","0","13","17","0","0","0","0","4","0","4","0","4","3","0","4","0","0","0","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L28750","ExtTLongObjectHashMap<V extends Object>","org.elasticsearch.common.trove.ExtTLongObjectHashMap","L46025","L103","src\main\java\org\elasticsearch\common\trove\ExtTLongObjectHashMap.java","25","1","53","2","0","0","0","0","0","0","0","0","1","0","0","6","0","12","5","0","6","0.142857","0.173913","4","4","1","6","0.173913","4","0","0","0","0","0","19","29","0","0","0","0","6","0","6","0","6","5","0","6","0","19","29","0","0","0","0","6","0","6","0","6","5","0","6","0","0","0","13","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L46086","ExtTObjectIntHasMap<T extends Object>","org.elasticsearch.common.trove.ExtTObjectIntHasMap","L46025","L103","src\main\java\org\elasticsearch\common\trove\ExtTObjectIntHasMap.java","27","1","51","2","0","0","0","0","0","0","0","0","1","0","0","6","0","3","3","0","5","0.333333","0.26087","6","6","2","4","0.26087","6","0","0","0","0","0","17","25","0","0","0","0","5","0","5","0","5","5","0","5","0","17","25","0","0","0","0","5","0","5","0","5","5","0","5","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L46103","StringIdentityHashingStrategy","org.elasticsearch.common.trove.StringIdentityHashingStrategy","L46025","L103","src\main\java\org\elasticsearch\common\trove\StringIdentityHashingStrategy.java","27","1","39","2","0","0","0","0","0","0","0","0","2","0","0","2","0","1","0","0","2","0.333333","0.230769","3","3","1","2","0.230769","3","0","0","0","0","0","10","13","1","0","1","0","2","0","2","0","2","2","0","2","0","10","13","1","0","1","0","2","0","2","0","2","2","0","2","0","0","1","8","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L46121","Unicode$1","org.elasticsearch.common.Unicode$1","L46112","L103","src\main\java\org\elasticsearch\common\Unicode.java","32","175","37","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","0","0","1","1","0","0","0","6","6","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L46135","Unicode$2","org.elasticsearch.common.Unicode$2","L46112","L103","src\main\java\org\elasticsearch\common\Unicode.java","39","154","44","6","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","0","0","1","1","0","0","0","6","6","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L46128","Unicode$UTF16Result","org.elasticsearch.common.Unicode$UTF16Result","L46112","L103","src\main\java\org\elasticsearch\common\Unicode.java","115","5","133","6","0","0","0","0","0","0","0","0","1","1","1","3","0","2","0","0","2","0.333333","0.2","4","4","1","2","0.2","4","0","0","0","0","0","16","19","2","0","2","0","2","2","2","1","2","7","2","2","1","16","19","2","0","2","0","2","2","2","1","2","7","2","2","1","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L9517","ByteSizeValue","org.elasticsearch.common.unit.ByteSizeValue","L46193","L103","src\main\java\org\elasticsearch\common\unit\ByteSizeValue.java","34","1","196","2","0.191424","2","9","2","0.177914","0.19697","29","26","1","8","2","46","6","87","139","8","33","0.04","0.0222222","3","3","1","24","0.0222222","3","1","1","0","0","1","132","163","2","7","2","7","25","0","24","0","25","71","0","24","0","132","163","2","7","2","7","25","0","24","0","25","71","0","24","0","0","0","76","0","16","0","0","8","0","17","0","0","0","3","3","0","0","2","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0"
"L46404","Percent","org.elasticsearch.common.unit.Percent","L46193","L103","src\main\java\org\elasticsearch\common\unit\Percent.java","32","1","63","2","0","0","0","0","0","0","0","0","1","0","0","6","3","0","0","2","8","0.142857","0.107143","3","3","1","6","0.107143","3","1","1","0","0","1","25","32","1","0","1","0","6","0","6","0","6","8","0","6","0","25","32","1","0","1","0","6","0","6","0","6","8","0","6","0","0","0","15","1","3","0","0","0","0","0","0","0","0","0","2","0","0","0","15","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L44892","SizeValue","org.elasticsearch.common.unit.SizeValue","L46193","L103","src\main\java\org\elasticsearch\common\unit\SizeValue.java","34","1","190","2","0.225632","2","9","2","0.184713","0.206349","29","26","1","5","2","43","6","17","19","8","33","0.04","0.0232558","3","3","1","24","0.0232558","3","1","1","0","0","1","126","157","2","7","2","7","25","0","24","0","25","65","0","24","0","126","157","2","7","2","7","25","0","24","0","25","65","0","24","0","0","0","73","0","13","0","0","8","0","17","0","0","0","0","3","0","0","2","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"L2562","TimeValue","org.elasticsearch.common.unit.TimeValue","L46193","L103","src\main\java\org\elasticsearch\common\unit\TimeValue.java","39","1","301","2","0.0563991","1","5","1","0.0456274","0.0424528","12","9","1","8","2","67","5","241","318","4","47","0.0232558","0.0139535","3","3","1","42","0.0139535","3","1","1","0","0","1","212","263","10","13","10","13","43","0","42","0","43","104","0","42","0","212","263","10","13","10","13","43","0","42","0","43","104","0","42","0","0","0","108","1","31","0","0","8","0","7","0","0","0","4","10","0","0","13","89","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0"
"L3945","XContentBuilder","org.elasticsearch.common.xcontent.XContentBuilder","L47369","L103","src\main\java\org\elasticsearch\common\xcontent\XContentBuilder.java","42","1","1044","2","0.073906","2","16","4","0.0498504","0.0605327","50","50","2","19","2","226","14","375","559","37","154","0.0762712","0.0497685","43","39","9","109","0.0592255","52","0","0","0","0","0","821","989","7","0","7","0","117","1","117","0","117","497","1","117","0","826","1003","10","0","10","0","117","4","117","0","117","497","4","117","0","0","0","275","2","28","0","0","0","0","26","0","1","0","8","0","4","0","23","221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","15","0","1","0","0","0","1"
"L8580","XContentBuilderString","org.elasticsearch.common.xcontent.XContentBuilderString","L47369","L103","src\main\java\org\elasticsearch\common\xcontent\XContentBuilderString.java","27","1","45","2","0","0","0","0","0","0","0","0","1","0","0","3","2","70","2","3","6","0.25","0.176471","3","3","1","3","0.176471","3","0","0","0","0","0","14","19","2","0","2","0","3","0","3","0","3","4","0","3","0","14","19","2","0","2","0","3","0","3","0","3","4","0","3","0","0","0","9","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"L48396","XContentFactory","org.elasticsearch.common.xcontent.XContentFactory","L47369","L103","src\main\java\org\elasticsearch\common\xcontent\XContentFactory.java","38","1","208","2","0","0","0","0","0","0","0","0","3","2","2","40","7","144","329","6","20","1","0.295597","47","47","15","0","0.295597","47","0","0","0","0","0","112","171","2","0","2","0","14","0","14","0","14","64","0","14","0","112","171","2","0","2","0","14","0","14","0","14","64","0","14","0","0","0","8","0","15","0","0","0","0","0","0","1","0","1","0","0","0","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"L48530","XContentHelper","org.elasticsearch.common.xcontent.XContentHelper","L47369","L103","src\main\java\org\elasticsearch\common\xcontent\XContentHelper.java","39","1","202","2","0","0","0","0","0","0","0","0","5","4","3","39","14","13","17","47","53","0.285714","0.081761","13","7","2","5","0.081761","13","0","0","0","0","0","146","164","0","0","0","0","6","0","6","0","6","90","0","6","0","146","164","0","0","0","0","6","0","6","0","6","90","0","6","0","0","0","18","2","3","0","0","0","0","0","0","1","0","1","0","3","0","5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"L47444","XContentString","org.elasticsearch.common.xcontent.XContentString","L47369","L103","src\main\java\org\elasticsearch\common\xcontent\XContentString.java","27","1","32","2","0","0","0","0","0","0","0","0","0","0","0","1","0","3","1","0","1","0.5","0.375","3","3","1","1","0.375","3","0","0","0","0","0","5","6","0","0","0","0","1","0","1","0","1","1","0","1","0","5","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L48730","LocalDiscovery","org.elasticsearch.discovery.local.LocalDiscovery","L48726","L103","src\main\java\org\elasticsearch\discovery\local\LocalDiscovery.java","54","1","308","2","0","0","0","0","0","0","0","0","3","3","3","32","23","7","5","21","32","0.125","0.0949367","15","4","1","7","0.0807175","18","3","5","0","0","2","143","184","16","0","10","0","11","0","7","1","30","70","1","20","1","205","255","17","0","11","0","20","0","15","1","39","98","1","28","1","0","0","75","1","11","0","0","0","0","0","0","4","0","0","1","6","0","5","59","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","1","0","5","1","0","0","0","0","0"
"L48687","LocalDiscoveryModule","org.elasticsearch.discovery.local.LocalDiscoveryModule","L48726","L103","src\main\java\org\elasticsearch\discovery\local\LocalDiscoveryModule.java","28","1","34","2","0","0","0","0","0","0","0","0","1","0","0","1","5","1","0","3","4","1","0.333333","3","3","1","0","0.333333","3","2","2","0","0","1","6","7","1","4","0","0","1","0","0","0","23","1","0","1","0","6","7","1","4","0","0","1","0","0","0","23","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L49959","ZenDiscovery","org.elasticsearch.discovery.zen.ZenDiscovery","L48848","L103","src\main\java\org\elasticsearch\discovery\zen\ZenDiscovery.java","69","1","683","2","0.0596628","1","4","2","0.0422764","0.0491803","26","24","2","4","4","66","49","11","13","89","111","0.1","0.082153","29","4","1","9","0.0895522","48","3","6","0","0","3","324","416","26","0","20","0","22","0","9","1","41","171","1","22","1","488","615","26","0","20","0","39","0","26","1","58","244","1","39","1","0","0","185","8","21","0","0","0","0","36","0","7","0","4","1","14","0","14","112","0","0","2","2","0","0","1","0","0","0","0","0","0","0","2","1","0","10","6","1","0","1","0","0"
"L48690","ZenDiscoveryModule","org.elasticsearch.discovery.zen.ZenDiscoveryModule","L48848","L103","src\main\java\org\elasticsearch\discovery\zen\ZenDiscoveryModule.java","29","1","40","2","0","0","0","0","0","0","0","0","1","0","0","2","6","1","0","3","5","1","0.230769","3","3","1","0","0.230769","3","2","2","0","0","1","10","12","1","4","0","0","2","0","0","0","24","3","0","1","0","10","12","1","4","0","0","2","0","0","0","24","3","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50360","BlobReuseExistingGatewayAllocator","org.elasticsearch.gateway.blobstore.BlobReuseExistingGatewayAllocator","L50355","L103","src\main\java\org\elasticsearch\gateway\blobstore\BlobReuseExistingGatewayAllocator.java","59","1","310","2","0.598726","6","40","6","0.563492","0.576355","142","117","1","8","8","53","38","1","0","52","57","0.2","0.081448","18","3","1","4","0.081448","18","1","2","0","0","2","203","252","8","0","5","0","5","0","4","0","12","132","0","11","0","203","252","8","0","5","0","5","0","4","0","12","132","0","11","0","0","0","50","2","4","0","1","0","0","20","0","0","0","7","0","4","0","1","13","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","5","1","1","0","0","0","0"
"L50414","BlobStoreGateway","org.elasticsearch.gateway.blobstore.BlobStoreGateway","L50355","L103","src\main\java\org\elasticsearch\gateway\blobstore\BlobStoreGateway.java","48","1","223","2","0","0","0","0","0","0","0","0","1","3","3","31","36","3","3","46","58","0.111111","0.0328947","5","3","1","8","0.0320513","5","4","7","1","1","1","147","172","14","0","6","0","12","0","8","0","39","82","0","24","0","151","176","14","0","6","0","13","0","9","0","40","83","0","25","0","0","0","36","5","8","0","0","2","0","0","0","0","0","0","0","2","0","2","32","0","0","0","1","0","0","2","0","0","0","0","0","0","0","3","0","0","1","2","1","1","0","0","0"
"L50539","BlobStoreGatewayModule","org.elasticsearch.gateway.blobstore.BlobStoreGatewayModule","L50355","L103","src\main\java\org\elasticsearch\gateway\blobstore\BlobStoreGatewayModule.java","30","1","38","2","0","0","0","0","0","0","0","0","1","1","1","2","5","1","0","1","2","0.5","0.272727","3","3","1","1","0.272727","3","2","3","1","1","2","8","9","1","4","0","0","1","0","1","0","24","2","0","2","0","8","9","1","4","0","0","1","0","1","0","24","2","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50550","FsGateway","org.elasticsearch.gateway.fs.FsGateway","L50546","L103","src\main\java\org\elasticsearch\gateway\fs\FsGateway.java","43","1","82","2","0","0","0","0","0","0","0","0","3","1","1","5","15","1","0","10","14","0.25","0.0857143","3","3","1","3","0.0857143","3","5","8","0","0","1","32","40","15","0","1","0","4","0","3","0","41","14","0","25","0","32","40","15","0","1","0","4","0","3","0","41","14","0","25","0","0","0","14","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50571","FsGatewayModule","org.elasticsearch.gateway.fs.FsGatewayModule","L50546","L103","src\main\java\org\elasticsearch\gateway\fs\FsGatewayModule.java","28","1","34","2","0","0","0","0","0","0","0","0","1","0","0","1","6","0","0","3","4","1","0.333333","3","3","1","0","0.333333","3","3","4","0","0","1","6","7","1","4","0","0","1","0","0","0","24","1","0","2","0","6","7","1","4","0","0","1","0","0","0","24","1","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50665","GatewayService$GatewayRecoveryListener","org.elasticsearch.gateway.GatewayService$GatewayRecoveryListener","L50607","L103","src\main\java\org\elasticsearch\gateway\GatewayService.java","229","5","306","6","0","0","0","0","0","0","0","0","2","0","0","3","8","2","1","2","5","0","0.0555556","1","0","0","3","0.106061","7","1","1","0","0","1","17","22","1","0","1","0","3","0","2","0","3","5","0","2","0","59","78","1","0","1","0","5","0","4","0","5","27","0","4","0","0","0","20","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50695","LocalGateway","org.elasticsearch.gateway.local.LocalGateway","L50690","L103","src\main\java\org\elasticsearch\gateway\local\LocalGateway.java","50","1","210","2","0","0","0","0","0","0","0","0","5","7","3","38","30","1","0","35","44","0.142857","0.041958","6","3","1","6","0.041958","6","3","6","0","0","3","137","161","11","0","6","0","9","0","6","0","28","78","0","19","0","137","161","11","0","6","0","9","0","6","0","28","78","0","19","0","0","0","32","2","2","0","0","0","0","0","0","1","0","3","0","2","0","2","21","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","1","0","0","1"
"L50761","LocalGatewayAllocator","org.elasticsearch.gateway.local.LocalGatewayAllocator","L50690","L103","src\main\java\org\elasticsearch\gateway\local\LocalGatewayAllocator.java","59","1","451","2","0.408219","6","45","7","0.394402","0.407524","155","130","1","8","8","86","40","1","0","61","67","0.2","0.0911681","32","3","1","4","0.0911681","32","1","2","0","0","2","319","393","9","0","6","0","6","0","4","0","13","222","0","11","0","319","393","9","0","6","0","6","0","4","0","13","222","0","11","0","0","0","63","1","12","0","2","0","0","26","0","0","0","9","0","5","0","8","15","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","2","0","0","0","1"
"L50603","LocalGatewayModule","org.elasticsearch.gateway.local.LocalGatewayModule","L50690","L103","src\main\java\org\elasticsearch\gateway\local\LocalGatewayModule.java","35","1","52","2","0","0","0","0","0","0","0","0","2","1","1","3","13","1","0","4","6","0.5","0.157895","3","3","1","1","0.157895","3","2","3","0","0","2","16","18","1","4","0","0","2","0","1","0","24","7","0","2","0","16","18","1","4","0","0","2","0","1","0","24","7","0","2","0","0","0","10","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51151","NoneGateway","org.elasticsearch.gateway.none.NoneGateway","L51146","L103","src\main\java\org\elasticsearch\gateway\none\NoneGateway.java","35","1","80","2","0","0","0","0","0","0","0","0","8","0","0","9","13","4","0","5","14","0.142857","0.0769231","3","3","1","6","0.0769231","3","3","5","0","0","2","36","46","6","0","1","0","9","1","6","0","28","6","1","19","0","36","46","6","0","1","0","9","1","6","0","28","6","1","19","0","0","0","28","0","5","0","0","0","0","0","0","1","0","0","0","1","0","4","21","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0"
"L25901","NoneGatewayAllocator","org.elasticsearch.gateway.none.NoneGatewayAllocator","L51146","L103","src\main\java\org\elasticsearch\gateway\none\NoneGatewayAllocator.java","29","1","43","2","0","0","0","0","0","0","0","0","3","0","0","3","4","2","0","0","3","0.25","0.142857","2","2","1","3","0.142857","2","1","1","0","0","1","12","15","0","0","0","0","3","0","3","0","3","1","0","3","0","12","15","0","0","0","0","3","0","3","0","3","1","0","3","0","0","0","10","0","2","0","0","0","0","0","0","1","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51174","NoneGatewayModule","org.elasticsearch.gateway.none.NoneGatewayModule","L51146","L103","src\main\java\org\elasticsearch\gateway\none\NoneGatewayModule.java","30","1","43","2","0","0","0","0","0","0","0","0","2","1","1","3","9","0","0","4","6","0.5","0.142857","2","2","1","1","0.142857","2","2","3","0","0","2","12","14","1","4","0","0","2","0","1","0","24","3","0","2","0","12","14","1","4","0","0","2","0","1","0","24","3","0","2","0","0","0","9","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50457","SharedStorageGateway","org.elasticsearch.gateway.shared.SharedStorageGateway","L51181","L103","src\main\java\org\elasticsearch\gateway\shared\SharedStorageGateway.java","45","1","140","2","0","0","0","0","0","0","0","0","3","2","2","13","15","4","4","11","19","0.25","0.0909091","5","3","1","3","0.0697674","6","3","6","1","2","3","50","65","8","0","3","0","8","0","3","0","30","18","0","19","0","80","96","8","0","3","0","10","0","5","0","32","36","0","21","0","0","0","34","4","4","0","0","0","0","0","0","1","0","0","0","2","0","6","29","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L51253","HttpInfo$Fields","org.elasticsearch.http.HttpInfo$Fields","L3641","L103","src\main\java\org\elasticsearch\http\HttpInfo.java","47","5","51","6","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","5","3","0","3","0","0","0","0","0","0","0","0","0","0","5","5","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51319","HttpServer$Dispatcher","org.elasticsearch.http.HttpServer$Dispatcher","L51283","L103","src\main\java\org\elasticsearch\http\HttpServer.java","72","5","84","6","0","0","0","0","0","0","0","0","1","0","0","2","4","1","1","1","3","0","0","0","0","0","2","0","0","1","1","0","0","1","10","13","1","0","1","0","2","0","1","0","2","2","0","1","0","10","13","1","0","1","0","2","0","1","0","2","2","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51301","HttpServer$PluginSiteFilter","org.elasticsearch.http.HttpServer$PluginSiteFilter","L51283","L103","src\main\java\org\elasticsearch\http\HttpServer.java","124","5","130","6","0","0","0","0","0","0","0","0","1","0","0","1","7","1","0","1","2","0","0","0","0","0","2","0","0","2","2","0","0","1","6","7","0","0","0","0","1","0","1","0","3","1","0","3","0","6","7","0","0","0","0","1","0","1","0","3","1","0","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51450","HttpStats$Fields","org.elasticsearch.http.HttpStats$Fields","L4807","L103","src\main\java\org\elasticsearch\http\HttpStats.java","79","5","83","6","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","5","3","0","3","0","0","0","0","0","0","0","0","0","0","5","5","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51467","HttpRequestHandler","org.elasticsearch.http.netty.HttpRequestHandler","L51460","L103","src\main\java\org\elasticsearch\http\netty\HttpRequestHandler.java","29","1","51","2","0","0","0","0","0","0","0","0","1","0","0","3","3","1","1","4","7","0.25","0.227273","5","3","1","3","0.227273","5","0","0","0","0","0","17","23","1","0","1","0","3","0","3","0","3","5","0","3","0","17","23","1","0","1","0","3","0","3","0","3","5","0","3","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"L51485","NettyHttpChannel","org.elasticsearch.http.netty.NettyHttpChannel","L51460","L103","src\main\java\org\elasticsearch\http\netty\NettyHttpChannel.java","44","1","256","2","0.295964","18","760","63","0.41784","0.460733","89","88","1","4","4","69","12","1","1","16","19","0.333333","0.0682927","14","3","1","2","0.0682927","14","2","2","0","0","1","191","213","3","1","3","1","3","0","2","0","3","108","0","2","0","191","213","3","1","3","1","3","0","2","0","3","108","0","2","0","0","0","32","0","4","0","0","0","0","14","0","0","0","4","0","2","0","1","9","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"L51480","NettyHttpRequest","org.elasticsearch.http.netty.NettyHttpRequest","L51460","L103","src\main\java\org\elasticsearch\http\netty\NettyHttpRequest.java","34","1","167","2","0","0","0","0","0","0","0","0","2","1","1","26","4","1","1","1","16","0.0625","0.0630631","7","3","1","15","0.0630631","7","3","4","0","0","2","104","134","4","0","4","0","15","0","15","0","24","46","0","24","0","104","134","4","0","4","0","15","0","15","0","24","46","0","24","0","0","0","33","2","14","0","0","8","0","0","0","1","0","0","0","0","0","4","31","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0"
"L51469","NettyHttpServerTransport","org.elasticsearch.http.netty.NettyHttpServerTransport","L51460","L103","src\main\java\org\elasticsearch\http\netty\NettyHttpServerTransport.java","60","1","315","2","0.215271","3","16","3","0.210938","0.24878","54","51","3","2","2","28","27","5","2","33","42","0.2","0.0467836","8","3","1","4","0.0375587","8","3","5","0","0","2","163","210","28","0","23","0","9","0","4","0","28","81","0","17","0","205","256","30","1","25","1","12","0","6","0","31","99","0","19","0","0","0","65","4","38","0","0","0","0","23","0","1","0","0","9","3","0","26","33","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","4","2","0","2","0","0","0"
"L51423","NettyHttpServerTransportModule","org.elasticsearch.http.netty.NettyHttpServerTransportModule","L51460","L103","src\main\java\org\elasticsearch\http\netty\NettyHttpServerTransportModule.java","28","1","34","2","0","0","0","0","0","0","0","0","1","0","0","1","5","1","0","3","4","1","0.333333","3","3","1","0","0.333333","3","2","2","0","0","1","6","7","1","4","0","0","1","0","0","0","23","1","0","1","0","6","7","1","4","0","0","1","0","0","0","23","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
