@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L28703","69","0","1207","2899","47","4","3","false"
"L28704","3","0","86","1118","23","0","3","false"
"L35123","1","0","68","1118","8","0","1","false"
"L35124","1","0","45","1118","4","0","1","false"
"L35125","1","0","67","1118","6","0","1","false"
"L35126","3","0","48","1118","5","0","1","false"
"L35127","1","0","119","1118","6","0","2","false"
"L35128","1","0","22","1118","7","0","1","false"
"L35129","1","0","22","1118","4","0","2","false"
"L35130","1","0","28","1118","4","0","1","false"
"L35131","3","0","136","2899","19","0","4","false"
"L39868","3","0","47","831","4","0","2","false"
"L39869","6","0","105","2899","2","0","1","false"
"L39870","16","0","182","2899","7","0","4","false"
"L42426","1","0","113","1118","5","0","2","false"
"L42427","6","0","101","2899","17","1","2","false"
"L42428","3","0","130","1118","8","0","3","false"
"L42429","1","0","206","831","25","1","5","false"
"L42430","87","0","954","831","52","3","6","false"
"L43900","5","0","72","2899","3","0","2","false"
"L43901","6","0","81","86","3","0","2","false"
"L43902","18","0","99","2899","5","1","2","false"
"L43903","7","0","76","2899","11","1","3","false"
"L43904","6","0","35","1118","1","0","1","false"
"L43905","5","0","69","1118","3","0","1","false"
"L43906","8","0","89","2899","5","1","2","false"
"L9064","4","0","36","1118","3","0","1","false"
"L9065","4","0","36","1118","2","0","1","false"
"L12088","7","0","105","2899","2","0","2","false"
"L12089","3","0","42","1118","3","0","3","false"
"L1891","1","0","73","1118","3","0","1","false"
"L23450","6","0","36","1118","3","0","2","false"
"L23451","14","0","74","1118","7","0","1","false"
"L23452","1","0","60","1118","8","0","3","false"
"L23453","1","0","10","1118","3","0","2","false"
"L23454","10","0","74","1118","24","0","3","false"
"L23455","1","0","6","1118","5","0","3","false"
"L23456","4","0","114","831","13","0","4","false"
"L23457","1","0","65","1118","8","0","2","false"
"L23458","7","0","82","1118","8","0","4","false"
"L23459","6","0","40","2899","11","0","4","false"
"L23460","4","0","27","1118","6","0","2","false"
"L23461","5","0","48","1118","4","0","2","false"
"L23462","1","0","16","1118","3","0","2","false"
"L23463","8","0","84","1118","24","0","3","false"
"L23464","1","0","77","1118","17","0","3","true"
"L23465","3","0","70","831","26","0","5","false"
"L23466","44","0","277","2899","64","0","5","false"
"L23467","1","0","23","1118","5","0","2","false"
"L23468","6","0","64","1118","5","0","2","false"
"L23469","4","0","54","1118","15","0","4","false"
"L23470","1","0","8","1118","6","0","2","false"
"L23471","27","0","189","1118","14","0","2","false"
"L23472","27","0","285","2899","96","0","5","false"
"L23473","1","0","27","1118","6","0","3","false"
"L23474","14","0","80","2899","43","0","4","false"
"L23475","12","0","75","1118","25","0","3","false"
"L23476","1","0","9","1118","2","0","2","false"
"L23477","7","0","127","831","13","0","5","false"
"L23478","1","0","22","1118","8","0","2","false"
"L23479","1","0","23","1118","3","0","2","false"
"L23480","1","0","34","1118","6","0","2","false"
"L23481","1","0","22","1118","5","0","2","false"
"L23482","4","0","102","1118","13","0","3","false"
"L23483","4","0","73","1118","14","0","3","false"
"L23484","12","0","309","1118","60","0","3","false"
"L23485","5","0","68","1118","8","0","3","false"
"L23486","4","0","67","1118","3","0","3","false"
"L23487","5","0","168","1118","17","0","3","false"
"L23488","8","0","34","575","7","0","2","false"
"L23489","1","0","9","1118","5","0","3","false"
"L23490","41","0","204","575","68","0","4","false"
"L23491","21","0","237","1118","32","0","3","false"
"L23492","1","0","11","1118","7","0","3","false"
"L23493","3","0","22","1118","13","0","3","false"
"L23494","4","0","27","1118","13","0","3","false"
"L23495","2","0","33","1118","6","0","2","false"
"L23496","25","0","200","831","41","0","5","false"
"L23497","15","0","159","1118","19","0","4","true"
"L23498","4","0","36","1118","2","0","2","false"
"L23499","5","0","136","1118","6","0","3","false"
"L23500","3","0","47","1118","13","0","3","false"
"L23501","4","0","73","1118","17","0","4","false"
"L23502","1","0","25","1118","10","0","2","false"
"L23503","10","0","82","1118","12","0","3","false"
"L23504","2","0","22","1118","9","0","2","false"
"L24455","15","0","106","1118","6","0","2","false"
"L24456","13","0","99","1118","11","0","3","false"
"L24952","3","0","44","1118","8","0","3","false"
"L24953","41","0","170","1118","13","0","4","true"
"L24954","8","0","64","831","9","0","5","false"
"L24955","1","0","46","1118","9","0","3","true"
"L24956","4","0","23","575","3","0","2","false"
"L24957","12","0","102","831","36","0","5","false"
"L24958","7","0","46","831","8","0","4","false"
"L24959","8","0","60","1118","6","0","3","false"
"L24960","9","0","70","831","6","0","4","true"
"L23510","2","0","65","1118","3","0","2","false"
"L23511","3","0","64","1118","10","0","4","false"
"L23512","1","0","63","1118","9","0","3","false"
"L23513","1","0","238","1118","14","0","4","false"
"L23514","1","0","18","575","9","0","2","false"
"L23515","1","0","26","575","11","0","2","false"
"L23516","1","0","70","1118","5","0","2","false"
"L23517","5","0","269","1118","22","0","3","false"
"L23518","10","0","162","1118","5","0","1","false"
"L23519","8","0","190","1118","28","0","2","false"
"L23520","3","0","30","1118","10","0","2","false"
"L23521","17","0","233","1118","19","0","2","false"
"L23522","2","0","66","1118","13","0","2","false"
"L23523","49","0","921","2899","48","0","4","false"
"L23524","21","0","401","575","20","0","2","false"
"L23525","11","0","237","575","18","0","2","false"
"L23526","19","0","256","1118","4","0","1","false"
"L23527","22","0","230","1118","17","0","2","false"
"L23528","29","0","674","1118","54","0","5","false"
"L23529","1","0","22","1118","6","0","1","false"
"L23530","9","0","162","2899","21","0","4","false"
"L23531","2","0","128","1118","9","0","2","false"
"L23532","1","0","40","831","2","0","2","false"
"L23533","2","0","50","1118","3","0","2","false"
"L23534","15","0","121","1118","4","0","3","false"
"L23535","4","0","33","1118","4","0","2","false"
"L23536","13","0","197","1118","3","0","2","false"
"L23537","2","0","48","1118","27","0","3","false"
"L23538","1","0","158","1118","7","0","3","false"
"L28628","6","0","62","575","1","0","1","false"
"L24962","2","0","88","1118","6","0","2","false"
"L24963","2","0","68","1118","7","0","3","false"
"L28049","48","0","1042","2899","40","0","5","false"
"L28050","20","0","196","2899","8","0","3","false"
"L28051","15","0","108","2899","5","0","3","false"
"L30998","3","0","60","1118","8","0","2","false"
"L30999","4","0","71","1118","13","0","2","false"
"L31000","3","0","18","1118","7","0","2","false"
"L31001","12","0","36","1118","2","0","2","false"
"L31014","2","0","67","2899","10","0","2","false"
"L31015","1","0","26","1118","8","0","2","false"
"L31016","1","0","33","2899","9","0","2","false"
"L31017","1","0","41","1118","10","0","2","false"
"L31018","13","0","85","2899","9","0","2","false"
"L31334","1","0","50","1118","4","0","1","false"
"L31335","6","0","35","1118","8","0","2","false"
"L31336","1","0","8","1118","6","0","2","false"
"L31337","1","0","8","1118","6","0","2","false"
"L31338","1","0","8","1118","6","0","2","false"
"L31443","1","0","64","1118","4","0","1","false"
"L31444","6","0","35","1118","8","0","2","false"
"L31445","1","0","8","1118","6","0","2","false"
"L31446","1","0","8","1118","6","0","2","false"
"L31447","1","0","8","1118","6","0","2","false"
"L31700","4","0","29","1118","3","0","2","false"
"L31701","6","0","62","1118","3","0","2","false"
"L31702","12","0","62","1118","9","0","2","false"
"L31703","4","0","33","1118","3","0","2","false"
"L31704","21","0","110","831","7","0","3","false"
"L31705","1","0","9","1118","3","0","2","false"
"L31706","5","0","30","1118","4","0","2","false"
"L31839","5","0","91","1118","11","0","2","false"
"L31840","4","0","51","1118","12","0","2","false"
"L31915","1","0","10","1118","7","0","2","false"
"L31926","1","0","22","1118","7","0","2","false"
"L31927","3","0","63","1118","12","0","2","false"
"L31928","1","0","20","1118","7","0","2","false"
"L31929","1","0","7","1118","6","0","2","false"
"L31984","1","0","10","1118","7","0","2","false"
"L31007","1","0","19","1118","4","0","2","false"
"L31008","1","0","146","1118","12","0","2","false"
"L31009","11","0","160","2899","8","0","2","false"
"L31010","2","0","37","1118","8","0","2","false"
"L31011","5","0","79","1118","7","0","2","false"
"L31449","1","0","57","1118","6","0","2","false"
"L31450","1","0","48","1118","2","0","2","false"
"L32089","1","0","44","1118","5","0","2","false"
"L32090","1","0","39","1118","4","0","1","false"
"L32091","1","0","9","1118","6","0","2","false"
"L32092","4","0","53","1118","4","0","1","true"
"L32093","9","0","100","1118","5","0","1","false"
"L32094","1","0","22","1118","4","0","1","true"
"L32260","7","0","37","2899","1","0","1","false"
"L32261","14","0","76","2899","7","0","3","false"
"L32262","146","0","701","2899","27","0","3","true"
"L32263","3","0","39","2899","1","0","1","false"
"L32264","2","0","20","2899","13","0","3","false"
"L32265","4","0","54","2899","1","0","1","false"
"L32302","8","0","68","2899","1","0","1","false"
"L32303","5","0","48","2899","1","0","1","false"
"L32414","1","0","8","1118","4","0","2","false"
"L32415","3","0","27","1118","4","0","2","false"
"L32904","4","0","41","1118","4","0","2","false"
"L32905","1","0","9","1118","3","0","2","false"
"L32906","1","0","9","1118","3","0","2","false"
"L32948","2","0","39","831","2","0","1","false"
"L32978","1","0","6","1118","3","0","3","false"
"L32979","10","0","100","1118","3","0","3","false"
"L32980","14","0","56","1118","3","0","3","false"
"L32981","1","0","13","1118","3","0","3","false"
"L32271","1","0","17","1118","3","0","2","false"
"L32272","1","0","9","2899","1","0","1","false"
"L32273","1","0","11","1118","3","0","2","false"
"L32274","1","0","9","1118","4","0","2","false"
"L32275","1","0","13","2899","1","0","1","false"
"L32276","1","0","11","2899","1","0","1","false"
"L32277","1","0","24","1118","5","0","2","false"
"L32278","1","0","9","1118","4","0","2","false"
"L32279","1","0","12","1118","5","0","3","false"
"L32280","9","0","82","1118","6","0","3","false"
"L32281","1","0","48","2899","1","0","1","false"
"L32282","1","0","106","1118","11","0","3","false"
"L32283","11","0","395","1118","40","0","3","false"
"L32305","1","0","26","2899","1","0","1","false"
"L32306","1","0","10","2899","1","0","1","false"
"L32307","4","0","65","1118","4","0","2","false"
"L32417","1","0","13","1118","4","0","2","false"
"L32418","9","0","51","1118","5","0","2","false"
"L32419","11","0","48","1118","4","0","2","false"
"L32420","1","0","56","1118","5","0","2","false"
"L32908","1","0","51","1118","4","0","2","false"
"L33155","1","0","14","1118","3","0","2","false"
"L33156","1","0","17","1118","3","0","2","false"
"L33157","5","0","114","1118","3","0","2","false"
"L33461","13","0","57","831","3","0","2","false"
"L33462","59","0","360","1118","9","0","3","false"
"L33463","1","0","10","1118","2","0","2","false"
"L33464","69","0","476","2899","22","1","4","false"
"L33688","1","0","60","1118","4","0","2","false"
"L33689","1","0","26","1118","3","0","2","false"
"L33690","4","0","32","1118","4","0","2","false"
"L33691","96","0","465","1118","4","0","2","false"
"L33692","4","0","26","1118","4","0","2","false"
"L33693","3","0","51","1118","4","0","2","false"
"L33694","1","0","13","1118","3","0","2","false"
"L34305","1","0","15","1118","2","0","2","false"
