"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of committers","Number of previous fixes","Number of previous modifications","Number of bugs"
"L6629","IOUtils.java","common/src/main/java/com/cloudera/oryx/common/io/IOUtils.java","L6627","16","0","118","327","1","0","2","0"
"L6791","AbstractLongPrimitiveIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/AbstractLongPrimitiveIterator.java","L6790","1","0","7","0","0","0","1","0"
"L6792","ArrayIterable.java","common/src/main/java/com/cloudera/oryx/common/iterator/ArrayIterable.java","L6790","1","0","21","0","0","0","1","0"
"L6793","ArrayIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/ArrayIterator.java","L6790","2","0","37","0","0","0","1","0"
"L6794","FileLineIterable.java","common/src/main/java/com/cloudera/oryx/common/iterator/FileLineIterable.java","L6790","1","0","19","0","0","0","1","0"
"L6795","FileLineIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/FileLineIterator.java","L6790","4","0","33","0","0","0","1","0"
"L6796","LongPrimitiveArrayIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/LongPrimitiveArrayIterator.java","L6790","3","0","42","327","1","0","2","0"
"L6797","LongPrimitiveIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/LongPrimitiveIterator.java","L6790","1","0","4","0","0","0","1","0"
"L6798","SkippingIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/SkippingIterator.java","L6790","1","0","5","0","0","0","1","0"
"L6924","MemoryHandler.java","common/src/main/java/com/cloudera/oryx/common/log/MemoryHandler.java","L6923","3","0","42","327","1","0","2","0"
"L6991","ExecutorUtils.java","common/src/main/java/com/cloudera/oryx/common/parallel/ExecutorUtils.java","L6990","9","0","64","327","1","1","2","0"
"L7077","PMMLUtils.java","common/src/main/java/com/cloudera/oryx/common/pmml/PMMLUtils.java","L7076","17","0","104","327","1","2","8","0"
"L7119","RandomManager.java","common/src/main/java/com/cloudera/oryx/common/random/RandomManager.java","L7118","3","0","34","0","0","0","1","0"
"L7120","RandomUtils.java","common/src/main/java/com/cloudera/oryx/common/random/RandomUtils.java","L7118","16","0","94","0","0","0","1","0"
"L7236","APISettings.java","common/src/main/java/com/cloudera/oryx/common/settings/APISettings.java","L7235","8","0","91","327","1","0","2","0"
"L7237","ConfigUtils.java","common/src/main/java/com/cloudera/oryx/common/settings/ConfigUtils.java","L7235","5","0","31","0","0","0","1","0"
"L7238","InboundSettings.java","common/src/main/java/com/cloudera/oryx/common/settings/InboundSettings.java","L7235","12","0","142","327","2","2","4","0"
"L7404","SignalManager.java","common/src/main/java/com/cloudera/oryx/common/signal/SignalManager.java","L7403","2","0","18","0","0","0","1","0"
"L7405","SignalManagerPOSIXImpl.java","common/src/main/java/com/cloudera/oryx/common/signal/SignalManagerPOSIXImpl.java","L7403","2","0","19","0","0","0","1","0"
"L7406","SignalType.java","common/src/main/java/com/cloudera/oryx/common/signal/SignalType.java","L7403","1","0","5","0","0","0","1","0"
"L4492","ClassUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/ClassUtilsTest.java","L4491","1","0","19","0","0","0","1","0"
"L4493","LangUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/LangUtilsTest.java","L4491","1","0","28","0","0","0","1","0"
"L4494","OryxTest.java","common/src/test/java/com/cloudera/oryx/common/OryxTest.java","L4491","7","0","90","0","0","0","1","0"
"L4495","ReloadingReferenceTest.java","common/src/test/java/com/cloudera/oryx/common/ReloadingReferenceTest.java","L4491","1","0","39","0","0","0","1","0"
"L4825","CommonsMathLinearSystemSolverTest.java","common/src/test/java/com/cloudera/oryx/common/math/CommonsMathLinearSystemSolverTest.java","L4824","1","0","23","0","0","0","1","0"
"L4826","DummyVisitor.java","common/src/test/java/com/cloudera/oryx/common/math/DummyVisitor.java","L4824","1","0","14","0","0","0","1","0"
"L4827","MatrixUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/math/MatrixUtilsTest.java","L4824","3","0","77","0","0","0","1","0"
"L4828","NamedRealVectorTest.java","common/src/test/java/com/cloudera/oryx/common/math/NamedRealVectorTest.java","L4824","1","0","14","0","0","0","1","0"
"L4829","SimpleVectorMathTest.java","common/src/test/java/com/cloudera/oryx/common/math/SimpleVectorMathTest.java","L4824","1","0","23","0","0","0","1","0"
"L4830","SparseIteratorTest.java","common/src/test/java/com/cloudera/oryx/common/math/SparseIteratorTest.java","L4824","1","0","80","0","0","0","1","0"
"L4831","VectorsTest.java","common/src/test/java/com/cloudera/oryx/common/math/VectorsTest.java","L4824","1","0","33","0","0","0","1","0"
"L5572","DoubleWeightedMeanTest.java","common/src/test/java/com/cloudera/oryx/common/stats/DoubleWeightedMeanTest.java","L5571","2","0","43","0","0","0","1","0"
"L5573","IntegerWeightedMeanTest.java","common/src/test/java/com/cloudera/oryx/common/stats/IntegerWeightedMeanTest.java","L5571","3","0","58","0","0","0","1","0"
"L5574","JVMEnvironmentTest.java","common/src/test/java/com/cloudera/oryx/common/stats/JVMEnvironmentTest.java","L5571","1","0","18","0","0","0","1","0"
"L5575","RunningStatisticsTest.java","common/src/test/java/com/cloudera/oryx/common/stats/RunningStatisticsTest.java","L5571","1","0","17","0","0","0","1","0"
"L5957","BitSetTest.java","common/src/test/java/com/cloudera/oryx/common/collection/BitSetTest.java","L5956","11","0","138","327","1","1","2","0"
"L5958","LongFloatMapTest.java","common/src/test/java/com/cloudera/oryx/common/collection/LongFloatMapTest.java","L5956","5","0","110","0","0","0","1","0"
"L5959","LongObjectMapTest.java","common/src/test/java/com/cloudera/oryx/common/collection/LongObjectMapTest.java","L5956","4","0","106","0","0","0","1","0"
"L5960","LongSetTest.java","common/src/test/java/com/cloudera/oryx/common/collection/LongSetTest.java","L5956","7","0","128","0","0","0","1","0"
"L5961","SamplingLongPrimitiveIteratorTest.java","common/src/test/java/com/cloudera/oryx/common/collection/SamplingLongPrimitiveIteratorTest.java","L5956","4","0","86","0","0","0","1","0"
"L6631","DelimitedDataUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/io/DelimitedDataUtilsTest.java","L6630","1","0","53","327","1","0","2","0"
"L6632","IOUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/io/IOUtilsTest.java","L6630","1","0","44","0","0","0","1","0"
"L6926","MemoryHandlerTest.java","common/src/test/java/com/cloudera/oryx/common/log/MemoryHandlerTest.java","L6925","2","0","23","0","0","0","1","0"
"L6993","ExecutorUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/parallel/ExecutorUtilsTest.java","L6992","1","0","57","327","1","1","2","0"
"L7240","APISettingsTest.java","common/src/test/java/com/cloudera/oryx/common/settings/APISettingsTest.java","L7239","1","0","31","327","1","0","2","0"
"L7241","ConfigUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/settings/ConfigUtilsTest.java","L7239","1","0","11","0","0","0","1","0"
"L7242","InboundSettingsTest.java","common/src/test/java/com/cloudera/oryx/common/settings/InboundSettingsTest.java","L7239","1","0","86","327","1","0","2","0"
"L4805","SolverLoadIT.java","common/src/it/java/com/cloudera/oryx/common/math/SolverLoadIT.java","L4804","4","0","40","327","1","0","3","0"
"L5563","RunningStatisticsPerTimeIT.java","common/src/it/java/com/cloudera/oryx/common/stats/RunningStatisticsPerTimeIT.java","L5562","1","0","23","0","0","0","1","0"
"L4506","FilesOrDirsPathFilter.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/FilesOrDirsPathFilter.java","L4505","4","0","22","0","0","0","1","0"
"L4507","Namespaces.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/Namespaces.java","L4505","4","0","71","327","1","2","11","1"
"L4508","OryxConfiguration.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/OryxConfiguration.java","L4505","13","0","88","327","2","1","10","1"
"L4509","Store.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/Store.java","L4505","47","0","302","327","1","2","11","1"
"L4510","StoreUtils.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/StoreUtils.java","L4505","8","0","57","327","1","1","4","0"
"L4725","InMemoryRealm.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/web/InMemoryRealm.java","L4724","6","0","41","327","1","0","2","0"
"L4726","LogServlet.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/web/LogServlet.java","L4724","2","0","25","0","0","0","1","0"
"L4518","NamespacesTest.java","common-servcomp/src/test/java/com/cloudera/oryx/common/servcomp/NamespacesTest.java","L4517","1","0","24","327","1","1","3","0"
"L4519","StoreTest.java","common-servcomp/src/test/java/com/cloudera/oryx/common/servcomp/StoreTest.java","L4517","1","0","33","327","1","0","2","0"
"L7577","PeriodicRunner.java","computation/src/main/java/com/cloudera/oryx/computation/PeriodicRunner.java","L7576","25","0","216","327","1","1","6","1"
"L7579","Runner.java","computation/src/main/java/com/cloudera/oryx/computation/Runner.java","L7576","20","0","248","327","1","1","8","0"
"L9802","ComputationInitListener.java","computation/src/main/java/com/cloudera/oryx/computation/web/ComputationInitListener.java","L9801","5","0","47","327","1","0","1","0"
"L7590","DependenciesScheduler.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/DependenciesScheduler.java","L7589","11","0","58","0","0","0","1","0"
"L7591","DependsOn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/DependsOn.java","L7589","2","0","37","327","1","0","2","0"
"L7592","DistributedGenerationRunner.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/DistributedGenerationRunner.java","L7589","16","0","121","327","1","2","5","0"
"L7593","GenerationRunner.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/GenerationRunner.java","L7589","38","0","297","327","1","2","13","0"
"L7594","GenerationRunnerState.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/GenerationRunnerState.java","L7589","8","0","68","327","1","1","3","0"
"L7595","HasState.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/HasState.java","L7589","1","0","6","0","0","0","1","0"
"L7596","JobException.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/JobException.java","L7589","1","0","9","0","0","0","1","0"
"L7597","JobStep.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/JobStep.java","L7589","35","0","337","327","1","1","6","0"
"L7598","JobStepConfig.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/JobStepConfig.java","L7589","1","0","38","327","1","1","3","0"
"L7599","LocalGenerationRunner.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/LocalGenerationRunner.java","L7589","1","0","6","0","0","0","1","0"
"L7600","ParallelStep.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/ParallelStep.java","L7589","8","0","83","327","1","1","3","0"
"L7601","StepState.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/StepState.java","L7589","2","0","56","0","0","0","1","0"
"L7602","StepStatus.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/StepStatus.java","L7589","1","0","8","0","0","0","1","0"
"L7613","Crossfold.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/crossfold/Crossfold.java","L7612","2","0","46","0","0","0","1","0"
"L7780","OryxDoFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxDoFn.java","L7779","1","0","34","327","1","1","3","0"
"L7781","OryxMapFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxMapFn.java","L7779","1","0","28","327","1","1","4","0"
"L7782","OryxReduceDoFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxReduceDoFn.java","L7779","2","0","44","327","1","1","5","0"
"L7783","OryxReduceMapFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxReduceMapFn.java","L7779","1","0","10","0","0","0","1","0"
"L7784","StringSplitFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/StringSplitFn.java","L7779","1","0","19","0","0","0","1","0"
"L7785","SumVectorsAggregator.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/SumVectorsAggregator.java","L7779","2","0","34","0","0","0","1","0"
"L8148","JacksonUtils.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/json/JacksonUtils.java","L8147","1","0","22","0","0","0","1","0"
"L8188","BasicSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/BasicSpec.java","L8187","6","0","83","0","0","0","1","0"
"L8189","DataType.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/DataType.java","L8187","1","0","16","0","0","0","1","0"
"L8190","FieldSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/FieldSpec.java","L8187","1","0","7","0","0","0","1","0"
"L8191","Header.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Header.java","L8187","11","0","100","327","1","0","2","0"
"L8192","Record.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Record.java","L8187","1","0","22","0","0","0","1","0"
"L8193","Records.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Records.java","L8187","1","0","16","0","0","0","1","0"
"L8194","RecordSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/RecordSpec.java","L8187","6","0","119","327","1","0","2","0"
"L8195","SimpleRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/SimpleRecord.java","L8187","3","0","114","327","1","0","2","0"
"L8196","Spec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Spec.java","L8187","1","0","10","0","0","0","1","0"
"L8197","Specs.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Specs.java","L8187","9","0","42","0","0","0","1","0"
"L8198","SummarizedRecords.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/SummarizedRecords.java","L8187","1","0","13","0","0","0","1","0"
"L8856","ReservoirSampling.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/sample/ReservoirSampling.java","L8855","14","0","176","327","1","0","2","0"
"L9071","Entry.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Entry.java","L9070","1","0","21","0","0","0","1","0"
"L9072","InternalNumeric.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/InternalNumeric.java","L9070","7","0","42","0","0","0","1","0"
"L9073","InternalStats.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/InternalStats.java","L9070","13","0","109","0","0","0","1","0"
"L9074","Numeric.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Numeric.java","L9070","3","0","43","327","1","0","2","0"
"L9075","Summarizer.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Summarizer.java","L9070","17","0","173","0","0","0","1","0"
"L9076","Summary.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Summary.java","L9070","14","0","89","0","0","0","1","0"
"L9077","SummaryStats.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/SummaryStats.java","L9070","15","0","90","0","0","0","1","0"
"L9404","MLRecords.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/types/MLRecords.java","L9403","13","0","153","0","0","0","1","0"
"L9405","Serializables.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/types/Serializables.java","L9403","4","0","65","0","0","0","1","0"
"L8201","AvroFieldSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/AvroFieldSpec.java","L8200","2","0","31","0","0","0","1","0"
"L8202","AvroRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/AvroRecord.java","L8200","2","0","95","0","0","0","1","0"
"L8203","AvroSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/AvroSpec.java","L8200","9","0","75","0","0","0","1","0"
"L8204","Spec2Schema.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/Spec2Schema.java","L8200","8","0","33","0","0","0","1","0"
"L8376","CSVFieldSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/csv/CSVFieldSpec.java","L8375","1","0","26","0","0","0","1","0"
"L8377","CSVRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/csv/CSVRecord.java","L8375","3","0","106","327","1","0","2","0"
"L8378","CSVSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/csv/CSVSpec.java","L8375","2","0","47","0","0","0","1","0"
"L8806","VectorRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/vectors/VectorRecord.java","L8805","2","0","89","0","0","0","1","0"
"L7610","DependenciesSchedulerTest.java","computation-common/src/test/java/com/cloudera/oryx/computation/common/DependenciesSchedulerTest.java","L7609","1","0","56","0","0","0","1","0"
"L8858","ReservoirSamplingTest.java","computation-common/src/test/java/com/cloudera/oryx/computation/common/sample/ReservoirSamplingTest.java","L8857","4","0","40","0","0","0","1","0"
"L9850","Centers.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/Centers.java","L9849","6","0","69","327","1","0","1","0"
"L9851","ClusterValidityStatistics.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/ClusterValidityStatistics.java","L9849","8","0","143","327","2","2","4","0"
"L9853","FixedKEvalStrategy.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/FixedKEvalStrategy.java","L9849","6","0","21","16","1","0","1","0"
"L9855","KMeansEvalStrategy.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/KMeansEvalStrategy.java","L9849","1","0","6","16","1","0","1","0"
"L9861","MostStableEvalStrategy.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/MostStableEvalStrategy.java","L9849","13","0","75","327","2","0","5","0"
"L9862","Weighted.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/Weighted.java","L9849","9","0","78","327","1","0","1","0"
"L9863","WeightedRealVector.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/WeightedRealVector.java","L9849","1","0","10","327","1","0","1","0"
"L9864","WeightedSampler.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/WeightedSampler.java","L9849","4","0","26","16","1","0","1","0"
"L10252","KMeansPMML.java","kmeans-common/src/main/java/com/cloudera/oryx/kmeans/common/pmml/KMeansPMML.java","L10251","9","0","87","327","1","0","2","0"
"L9874","KMeansEvalStrategyTest.java","kmeans-common/src/test/java/com/cloudera/oryx/kmeans/common/KMeansEvalStrategyTest.java","L9871","1","0","51","327","2","0","2","0"
"L10501","AbstractComputationIT.java","kmeans-computation/src/it/java/com/cloudera/oryx/kmeans/serving/web/AbstractComputationIT.java","L10500","2","0","34","327","1","0","1","0"
"L10502","KMeansIssue34Conf1IT.java","kmeans-computation/src/it/java/com/cloudera/oryx/kmeans/serving/web/KMeansIssue34Conf1IT.java","L10500","1","0","14","327","1","0","1","0"
"L10503","KMeansIssue34Conf2IT.java","kmeans-computation/src/it/java/com/cloudera/oryx/kmeans/serving/web/KMeansIssue34Conf2IT.java","L10500","1","0","14","327","1","0","1","0"
"L10800","KMeansDistributedGenerationRunner.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/KMeansDistributedGenerationRunner.java","L10798","6","0","76","327","2","0","4","0"
"L10801","KMeansJobStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/KMeansJobStep.java","L10798","1","0","49","327","1","1","2","0"
"L10802","KMeansJobStepConfig.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/KMeansJobStepConfig.java","L10798","1","0","19","327","1","1","2","0"
"L10817","CentersIndexLoader.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/cluster/CentersIndexLoader.java","L10816","5","0","53","327","1","0","3","0"
"L10822","KSketchSamplingStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/cluster/KSketchSamplingStep.java","L10816","9","0","83","327","1","1","2","0"
"L11182","CovarianceData.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/covariance/CovarianceData.java","L11175","7","0","77","327","1","0","1","0"
"L11186","CovarianceStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/covariance/CovarianceStep.java","L11175","2","0","45","327","1","1","2","0"
"L11495","CentersOutputFn.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/evaluate/CentersOutputFn.java","L11494","6","0","65","327","1","0","2","0"
"L11499","ClusteringStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/evaluate/ClusteringStep.java","L11494","14","0","148","327","1","1","5","0"
"L11500","EvaluationSettings.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/evaluate/EvaluationSettings.java","L11494","10","0","97","327","2","1","3","0"
"L11505","VoronoiPartitionStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/evaluate/VoronoiPartitionStep.java","L11494","2","0","47","327","1","1","2","0"
"L11865","Assignment.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/Assignment.java","L11864","7","0","52","327","2","0","2","0"
"L11866","AssignmentRun.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/AssignmentRun.java","L11864","2","0","24","327","1","0","1","0"
"L11867","ClusteringEvaluation.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/ClusteringEvaluation.java","L11864","9","0","60","327","2","1","3","0"
"L11869","KMeansLocalGenerationRunner.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/KMeansLocalGenerationRunner.java","L11864","9","0","91","327","2","2","7","0"
"L11870","SamplingRun.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/SamplingRun.java","L11864","5","0","41","327","1","0","1","0"
"L11871","Standardize.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/Standardize.java","L11864","19","0","104","327","1","0","1","0"
"L11872","Summarize.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/Summarize.java","L11864","15","0","71","327","2","0","2","0"
"L11873","WeightedPointsByFold.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/local/WeightedPointsByFold.java","L11864","9","0","72","327","2","1","2","0"
"L12141","NormalizeStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/normalize/NormalizeStep.java","L12139","2","0","45","327","1","1","2","0"
"L12315","OutlierStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/outlier/OutlierStep.java","L12312","4","0","61","327","1","1","2","0"
"L12363","ClusteringModelBuilder.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/pmml/ClusteringModelBuilder.java","L12362","15","0","139","327","1","0","1","0"
"L12392","SummaryStep.java","kmeans-computation/src/main/java/com/cloudera/oryx/kmeans/computation/summary/SummaryStep.java","L12391","5","0","58","327","1","1","2","0"
"L12146","SummaryTest.java","kmeans-computation/src/test/java/com/cloudera/oryx/kmeans/computation/normalize/SummaryTest.java","L12144","1","0","83","327","1","0","1","0"
"L10515","AddServlet.java","kmeans-serving/src/main/java/com/cloudera/oryx/kmeans/serving/web/AddServlet.java","L10513","4","0","29","327","1","0","3","0"
"L10516","AssignServlet.java","kmeans-serving/src/main/java/com/cloudera/oryx/kmeans/serving/web/AssignServlet.java","L10513","4","0","41","327","1","0","4","0"
"L10517","DistanceToNearestServlet.java","kmeans-serving/src/main/java/com/cloudera/oryx/kmeans/serving/web/DistanceToNearestServlet.java","L10513","4","0","50","327","1","0","4","0"
"L10650","KMeansGenerationManager.java","kmeans-serving/src/main/java/com/cloudera/oryx/kmeans/serving/generation/KMeansGenerationManager.java","L10648","5","0","63","327","1","1","5","0"
"L10651","VectorFactory.java","kmeans-serving/src/main/java/com/cloudera/oryx/kmeans/serving/generation/VectorFactory.java","L10648","20","0","191","327","2","1","4","0"
"L12451","Evaluation.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/eval/Evaluation.java","L12450","7","0","65","327","1","0","1","0"
"L12452","WeightedPrediction.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/eval/WeightedPrediction.java","L12450","8","0","55","327","1","1","1","0"
"L12589","Example.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/example/Example.java","L12587","7","0","51","327","1","1","1","0"
"L12590","ExampleSet.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/example/ExampleSet.java","L12587","18","0","134","327","1","0","3","0"
"L12593","IgnoredFeature.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/example/IgnoredFeature.java","L12587","1","0","22","327","1","1","1","0"
"L12761","Information.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/information/Information.java","L12759","6","0","32","327","1","0","3","0"
"L12860","DecisionForestPMML.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/pmml/DecisionForestPMML.java","L12859","29","0","322","327","1","1","11","0"
"L12967","CategoricalDecision.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/rule/CategoricalDecision.java","L12966","33","0","255","327","1","1","4","0"
"L12969","Decision.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/rule/Decision.java","L12966","4","0","49","327","1","0","1","0"
"L13192","DecisionForest.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/tree/DecisionForest.java","L13191","14","0","196","327","1","1","4","0"
"L13194","DecisionTree.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/tree/DecisionTree.java","L13191","28","0","233","327","1","0","3","0"
"L12764","CategoricalInformationTest.java","rdf-common/src/test/java/com/cloudera/oryx/rdf/common/information/CategoricalInformationTest.java","L12763","6","0","120","327","1","0","2","0"
"L12766","NumericInformationTest.java","rdf-common/src/test/java/com/cloudera/oryx/rdf/common/information/NumericInformationTest.java","L12763","4","0","95","327","1","0","1","0"
"L13426","CovtypeIT.java","rdf-computation/src/it/java/com/cloudera/oryx/rdf/computation/CovtypeIT.java","L13424","5","0","69","327","1","1","4","0"
"L13427","IrisIT.java","rdf-computation/src/it/java/com/cloudera/oryx/rdf/computation/IrisIT.java","L13424","3","0","65","327","1","1","3","0"
"L13428","WineQualityIT.java","rdf-computation/src/it/java/com/cloudera/oryx/rdf/computation/WineQualityIT.java","L13424","6","0","69","327","1","1","4","0"
"L13436","RDFDistributedGenerationRunner.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/RDFDistributedGenerationRunner.java","L13435","26","0","208","327","1","2","11","0"
"L13438","RDFJobStepConfig.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/RDFJobStepConfig.java","L13435","1","0","28","327","1","1","2","0"
"L13493","BuildTreeFn.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/build/BuildTreeFn.java","L13492","17","0","164","327","1","1","14","0"
"L13495","DistributeExampleFn.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/build/DistributeExampleFn.java","L13492","5","0","42","327","1","0","1","0"
"L13496","MergeNewOldStep.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/build/MergeNewOldStep.java","L13492","3","0","37","327","1","1","2","0"
"L13583","RDFLocalGenerationRunner.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/local/RDFLocalGenerationRunner.java","L13582","2","0","47","327","1","1","2","0"
"L13584","ReadInputs.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/local/ReadInputs.java","L13582","14","0","94","327","2","0","4","0"
"L13669","RDFGenerationManager.java","rdf-serving/src/main/java/com/cloudera/oryx/rdf/serving/generation/RDFGenerationManager.java","L13667","5","0","67","327","1","1","4","0"
"L13703","AbstractRDFServlet.java","rdf-serving/src/main/java/com/cloudera/oryx/rdf/serving/web/AbstractRDFServlet.java","L13702","7","0","70","327","1","0","1","0"
"L13704","ClassificationDistributionServlet.java","rdf-serving/src/main/java/com/cloudera/oryx/rdf/serving/web/ClassificationDistributionServlet.java","L13702","9","0","90","327","1","1","4","0"
