@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L19932","1","0","7","2","0","2","2319","false"
"L19933","1","0","33","8","1","6","5350","false"
"L19901","5","0","50","10","0","7","828","false"
"L19902","1","0","2","2","0","2","828","false"
"L19940","1","0","25","6","0","4","1404","false"
"L19941","1","0","42","5","0","4","1404","false"
"L19942","1","0","41","10","0","8","1404","false"
"L19943","2","0","94","34","0","13","1404","false"
"L19944","1","0","30","8","1","5","505","false"
"L19945","3","0","265","16","0","9","505","false"
"L19946","4","0","60","24","0","11","5350","false"
"L19947","1","0","27","21","0","9","5350","false"
"L19948","1","0","31","8","0","7","1404","false"
"L104700","1","0","0","8","0","5","2319","false"
"L104699","1","0","0","8","0","5","2472","false"
"L20216","6","0","96","6","0","5","7","false"
"L20217","17","0","522","9","0","4","505","false"
"L20218","2","0","101","16","0","7","2472","false"
"L20219","3","0","91","14","0","9","2319","false"
"L20220","7","0","183","11","0","9","2319","false"
"L20221","9","0","180","29","0","8","5350","false"
"L20222","6","0","177","12","0","8","2319","false"
"L20223","7","0","89","2","0","2","54","false"
"L20842","7","0","133","8","0","4","7","false"
"L20925","5","0","58","5","0","4","1634","false"
"L20926","14","0","293","8","0","5","2319","false"
"L20927","7","0","118","3","0","3","2319","false"
"L20928","1","0","10","1","0","1","3997","false"
"L20929","1","0","48","8","0","5","2319","false"
"L20229","2","0","59","20","0","9","7","false"
"L20230","1","0","71","32","0","9","2472","false"
"L20231","5","0","64","10","0","5","505","false"
"L20232","1","0","29","15","0","7","505","false"
"L20233","1","0","31","6","0","5","54","false"
"L20234","13","0","183","9","0","6","505","false"
"L20235","2","0","41","19","0","7","505","false"
"L20236","1","0","49","15","0","7","7","false"
"L20237","2","0","63","25","0","9","505","false"
"L20238","7","0","174","11","0","7","7","false"
"L20239","3","0","143","41","0","9","2472","false"
"L20240","1","0","35","11","0","7","2472","false"
"L20241","1","0","54","13","0","7","505","false"
"L20242","4","0","70","17","0","9","7","false"
"L20844","2","0","52","21","0","11","505","false"
"L20931","14","0","250","7","0","5","505","false"
"L21512","2","0","72","7","0","5","1296","false"
"L21513","1","0","91","5","0","3","3997","false"
"L21726","5","0","155","9","0","5","5350","false"
"L21727","2","0","38","4","0","3","1126","false"
"L21728","4","0","67","4","0","3","1126","false"
"L21803","1","0","36","3","0","3","2472","false"
"L21804","1","0","27","7","0","3","5350","false"
"L21805","4","0","45","7","0","3","5350","false"
"L21880","1","0","28","10","0","4","5350","false"
"L104850","15","0","240","7","0","4","54","false"
"L104851","6","0","59","4","0","2","54","false"
"L104852","1","0","7","4","0","2","54","false"
"L104853","7","0","90","4","0","2","54","false"
"L104854","13","0","146","18","0","8","2319","false"
"L104855","19","0","197","7","0","5","2319","false"
"L104856","1","0","86","4","0","2","54","false"
"L21901","1","0","25","7","0","4","54","false"
"L21902","1","0","5","4","0","2","54","false"
"L21903","1","0","7","4","0","2","54","false"
"L21904","1","0","6","4","0","2","54","false"
"L21905","1","0","109","11","0","5","5350","false"
"L21906","1","0","5","4","0","2","54","false"
"L21907","1","0","1","4","0","2","54","false"
"L21908","1","0","10","7","0","5","2319","false"
"L21909","1","0","6","4","0","2","54","false"
"L22126","11","0","60","9","0","4","1126","false"
"L22187","7","0","76","4","0","2","54","false"
"L22188","6","0","60","4","0","2","54","false"
"L22189","1","0","7","4","0","2","54","false"
"L22190","7","0","54","4","0","2","54","false"
"L22191","1","0","8","4","0","2","54","false"
"L22192","52","0","303","4","0","2","54","false"
"L22193","27","0","182","4","0","2","54","false"
"L22194","4","0","45","4","0","2","54","false"
"L22195","4","0","45","4","0","2","54","false"
"L22196","1","0","1","4","0","2","54","false"
"L22197","5","0","50","4","0","2","54","false"
"L22198","5","0","72","4","0","2","54","false"
"L22199","7","0","74","4","0","2","54","false"
"L22674","1","0","39","7","0","5","2319","false"
"L22675","1","0","20","7","0","5","2319","false"
"L22676","19","0","273","8","0","5","5350","true"
"L22677","3","0","94","10","0","5","5350","false"
"L22678","1","0","51","7","0","5","2319","false"
"L22679","53","0","533","22","0","6","5350","false"
"L22680","2","0","104","3","0","3","2319","false"
"L22681","3","0","38","3","0","3","2319","false"
"L22682","1","0","53","3","0","3","2319","false"
"L23473","91","0","552","4","0","2","54","false"
"L23474","1","0","10","4","0","2","54","false"
"L23475","10","0","97","6","0","4","2472","false"
"L23476","9","0","85","4","0","2","54","false"
"L23477","17","0","138","4","0","2","54","false"
"L23478","1","0","1","4","0","2","54","false"
"L23479","1","0","24","4","0","2","54","false"
"L23480","27","0","223","5","0","3","5350","false"
"L23481","22","0","225","4","0","2","54","false"
"L23482","1","0","22","4","0","2","54","false"
"L23483","40","0","282","4","0","2","54","false"
"L24223","5","0","81","9","0","6","2319","false"
"L24224","1","0","8","4","0","2","54","false"
"L24225","3","0","9","4","0","2","54","false"
"L24226","3","0","27","6","0","4","54","false"
"L24227","1","0","19","6","0","4","54","false"
"L24228","26","0","245","8","0","5","54","false"
"L24229","3","0","52","4","0","2","54","false"
"L24230","1","0","8","4","0","2","54","false"
"L24231","1","0","8","4","0","2","54","false"
"L24232","1","0","17","4","0","2","54","false"
"L24233","8","0","62","9","0","6","2319","false"
"L24234","26","0","199","4","0","2","54","false"
"L24235","18","0","274","13","0","6","2472","false"
"L24236","9","0","194","4","0","2","54","true"
"L24237","4","0","33","4","0","2","54","false"
"L24238","2","0","76","7","0","5","2319","false"
"L21915","1","0","59","4","0","2","54","false"
"L25093","1","0","141","4","0","2","54","false"
"L25094","1","0","85","4","0","2","54","false"
"L25095","1","0","72","4","0","2","54","false"
"L25096","1","0","30","9","0","5","54","false"
"L25097","1","0","19","4","0","2","54","false"
"L25098","4","0","131","4","0","2","54","false"
"L25099","1","0","56","4","0","2","54","false"
"L25100","1","0","56","4","0","2","54","false"
"L25101","1","0","85","8","0","5","54","false"
"L25102","1","0","105","4","0","2","54","false"
"L25442","8","0","116","4","0","2","3997","false"
"L25443","1","0","42","6","0","4","2319","false"
"L25444","1","0","39","3","0","1","3997","false"
"L25445","9","0","137","4","0","2","3997","false"
"L25446","11","0","174","10","0","3","5350","false"
"L25447","1","0","50","3","0","1","3997","false"
"L25448","7","0","376","28","0","7","2472","false"
"L25723","2","0","131","3","0","1","3997","false"
"L25724","2","0","94","3","0","1","3997","false"
"L25725","20","0","329","3","0","1","3997","false"
"L25726","1","0","48","3","0","1","3997","false"
"L25727","1","0","88","3","0","1","3997","false"
"L25728","1","0","99","3","0","1","3997","false"
"L25729","1","0","22","3","0","1","3997","false"
"L25730","1","0","42","3","0","1","3997","false"
"L25731","1","0","96","3","0","1","3997","false"
"L22129","1","0","110","5","0","4","1126","false"
"L24240","3","0","237","2","0","2","2472","false"
"L24241","1","0","44","6","0","4","54","false"
"L105197","11","0","219","12","0","7","7","false"
"L105423","15","0","240","13","0","7","2472","false"
"L105424","58","0","703","20","0","7","2472","false"
"L25981","3","0","50","9","0","5","1634","false"
"L25982","3","0","27","5","0","4","3997","false"
"L25983","11","0","100","5","0","4","3997","false"
"L25984","13","0","101","5","0","4","3997","false"
"L25985","1","0","2","6","0","4","3997","false"
"L25986","2","0","52","11","0","7","7","false"
"L25987","48","0","393","12","0","7","7","false"
"L25988","1","0","19","5","0","4","3997","false"
"L25989","8","0","69","5","0","4","3997","false"
"L25990","17","0","187","5","0","4","3997","false"
"L25991","10","0","144","9","0","5","1634","false"
"L25992","8","0","120","5","0","4","3997","false"
"L25993","6","0","101","5","0","4","3997","false"
"L25994","3","0","30","5","0","4","3997","false"
"L25995","1","0","8","5","0","4","3997","false"
"L26112","1","0","22","5","0","4","3997","false"
"L26113","9","0","58","5","0","4","3997","false"
"L26114","4","0","29","5","0","4","3997","false"
"L26115","1","0","6","6","0","4","3997","false"
"L26116","1","0","7","5","0","4","3997","false"
"L26117","1","0","2","3","0","2","3997","false"
"L26118","5","0","33","5","0","4","3997","false"
"L26858","1","0","11","10","0","7","505","false"
"L26859","1","0","6","10","0","7","505","false"
"L26860","4","0","115","10","0","7","505","false"
"L26861","16","0","83","10","0","7","505","false"
"L26862","11","0","83","14","0","8","505","false"
"L26863","4","0","50","10","0","7","505","false"
"L28686","1","0","10","9","0","7","505","false"
"L28687","7","0","59","10","0","7","505","false"
"L26866","7","0","173","69","0","12","2472","false"
"L26987","3","0","134","8","0","6","505","false"
"L26988","1","0","37","19","0","10","505","false"
"L26989","28","0","259","9","0","7","505","false"
"L26990","2","0","32","17","0","9","505","false"
"L26991","7","0","45","12","0","8","505","false"
"L26992","11","0","215","18","0","9","505","false"
"L26993","12","0","159","15","0","10","505","false"
"L26994","1","0","63","9","0","7","505","false"
"L26995","2","0","45","9","0","7","505","false"
"L26996","1","0","7","9","0","7","505","false"
"L26997","1","0","6","9","0","7","505","false"
"L26998","1","0","8","9","0","7","505","false"
"L26999","1","0","5","9","0","7","505","false"
"L27000","1","0","6","9","0","7","505","false"
"L27001","1","0","8","9","0","7","505","false"
"L27002","15","0","141","17","0","11","505","false"
"L27003","1","0","23","9","0","6","505","false"
"L27004","1","0","23","9","0","7","505","false"
"L27005","11","0","440","21","0","9","5350","false"
"L27006","1","0","6","9","0","7","505","false"
"L27149","8","0","134","9","0","6","505","false"
"L27150","3","0","30","8","0","6","505","false"
"L27151","1","0","19","12","0","6","505","false"
"L27152","1","0","7","8","0","6","505","false"
"L27153","6","0","51","8","0","6","505","false"
"L27154","1","0","25","9","0","6","505","false"
"L27155","1","0","23","9","0","6","505","false"
"L27013","1","0","19","13","0","7","828","false"
"L27014","2","0","87","5","0","5","505","false"
"L27015","1","0","73","21","0","11","2319","false"
"L28737","1","0","13","3","0","3","3997","false"
"L28738","9","0","73","16","0","7","1296","false"
"L28739","1","0","26","5","0","4","5350","false"
"L28740","1","0","11","3","0","3","3997","false"
"L28741","1","0","1","3","0","3","3997","false"
"L28742","1","0","15","3","0","3","3997","false"
"L28759","21","0","174","24","0","11","828","false"
"L28760","1","0","25","3","0","3","5350","false"
"L28761","17","0","139","2","0","2","5350","false"
"L28762","4","0","108","20","0","9","1296","false"
"L28763","6","0","65","14","0","8","1296","false"
"L28764","3","0","36","6","0","5","5350","false"
"L28765","7","0","96","6","0","5","5350","false"
"L28766","17","0","129","8","0","6","5350","false"
"L28767","1","0","48","11","0","8","7","false"
"L28748","4","0","66","11","0","7","1296","false"
"L28769","1","0","9","6","0","5","1296","false"
"L105199","1","0","101","6","0","3","5350","false"
"L29234","1","0","6","4","0","3","1634","false"
"L29235","4","0","22","2","0","1","3997","false"
"L29236","2","0","37","3","0","2","2472","false"
"L29237","1","0","12","11","0","8","2472","false"
"L29238","1","0","27","18","0","6","5350","false"
"L29239","1","0","5","2","0","2","3997","false"
"L29240","1","0","36","26","0","7","5350","false"
"L29241","1","0","20","2","0","1","3997","false"
"L29242","1","0","16","4","0","3","2319","false"
"L29243","1","0","1","2","0","1","3997","false"
"L29244","1","0","16","5","0","4","2319","false"
"L29245","1","0","7","3","0","3","2319","false"
"L29246","1","0","13","3","0","2","5350","false"
"L29247","1","0","12","7","0","4","3997","false"
"L29248","1","0","6","8","0","5","2472","false"
"L29249","1","0","5","3","0","2","2472","false"
"L29250","1","0","22","8","0","5","505","false"
"L29251","1","0","22","8","0","5","505","false"
"L29252","1","0","9","8","0","5","3997","false"
"L29253","1","0","12","2","0","1","3997","false"
"L29254","1","0","11","2","0","1","3997","false"
"L29255","1","0","16","9","0","5","505","false"
"L31440","31","0","180","19","0","8","1296","false"
"L31441","1","0","16","7","0","5","1634","false"
"L31442","4","0","35","4","0","3","1634","false"
"L31443","10","0","85","18","0","7","1404","false"
"L31444","1","0","5","3","0","3","310","false"
"L31445","3","0","94","13","0","7","1634","false"
"L31446","1","0","5","7","0","5","2319","false"
"L31447","1","0","5","2","0","2","1296","false"
"L31448","3","0","109","4","0","2","1296","false"
"L31449","17","0","121","8","0","4","505","false"
"L31450","5","0","69","1","0","1","1296","false"
"L31451","2","0","25","2","0","2","1296","false"
"L31452","1","0","1","2","0","1","3997","false"
"L31453","7","0","54","3","0","2","1636","false"
"L31454","1","0","5","2","0","1","3997","false"
"L31455","7","0","144","3","0","3","5350","false"
"L31456","1","0","8","1","0","1","533","false"
"L31457","13","0","153","16","0","8","5350","false"
"L31458","30","0","303","15","0","7","5350","false"
"L31459","43","0","685","11","0","5","5350","false"
"L31460","3","0","46","7","0","6","7","false"
"L31461","4","0","32","2","0","2","1296","false"
"L31462","1","0","7","2","0","2","3997","false"
"L31463","7","0","55","16","0","6","5350","false"
"L31464","9","0","68","3","0","2","1636","false"
"L31465","5","0","39","3","0","2","1296","false"
"L31466","3","0","46","9","0","6","5350","false"
"L35267","7","0","217","29","0","9","7","false"
"L35268","1","0","7","101","0","14","1296","false"
"L35269","5","0","82","3","0","3","2319","false"
"L35270","2","0","15","7","0","6","2472","false"
"L35271","4","0","32","3","0","3","2319","false"
"L35272","12","0","151","18","0","9","1296","false"
"L35273","25","0","168","4","0","3","5350","false"
"L35274","17","0","183","6","0","5","1296","false"
"L35275","1","0","36","6","0","4","2319","false"
"L35276","1","0","30","45","0","12","5350","false"
"L35277","1","0","17","4","0","2","2319","false"
"L35278","3","0","103","23","0","9","5350","false"
"L35279","1","0","27","9","0","5","505","false"
"L35280","1","0","21","12","0","7","7","false"
"L35281","1","0","35","51","0","15","5350","false"
"L35282","1","0","69","42","0","14","5350","false"
"L35283","1","0","22","2","0","1","3997","false"
"L35284","12","0","169","3","0","3","2319","false"
"L35285","1","0","22","7","0","4","2319","false"
"L35286","1","0","52","18","0","9","505","false"
"L35287","1","0","10","17","0","8","505","false"
"L35288","2","0","37","21","0","8","2472","false"
"L35289","25","0","355","43","0","11","505","false"
"L35290","64","0","1109","69","0","12","5350","false"
"L35291","8","0","69","32","0","10","5350","false"
"L35292","9","0","133","6","0","5","2","false"
"L35293","8","0","75","8","0","5","7","false"
"L35294","1","0","11","8","0","6","505","false"
"L35295","12","0","80","3","0","3","2319","false"
"L35296","2","0","32","3","0","3","2319","false"
"L35297","2","0","21","6","0","4","7","false"
"L35298","2","0","68","24","0","10","1296","false"
"L35299","1","0","19","7","0","4","2319","false"
"L35300","5","0","80","13","0","6","505","false"
"L35301","1","0","1","1","0","1","3997","false"
"L35302","3","0","73","3","0","3","2319","false"
"L35303","3","0","28","7","0","4","2319","false"
"L35304","3","0","28","10","0","4","5350","false"
"L35305","10","0","69","7","0","5","2319","false"
"L35306","4","0","37","7","0","5","2319","false"
"L35307","4","0","40","7","0","5","2319","false"
"L35308","5","0","41","7","0","5","2319","false"
"L35309","6","0","57","9","0","5","5350","false"
"L35310","1","0","8","3","0","3","2319","false"
"L35311","3","0","32","13","0","7","2319","false"
"L35312","2","0","117","24","0","10","1296","false"
"L35313","3","0","24","3","0","3","2319","false"
"L35314","1","0","31","3","0","3","2319","false"
"L35315","11","0","68","3","0","3","2319","false"
"L35316","31","0","892","20","0","9","5350","false"
"L35317","8","0","75","5","0","4","2472","false"
"L35318","2","0","24","4","0","4","2472","false"
"L35319","10","0","128","19","0","7","5350","false"
"L35320","1","0","7","5","0","3","505","false"
"L35321","1","0","23","7","0","5","533","false"
"L35322","10","0","128","8","0","5","7","false"
"L35323","8","0","63","1","0","1","1296","false"
"L35324","10","0","270","11","0","5","505","false"
"L35325","6","0","103","5","0","4","2319","false"
"L35326","11","0","80","23","0","9","5350","false"
"L72075","4","0","34","2","0","2","3997","false"
"L72076","9","0","63","5","0","2","5350","false"
"L72077","1","0","46","9","0","5","828","false"
"L72121","1","0","1","3","0","3","5350","false"
"L29264","1","0","8","5","0","5","1296","false"
"L29315","1","0","6","10","0","6","5350","false"
"L29316","1","0","15","2","0","1","3997","false"
"L29317","1","0","1","2","0","1","3997","false"
"L29318","1","0","11","2","0","1","3997","false"
"L29319","1","0","16","2","0","1","3997","false"
"L29320","1","0","26","5","0","3","5350","false"
"L29485","1","0","12","10","0","6","1296","false"
"L29486","1","0","11","8","0","6","1296","false"
"L29487","7","0","107","13","0","6","5350","false"
"L29488","7","0","102","23","0","9","5350","false"
"L29489","1","0","171","35","0","10","3997","false"
"L29490","5","0","318","76","0","14","2472","false"
"L29491","1","0","9","14","0","6","1296","false"
"L29492","19","0","137","7","0","6","1296","false"
"L29493","1","0","12","5","0","5","1636","false"
"L30046","1","0","12","16","0","7","505","false"
"L30047","1","0","7","7","0","4","7","false"
"L30048","1","0","12","10","0","5","505","false"
"L30049","1","0","13","14","0","6","5350","false"
"L30050","1","0","13","6","0","3","3997","false"
"L30051","1","0","13","7","0","5","1634","false"
"L30052","1","0","4","8","0","5","7","false"
"L30053","1","0","24","14","0","7","2319","false"
"L30054","1","0","18","17","0","9","310","false"
"L30055","3","0","56","4","0","3","310","false"
"L30056","1","0","6","1","0","1","1296","false"
"L30057","1","0","1","2","0","1","3997","false"
"L30058","1","0","13","7","0","5","505","false"
"L30059","1","0","13","5","0","4","505","false"
"L30060","1","0","6","2","0","2","2319","false"
"L30061","1","0","6","4","0","3","2319","false"
"L30062","3","0","97","10","0","5","2472","false"
"L30616","1","0","16","4","0","3","5350","false"
"L30617","1","0","5","3","0","3","2472","false"
"L30618","1","0","7","3","0","3","2319","false"
"L30619","1","0","6","5","0","4","2319","false"
"L30620","1","0","5","5","0","4","2319","false"
"L30621","1","0","19","4","0","3","5350","false"
"L30622","6","0","36","12","0","6","505","false"
"L30623","1","0","24","6","0","4","5350","false"
"L30624","22","0","256","21","0","9","505","false"
"L30625","1","0","47","1","0","1","5350","false"
"L30626","1","0","34","4","0","3","5350","false"
"L30627","1","0","1","2","0","1","3997","false"
"L30628","1","0","14","1","0","1","5350","false"
"L30629","1","0","14","6","0","4","2472","false"
"L30630","1","0","6","3","0","3","2319","false"
"L30631","1","0","5","3","0","3","2319","false"
"L30632","4","0","68","4","0","3","5350","false"
"L30633","1","0","16","9","0","5","505","false"
"L30634","1","0","10","4","0","3","5350","false"
"L30635","1","0","30","11","0","6","505","false"
"L30636","1","0","6","3","0","3","2319","false"
"L30637","1","0","12","5","0","4","2319","false"
"L30638","1","0","5","5","0","4","2319","false"
"L30639","1","0","6","10","0","6","2472","false"
"L31553","2","0","25","2","0","1","3997","false"
"L31554","11","0","116","2","0","1","3997","false"
"L31555","7","0","56","2","0","1","3997","false"
"L31556","1","0","5","2","0","1","3997","false"
"L31557","1","0","6","7","0","5","1296","false"
"L31558","4","0","100","2","0","1","3997","false"
"L31559","2","0","20","2","0","1","3997","false"
"L31560","7","0","39","2","0","1","3997","false"
"L31561","6","0","71","4","0","4","7","false"
"L31562","1","0","51","2","0","1","3997","false"
"L31563","3","0","34","2","0","1","3997","false"
"L31564","5","0","40","5","0","3","7","false"
"L31565","52","0","754","13","0","8","5350","false"
"L31566","1","0","27","2","0","1","3997","false"
"L31567","22","0","246","30","0","11","2472","false"
"L31568","1","0","23","2","0","1","3997","false"
"L31569","1","0","17","3","0","3","2319","false"
"L31570","3","0","31","3","0","3","2319","false"
"L31571","7","0","54","7","0","5","1296","false"
"L31572","11","0","193","15","0","6","505","false"
"L31573","1","0","22","3","0","2","3997","false"
"L31574","8","0","43","3","0","2","3997","false"
"L31575","1","0","1","2","0","1","3997","false"
"L31576","3","0","38","2","0","1","3997","false"
"L31577","2","0","26","2","0","1","3997","false"
"L31578","4","0","46","2","0","1","3997","false"
"L31579","2","0","33","2","0","1","3997","false"
"L31580","2","0","26","3","0","3","2319","false"
"L31581","1","0","5","1","0","1","1296","false"
"L31582","1","0","5","2","0","2","2319","false"
"L33792","7","0","77","1","0","1","533","false"
"L33793","13","0","105","1","0","1","533","false"
"L33794","3","0","119","1","0","1","533","false"
"L33795","6","0","145","1","0","1","533","false"
"L33796","5","0","82","5","0","4","5350","false"
"L35829","7","0","36","5","0","4","1296","false"
"L35830","4","0","31","4","0","3","1636","false"
"L35831","4","0","80","3","0","2","505","false"
"L35832","16","0","332","35","0","11","310","false"
"L35833","13","0","72","5","0","3","3997","false"
"L35834","4","0","20","6","0","4","7","false"
"L35835","1","0","30","4","0","4","7","false"
"L35836","1","0","5","4","0","4","7","false"
"L35837","1","0","7","13","0","6","1404","false"
"L35838","1","0","11","4","0","4","7","false"
"L35839","4","0","36","5","0","3","1296","false"
"L35840","4","0","141","10","0","5","505","false"
"L35841","1","0","5","1","0","1","1636","false"
"L35842","1","0","10","1","0","1","1636","false"
"L35843","5","0","72","10","0","4","1296","false"
"L35844","7","0","53","15","0","8","3997","false"
"L36769","1","0","16","1","0","1","1296","false"
"L36770","1","0","18","1","0","1","1296","false"
"L36771","14","0","178","1","0","1","1296","false"
"L36992","5","0","93","10","0","4","2472","false"
"L36993","1","0","8","4","0","3","505","false"
"L36994","1","0","14","4","0","3","505","false"
"L36995","1","0","14","4","0","3","505","false"
"L62215","1","0","10","2","0","2","2319","false"
"L62216","26","0","302","14","0","6","1296","false"
"L62217","1","0","49","3","0","3","1296","false"
"L62218","1","0","8","2","0","2","2319","false"
"L62219","3","0","29","10","0","5","2472","false"
"L62220","1","0","12","3","0","3","505","false"
"L62221","5","0","95","6","0","5","1296","false"
"L62222","1","0","34","4","0","3","1296","false"
"L62223","1","0","29","2","0","2","2319","false"
"L62224","41","0","349","3","0","3","2472","false"
"L62225","2","0","57","4","0","3","1296","false"
"L63573","1","0","12","2","0","2","5350","false"
"L63574","1","0","25","2","0","2","5350","false"
"L63575","7","0","43","3","0","3","2319","false"
"L63576","1","0","5","2","0","2","5350","false"
"L63577","1","0","12","3","0","3","2319","false"
"L63578","51","0","431","7","0","3","5350","false"
"L63788","5","0","91","6","0","4","5350","false"
"L63789","1","0","13","12","0","7","5350","false"
"L63790","1","0","13","6","0","4","505","false"
"L63791","7","0","202","13","0","7","505","false"
"L63792","1","0","6","6","0","3","505","false"
"L63793","1","0","21","2","0","2","1404","false"
"L63794","1","0","9","2","0","2","1404","false"
"L72124","30","0","662","13","0","5","5350","false"
"L72125","1","0","32","8","0","6","505","false"
"L72126","82","0","828","20","0","10","5350","false"
"L72127","1","0","17","3","0","3","5350","false"
"L72128","1","0","12","6","0","4","505","false"
"L72129","1","0","44","6","0","3","5350","false"
"L72130","1","0","33","3","0","3","5350","false"
"L72131","1","0","1","3","0","3","5350","false"
"L72132","4","0","42","3","0","3","5350","false"
"L72133","4","0","43","3","0","3","5350","false"
"L37120","14","0","152","15","0","5","7","false"
"L37121","25","0","180","9","0","5","7","false"
"L37122","6","0","56","20","0","9","505","false"
"L37123","1","0","12","12","0","5","7","false"
"L37124","2","0","30","13","0","5","7","false"
"L37422","1","0","33","9","0","5","5350","false"
"L37423","1","0","156","85","0","13","5350","false"
"L37424","4","0","42","6","0","4","505","false"
"L37425","4","0","43","6","0","4","505","false"
"L37426","1","0","34","6","0","4","5350","false"
"L37941","1","0","16","19","0","9","2472","false"
"L37942","1","0","35","11","0","7","1296","false"
"L37943","24","0","193","11","0","5","2319","false"
"L37944","1","0","7","7","0","3","505","false"
"L37945","2","0","24","7","0","5","1634","false"
"L37946","14","0","161","18","0","10","505","false"
"L37947","7","0","73","11","0","4","310","false"
"L37948","1","0","46","15","0","7","3997","false"
"L37949","1","0","57","19","0","9","2472","false"
"L37950","1","0","25","7","0","4","2472","false"
"L37951","1","0","13","16","0","7","2472","false"
"L37952","1","0","5","7","0","3","505","false"
"L37953","19","0","71","8","0","3","505","false"
"L37954","1","0","25","7","0","4","2472","false"
"L37955","6","0","95","17","0","7","505","false"
"L37956","1","0","13","2","0","1","3997","false"
"L37957","1","0","17","2","0","1","3997","false"
"L37958","1","0","25","7","0","4","2472","false"
"L37959","3","0","75","23","0","10","2472","false"
"L37960","1","0","25","7","0","4","2472","false"
"L37961","6","0","95","17","0","7","505","false"
"L37962","1","0","13","6","0","4","505","false"
"L37963","1","0","17","2","0","1","3997","false"
"L39285","21","0","176","22","0","8","505","false"
"L39286","1","0","11","9","0","4","2472","false"
"L39287","1","0","35","7","0","4","2472","false"
"L39288","6","0","93","11","0","8","5350","false"
"L39289","10","0","160","18","0","6","505","false"
"L39290","1","0","26","6","0","4","1634","false"
"L39291","1","0","5","1","0","1","1296","false"
"L39292","5","0","52","3","0","1","5350","false"
"L39293","66","0","592","87","0","14","5350","false"
"L39294","76","0","988","126","0","17","310","true"
"L39295","4","0","184","32","0","10","5350","false"
"L39296","1","0","189","10","0","5","310","false"
"L39297","118","0","574","55","0","12","5350","false"
"L39298","3","0","60","2","0","1","3997","false"
"L39299","1","0","19","2","0","1","3997","false"
"L39300","2","0","33","3","0","2","5350","false"
"L39301","14","0","148","24","0","8","2472","false"
"L39302","1","0","8","2","0","1","3997","false"
"L39303","1","0","87","39","0","9","2319","false"
"L39304","10","0","144","45","0","11","5350","false"
"L39305","15","0","115","3","0","3","505","false"
"L39306","6","0","138","20","0","9","5350","false"
"L39307","1","0","9","2","0","1","3997","false"
"L39308","9","0","160","23","0","8","5350","false"
"L39309","1","0","105","6","0","4","1634","false"
"L39310","3","0","42","9","0","6","505","false"
"L39311","1","0","56","15","0","5","310","false"
"L39312","1","0","6","2","0","1","3997","false"
"L39313","105","0","730","18","0","5","5350","false"
"L43570","53","0","354","8","0","3","1126","false"
"L43571","13","0","125","8","0","5","505","false"
"L43572","13","0","160","9","0","4","1126","false"
"L43573","21","0","201","29","0","8","5350","false"
"L43574","30","0","274","10","0","4","5350","false"
"L43575","1","0","13","6","0","4","5350","false"
"L43576","1","0","26","2","0","1","3997","false"
"L51661","1","0","7","6","0","5","1634","false"
"L51662","1","0","16","1","0","1","3997","false"
"L51663","1","0","56","34","0","10","828","true"
"L51664","16","0","316","63","0","13","5350","true"
"L51665","1","0","11","6","0","2","5350","false"
"L51666","1","0","12","1","0","1","3997","false"
"L51960","9","0","72","5","0","4","5350","false"
"L52019","2","0","19","13","0","8","1636","false"
"L52020","7","0","78","2","0","2","7","false"
"L52021","3","0","34","6","0","4","5350","false"
"L52022","4","0","36","9","0","6","5350","false"
"L52023","6","0","52","12","0","6","7","false"
"L52024","3","0","41","18","0","6","5350","false"
"L52025","3","0","56","50","0","9","5350","false"
"L52026","15","0","215","37","0","9","2472","false"
"L52027","5","0","106","51","0","9","5350","false"
"L52028","9","0","95","18","0","8","5350","false"
"L52029","1","0","5","4","0","3","7","false"
"L52030","1","0","17","10","0","7","5350","false"
"L53100","1","0","25","23","2","9","2472","false"
"L53101","1","0","62","3","0","3","1634","false"
"L53102","1","0","18","2","0","2","5350","false"
"L53103","1","0","20","1","0","1","3997","false"
"L53104","1","0","20","1","0","1","3997","false"
"L53105","1","0","27","28","0","8","5350","false"
"L53106","29","0","258","5","0","3","5350","false"
"L53107","1","0","12","2","0","2","1296","false"
"L53108","1","0","35","14","0","6","5350","false"
"L53109","25","0","217","14","0","8","5350","false"
"L53110","69","0","496","6","0","5","505","false"
"L53111","33","0","284","22","0","9","5350","false"
"L53112","57","0","437","32","0","12","5350","false"
"L53113","1","0","10","18","0","8","1634","false"
"L53114","1","0","4","1","0","1","3997","false"
"L53115","78","0","622","42","0","10","5350","false"
"L53116","1","0","19","18","0","7","505","false"
"L53117","1","0","46","7","0","3","5350","false"
"L53118","1","0","9","2","0","1","5350","false"
"L53119","43","0","392","36","0","9","5350","false"
"L53120","89","0","857","110","2","14","2319","false"
"L53121","1","0","10","15","0","7","1634","false"
"L53122","53","0","499","17","0","9","5350","false"
"L53123","20","0","154","3","0","3","1404","false"
"L58212","3","0","64","3","0","3","2319","false"
