"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of committers","Number of previous fixes","Number of previous modifications","Number of bugs"
"L6966","InboundSettings.java","common/src/main/java/com/cloudera/oryx/common/settings/InboundSettings.java","L6963","9","0","130","0","0","0","1","1"
"L7137","SignalManager.java","common/src/main/java/com/cloudera/oryx/common/signal/SignalManager.java","L7136","2","0","18","0","0","0","1","0"
"L7138","SignalManagerPOSIXImpl.java","common/src/main/java/com/cloudera/oryx/common/signal/SignalManagerPOSIXImpl.java","L7136","2","0","19","0","0","0","1","0"
"L7139","SignalType.java","common/src/main/java/com/cloudera/oryx/common/signal/SignalType.java","L7136","1","0","5","0","0","0","1","0"
"L4246","ClassUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/ClassUtilsTest.java","L4245","1","0","19","0","0","0","1","0"
"L4247","LangUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/LangUtilsTest.java","L4245","1","0","28","0","0","0","1","0"
"L4248","OryxTest.java","common/src/test/java/com/cloudera/oryx/common/OryxTest.java","L4245","7","0","90","0","0","0","1","0"
"L4249","ReloadingReferenceTest.java","common/src/test/java/com/cloudera/oryx/common/ReloadingReferenceTest.java","L4245","1","0","39","0","0","0","1","0"
"L4606","CommonsMathLinearSystemSolverTest.java","common/src/test/java/com/cloudera/oryx/common/math/CommonsMathLinearSystemSolverTest.java","L4605","1","0","23","0","0","0","1","0"
"L4607","DummyVisitor.java","common/src/test/java/com/cloudera/oryx/common/math/DummyVisitor.java","L4605","1","0","14","0","0","0","1","0"
"L4608","MatrixUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/math/MatrixUtilsTest.java","L4605","3","0","77","0","0","0","1","0"
"L4609","NamedRealVectorTest.java","common/src/test/java/com/cloudera/oryx/common/math/NamedRealVectorTest.java","L4605","1","0","14","0","0","0","1","0"
"L4610","SimpleVectorMathTest.java","common/src/test/java/com/cloudera/oryx/common/math/SimpleVectorMathTest.java","L4605","1","0","23","0","0","0","1","0"
"L4611","SparseIteratorTest.java","common/src/test/java/com/cloudera/oryx/common/math/SparseIteratorTest.java","L4605","1","0","80","0","0","0","1","0"
"L4612","VectorsTest.java","common/src/test/java/com/cloudera/oryx/common/math/VectorsTest.java","L4605","1","0","33","0","0","0","1","0"
"L5206","DoubleWeightedMeanTest.java","common/src/test/java/com/cloudera/oryx/common/stats/DoubleWeightedMeanTest.java","L5205","2","0","43","0","0","0","1","0"
"L5207","IntegerWeightedMeanTest.java","common/src/test/java/com/cloudera/oryx/common/stats/IntegerWeightedMeanTest.java","L5205","3","0","58","0","0","0","1","0"
"L5208","JVMEnvironmentTest.java","common/src/test/java/com/cloudera/oryx/common/stats/JVMEnvironmentTest.java","L5205","1","0","18","0","0","0","1","0"
"L5209","RunningStatisticsTest.java","common/src/test/java/com/cloudera/oryx/common/stats/RunningStatisticsTest.java","L5205","1","0","17","0","0","0","1","0"
"L5592","BitSetTest.java","common/src/test/java/com/cloudera/oryx/common/collection/BitSetTest.java","L5591","10","0","112","0","0","0","1","0"
"L5593","LongFloatMapTest.java","common/src/test/java/com/cloudera/oryx/common/collection/LongFloatMapTest.java","L5591","5","0","110","0","0","0","1","0"
"L5594","LongObjectMapTest.java","common/src/test/java/com/cloudera/oryx/common/collection/LongObjectMapTest.java","L5591","4","0","106","0","0","0","1","0"
"L5595","LongSetTest.java","common/src/test/java/com/cloudera/oryx/common/collection/LongSetTest.java","L5591","7","0","128","0","0","0","1","0"
"L5596","SamplingLongPrimitiveIteratorTest.java","common/src/test/java/com/cloudera/oryx/common/collection/SamplingLongPrimitiveIteratorTest.java","L5591","4","0","86","0","0","0","1","0"
"L6260","DelimitedDataUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/io/DelimitedDataUtilsTest.java","L6259","1","0","49","0","0","0","1","0"
"L6261","IOUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/io/IOUtilsTest.java","L6259","1","0","44","0","0","0","1","0"
"L6262","VarintTest.java","common/src/test/java/com/cloudera/oryx/common/io/VarintTest.java","L6259","20","0","154","0","0","0","1","0"
"L6661","MemoryHandlerTest.java","common/src/test/java/com/cloudera/oryx/common/log/MemoryHandlerTest.java","L6660","2","0","23","0","0","0","1","0"
"L6728","ExecutorUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/parallel/ExecutorUtilsTest.java","L6727","1","0","53","0","0","0","1","0"
"L6968","APISettingsTest.java","common/src/test/java/com/cloudera/oryx/common/settings/APISettingsTest.java","L6967","1","0","40","0","0","0","1","0"
"L6969","ConfigUtilsTest.java","common/src/test/java/com/cloudera/oryx/common/settings/ConfigUtilsTest.java","L6967","1","0","11","0","0","0","1","0"
"L6970","InboundSettingsTest.java","common/src/test/java/com/cloudera/oryx/common/settings/InboundSettingsTest.java","L6967","1","0","75","0","0","0","1","0"
"L4588","SolverLoadIT.java","common/src/it/java/com/cloudera/oryx/common/math/SolverLoadIT.java","L4587","4","0","40","0","0","0","1","0"
"L5197","RunningStatisticsPerTimeIT.java","common/src/it/java/com/cloudera/oryx/common/stats/RunningStatisticsPerTimeIT.java","L5196","1","0","23","0","0","0","1","0"
"L4260","FilesOrDirsPathFilter.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/FilesOrDirsPathFilter.java","L4259","4","0","22","0","0","0","1","0"
"L4261","Namespaces.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/Namespaces.java","L4259","3","0","59","0","0","0","1","2"
"L4262","OryxConfiguration.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/OryxConfiguration.java","L4259","13","0","88","0","0","0","1","1"
"L4263","Store.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/Store.java","L4259","42","0","289","0","0","0","1","1"
"L4264","StoreUtils.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/StoreUtils.java","L4259","6","0","42","0","0","0","1","1"
"L4285","InMemoryRealm.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/web/InMemoryRealm.java","L4284","6","0","45","0","0","0","1","0"
"L4286","LogServlet.java","common-servcomp/src/main/java/com/cloudera/oryx/common/servcomp/web/LogServlet.java","L4284","2","0","25","0","0","0","1","0"
"L4272","NamespacesTest.java","common-servcomp/src/test/java/com/cloudera/oryx/common/servcomp/NamespacesTest.java","L4271","1","0","24","0","0","0","1","0"
"L4273","StoreTest.java","common-servcomp/src/test/java/com/cloudera/oryx/common/servcomp/StoreTest.java","L4271","1","0","32","0","0","0","1","0"
"L4283","style_jspx.java","common-servcomp/src/gen/java/com/cloudera/oryx/common/servcomp/web/style_jspx.java","L4282","7","0","52","0","0","0","1","0"
"L9373","error_jspx.java","computation/src/gen/java/com/cloudera/oryx/computation/web/error_jspx.java","L9372","9","0","87","0","0","0","1","0"
"L9374","index_jspx.java","computation/src/gen/java/com/cloudera/oryx/computation/web/index_jspx.java","L9372","17","0","229","0","0","0","1","0"
"L7327","DependenciesScheduler.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/DependenciesScheduler.java","L7326","11","0","58","0","0","0","1","0"
"L7328","DependsOn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/DependsOn.java","L7326","2","0","37","0","0","0","1","0"
"L7329","DistributedGenerationRunner.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/DistributedGenerationRunner.java","L7326","16","0","119","0","0","0","1","2"
"L7330","GenerationRunner.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/GenerationRunner.java","L7326","34","0","286","0","0","0","1","2"
"L7331","GenerationRunnerState.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/GenerationRunnerState.java","L7326","8","0","68","0","0","0","1","1"
"L7332","HasState.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/HasState.java","L7326","1","0","6","0","0","0","1","0"
"L7333","JobException.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/JobException.java","L7326","1","0","9","0","0","0","1","0"
"L7334","JobStep.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/JobStep.java","L7326","34","0","339","0","0","0","1","1"
"L7335","JobStepConfig.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/JobStepConfig.java","L7326","1","0","38","0","0","0","1","1"
"L7336","LocalGenerationRunner.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/LocalGenerationRunner.java","L7326","1","0","6","0","0","0","1","0"
"L7337","ParallelStep.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/ParallelStep.java","L7326","8","0","83","0","0","0","1","1"
"L7338","StepState.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/StepState.java","L7326","2","0","56","0","0","0","1","0"
"L7339","StepStatus.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/StepStatus.java","L7326","1","0","8","0","0","0","1","0"
"L7350","Crossfold.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/crossfold/Crossfold.java","L7349","2","0","46","0","0","0","1","0"
"L7517","OryxDoFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxDoFn.java","L7516","1","0","34","0","0","0","1","1"
"L7518","OryxMapFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxMapFn.java","L7516","1","0","37","0","0","0","1","1"
"L7519","OryxReduceDoFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxReduceDoFn.java","L7516","2","0","51","0","0","0","1","1"
"L7520","OryxReduceMapFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/OryxReduceMapFn.java","L7516","1","0","10","0","0","0","1","0"
"L7521","StringSplitFn.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/StringSplitFn.java","L7516","1","0","19","0","0","0","1","0"
"L7522","SumVectorsAggregator.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/fn/SumVectorsAggregator.java","L7516","2","0","34","0","0","0","1","0"
"L7890","JacksonUtils.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/json/JacksonUtils.java","L7889","1","0","22","0","0","0","1","0"
"L7928","BasicSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/BasicSpec.java","L7927","6","0","83","0","0","0","1","0"
"L7929","DataType.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/DataType.java","L7927","1","0","16","0","0","0","1","0"
"L7930","FieldSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/FieldSpec.java","L7927","1","0","7","0","0","0","1","0"
"L7931","Header.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Header.java","L7927","11","0","100","0","0","0","1","0"
"L7932","Record.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Record.java","L7927","1","0","22","0","0","0","1","0"
"L7933","Records.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Records.java","L7927","1","0","16","0","0","0","1","0"
"L7934","RecordSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/RecordSpec.java","L7927","6","0","119","0","0","0","1","0"
"L7935","SimpleRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/SimpleRecord.java","L7927","3","0","114","0","0","0","1","0"
"L7936","Spec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Spec.java","L7927","1","0","10","0","0","0","1","0"
"L7937","Specs.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/Specs.java","L7927","9","0","42","0","0","0","1","0"
"L7938","SummarizedRecords.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/SummarizedRecords.java","L7927","1","0","13","0","0","0","1","0"
"L8596","ReservoirSampling.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/sample/ReservoirSampling.java","L8595","14","0","176","0","0","0","1","0"
"L8811","Entry.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Entry.java","L8810","1","0","21","0","0","0","1","0"
"L8812","InternalNumeric.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/InternalNumeric.java","L8810","7","0","42","0","0","0","1","0"
"L8813","InternalStats.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/InternalStats.java","L8810","13","0","109","0","0","0","1","0"
"L8814","Numeric.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Numeric.java","L8810","3","0","44","0","0","0","1","0"
"L8815","Summarizer.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Summarizer.java","L8810","17","0","173","0","0","0","1","0"
"L8816","Summary.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/Summary.java","L8810","14","0","89","0","0","0","1","0"
"L8817","SummaryStats.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/summary/SummaryStats.java","L8810","15","0","90","0","0","0","1","0"
"L9145","MLRecords.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/types/MLRecords.java","L9144","13","0","153","0","0","0","1","0"
"L9146","Serializables.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/types/Serializables.java","L9144","4","0","65","0","0","0","1","0"
"L9280","RealVectorWritable.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/writable/RealVectorWritable.java","L9279","21","0","119","0","0","0","1","0"
"L7941","AvroFieldSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/AvroFieldSpec.java","L7940","2","0","31","0","0","0","1","0"
"L7942","AvroRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/AvroRecord.java","L7940","2","0","95","0","0","0","1","0"
"L7943","AvroSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/AvroSpec.java","L7940","9","0","75","0","0","0","1","0"
"L7944","Spec2Schema.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/avro/Spec2Schema.java","L7940","8","0","33","0","0","0","1","0"
"L8116","CSVFieldSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/csv/CSVFieldSpec.java","L8115","1","0","26","0","0","0","1","0"
"L8117","CSVRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/csv/CSVRecord.java","L8115","3","0","106","0","0","0","1","0"
"L8118","CSVSpec.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/csv/CSVSpec.java","L8115","2","0","47","0","0","0","1","0"
"L8546","VectorRecord.java","computation-common/src/main/java/com/cloudera/oryx/computation/common/records/vectors/VectorRecord.java","L8545","2","0","89","0","0","0","1","0"
"L7347","DependenciesSchedulerTest.java","computation-common/src/test/java/com/cloudera/oryx/computation/common/DependenciesSchedulerTest.java","L7346","1","0","56","0","0","0","1","0"
"L8598","ReservoirSamplingTest.java","computation-common/src/test/java/com/cloudera/oryx/computation/common/sample/ReservoirSamplingTest.java","L8597","4","0","40","0","0","0","1","0"
