@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "CC" NUMERIC
@ATTRIBUTE "CCL" NUMERIC
@ATTRIBUTE "CCO" NUMERIC
@ATTRIBUTE "CI" NUMERIC
@ATTRIBUTE "CLC" NUMERIC
@ATTRIBUTE "CLLC" NUMERIC
@ATTRIBUTE "LDC" NUMERIC
@ATTRIBUTE "LLDC" NUMERIC
@ATTRIBUTE "LCOM5" NUMERIC
@ATTRIBUTE "NL" NUMERIC
@ATTRIBUTE "NLE" NUMERIC
@ATTRIBUTE "WMC" NUMERIC
@ATTRIBUTE "CBO" NUMERIC
@ATTRIBUTE "CBOI" NUMERIC
@ATTRIBUTE "NII" NUMERIC
@ATTRIBUTE "NOI" NUMERIC
@ATTRIBUTE "RFC" NUMERIC
@ATTRIBUTE "AD" NUMERIC
@ATTRIBUTE "CD" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "DLOC" NUMERIC
@ATTRIBUTE "PDA" NUMERIC
@ATTRIBUTE "PUA" NUMERIC
@ATTRIBUTE "TCD" NUMERIC
@ATTRIBUTE "TCLOC" NUMERIC
@ATTRIBUTE "DIT" NUMERIC
@ATTRIBUTE "NOA" NUMERIC
@ATTRIBUTE "NOC" NUMERIC
@ATTRIBUTE "NOD" NUMERIC
@ATTRIBUTE "NOP" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "LOC" NUMERIC
@ATTRIBUTE "NA" NUMERIC
@ATTRIBUTE "NG" NUMERIC
@ATTRIBUTE "NLA" NUMERIC
@ATTRIBUTE "NLG" NUMERIC
@ATTRIBUTE "NLM" NUMERIC
@ATTRIBUTE "NLPA" NUMERIC
@ATTRIBUTE "NLPM" NUMERIC
@ATTRIBUTE "NLS" NUMERIC
@ATTRIBUTE "NM" NUMERIC
@ATTRIBUTE "NOS" NUMERIC
@ATTRIBUTE "NPA" NUMERIC
@ATTRIBUTE "NPM" NUMERIC
@ATTRIBUTE "NS" NUMERIC
@ATTRIBUTE "TLLOC" NUMERIC
@ATTRIBUTE "TLOC" NUMERIC
@ATTRIBUTE "TNA" NUMERIC
@ATTRIBUTE "TNG" NUMERIC
@ATTRIBUTE "TNLA" NUMERIC
@ATTRIBUTE "TNLG" NUMERIC
@ATTRIBUTE "TNLM" NUMERIC
@ATTRIBUTE "TNLPA" NUMERIC
@ATTRIBUTE "TNLPM" NUMERIC
@ATTRIBUTE "TNLS" NUMERIC
@ATTRIBUTE "TNM" NUMERIC
@ATTRIBUTE "TNOS" NUMERIC
@ATTRIBUTE "TNPA" NUMERIC
@ATTRIBUTE "TNPM" NUMERIC
@ATTRIBUTE "TNS" NUMERIC
@ATTRIBUTE "WarningBlocker" NUMERIC
@ATTRIBUTE "WarningCritical" NUMERIC
@ATTRIBUTE "WarningInfo" NUMERIC
@ATTRIBUTE "WarningMajor" NUMERIC
@ATTRIBUTE "WarningMinor" NUMERIC
@ATTRIBUTE "Android Rules" NUMERIC
@ATTRIBUTE "Basic Rules" NUMERIC
@ATTRIBUTE "Brace Rules" NUMERIC
@ATTRIBUTE "Clone Implementation Rules" NUMERIC
@ATTRIBUTE "Clone Metric Rules" NUMERIC
@ATTRIBUTE "Code Size Rules" NUMERIC
@ATTRIBUTE "Cohesion Metric Rules" NUMERIC
@ATTRIBUTE "Comment Rules" NUMERIC
@ATTRIBUTE "Complexity Metric Rules" NUMERIC
@ATTRIBUTE "Controversial Rules" NUMERIC
@ATTRIBUTE "Coupling Metric Rules" NUMERIC
@ATTRIBUTE "Coupling Rules" NUMERIC
@ATTRIBUTE "Design Rules" NUMERIC
@ATTRIBUTE "Documentation Metric Rules" NUMERIC
@ATTRIBUTE "Empty Code Rules" NUMERIC
@ATTRIBUTE "Finalizer Rules" NUMERIC
@ATTRIBUTE "Import Statement Rules" NUMERIC
@ATTRIBUTE "Inheritance Metric Rules" NUMERIC
@ATTRIBUTE "J2EE Rules" NUMERIC
@ATTRIBUTE "JUnit Rules" NUMERIC
@ATTRIBUTE "Jakarta Commons Logging Rules" NUMERIC
@ATTRIBUTE "Java Logging Rules" NUMERIC
@ATTRIBUTE "JavaBean Rules" NUMERIC
@ATTRIBUTE "MigratingToJUnit4 Rules" NUMERIC
@ATTRIBUTE "Migration Rules" NUMERIC
@ATTRIBUTE "Migration13 Rules" NUMERIC
@ATTRIBUTE "Migration14 Rules" NUMERIC
@ATTRIBUTE "Migration15 Rules" NUMERIC
@ATTRIBUTE "Naming Rules" NUMERIC
@ATTRIBUTE "Optimization Rules" NUMERIC
@ATTRIBUTE "Security Code Guideline Rules" NUMERIC
@ATTRIBUTE "Size Metric Rules" NUMERIC
@ATTRIBUTE "Strict Exception Rules" NUMERIC
@ATTRIBUTE "String and StringBuffer Rules" NUMERIC
@ATTRIBUTE "Type Resolution Rules" NUMERIC
@ATTRIBUTE "Unnecessary and Unused Code Rules" NUMERIC
@ATTRIBUTE "Vulnerability Rules" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L7379","0","0","0","0","0","0","0","0","1","0","0","2","0","2","2","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","11","13","1","0","1","0","2","0","2","0","2","2","0","2","0","11","13","1","0","1","0","2","0","2","0","2","2","0","2","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L7865","0","0","0","0","0","0","0","0","1","1","1","2","5","1","0","4","5","0","0.0833333","1","0","0","2","0.0833333","1","0","0","0","0","0","11","14","0","0","0","0","1","0","1","0","1","5","0","1","0","11","14","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L7100","0","0","0","0","0","0","0","0","1","1","1","5","3","1","1","5","7","0","0","0","0","0","3","0","0","0","0","0","0","0","18","21","3","0","3","0","2","0","2","0","2","7","0","2","0","18","21","3","0","3","0","2","0","2","0","2","7","0","2","0","0","0","7","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","true"
"L5725","0","0","0","0","0","0","0","0","1","0","0","4","3","16","145","4","8","0","0","0","0","0","5","0","0","0","0","14","14","0","19","23","3","2","3","2","4","0","4","0","4","6","0","4","0","19","23","3","2","3","2","4","0","4","0","4","6","0","4","0","0","0","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L11130","0.284861","6","89","10","0.23301","0.367568","72","68","8","2","2","104","4","10","18","8","24","0.9375","0.324818","89","89","15","1","0.324818","89","0","0","0","0","0","185","309","0","1","0","1","16","0","15","0","16","48","0","15","0","185","309","0","1","0","1","16","0","15","0","16","48","0","15","0","0","0","52","2","14","0","0","0","0","41","0","1","0","3","0","0","0","14","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","true"
"L11171","0.162246","2","12","4","0.14966","0.163636","22","18","1","2","2","21","12","3","3","28","33","0.2","0.0434783","5","5","1","4","0.0434783","5","0","0","0","0","0","110","147","2","2","2","2","5","0","4","0","5","75","0","4","0","110","147","2","2","2","2","5","0","4","0","5","75","0","4","0","0","0","27","0","17","0","1","0","0","11","0","0","0","1","0","2","0","16","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L11448","0","0","0","0","0","0","0","0","0","1","1","2","0","1","1","0","1","0.5","0.175","7","7","1","1","0.175","7","0","0","0","0","0","33","44","1","1","1","1","1","0","1","0","1","3","0","1","0","33","44","1","1","1","1","1","0","1","0","1","3","0","1","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","false"
"L11458","0","0","0","0","0","0","0","0","13","1","1","24","28","17","22","35","49","0.0666667","0.079646","9","8","1","14","0.079646","9","0","0","0","0","0","104","157","0","0","0","0","14","0","14","0","14","68","0","14","0","104","157","0","0","0","0","14","0","14","0","14","68","0","14","0","0","0","31","0","14","0","0","0","0","0","0","1","0","0","0","1","0","14","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","true"
"L11582","0.317526","2","12","4","0.330827","0.387097","44","36","4","2","2","23","6","2","2","17","22","0.4","0.0970874","10","10","2","3","0.0970874","10","0","0","0","0","0","93","133","0","0","0","0","5","0","4","0","5","65","0","4","0","93","133","0","0","0","0","5","0","4","0","5","65","0","4","0","0","0","39","0","0","0","0","0","0","27","0","1","0","0","0","2","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","true"
"L7682","0.0286299","3","21","3","0.0404624","0.0520446","14","14","3","2","2","40","8","7","9","8","21","0.272727","0.117155","28","3","3","8","0.0942761","28","0","0","0","0","0","211","286","7","1","7","1","13","1","10","0","13","118","1","10","0","269","346","20","3","20","3","16","14","13","0","16","137","14","13","0","0","0","52","4","16","0","0","0","0","8","0","1","0","1","0","0","0","14","36","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","6","2","0","1","0","0","false"
"L11667","0.576642","8","226","27","0.441176","0.647343","300","268","8","2","2","236","5","15","24","15","51","0.861111","0.31457","190","186","31","5","0.31457","190","0","0","0","0","0","414","680","0","0","0","0","36","0","35","0","36","114","0","35","0","414","680","0","0","0","0","36","0","35","0","36","114","0","35","0","0","0","160","0","32","0","0","0","0","136","0","1","0","4","0","0","0","32","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L7703","0","0","0","0","0","0","0","0","1","0","0","3","1","1","1","0","2","0","0.0909091","1","0","0","3","0.0909091","1","0","0","0","0","0","10","13","1","0","1","0","2","0","2","0","2","2","0","2","0","10","13","1","0","1","0","2","0","2","0","2","2","0","2","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L11779","0.928571","2","21","2","0.809524","0.842105","17","16","1","1","1","11","2","2","3","2","4","0","0","0","0","0","1","0","0","0","0","0","0","0","19","21","0","0","0","0","2","0","0","0","2","3","0","0","0","19","21","0","0","0","0","2","0","0","0","2","3","0","0","0","0","0","19","0","2","0","0","0","0","12","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L11782","0","0","0","0","0","0","0","0","5","1","1","26","3","45","67","5","17","0.25","0.291667","28","23","3","9","0.291667","28","0","0","0","0","0","68","111","14","4","14","4","12","13","11","0","12","25","13","11","0","68","111","14","4","14","4","12","13","11","0","12","25","13","11","0","0","0","26","0","6","0","0","0","0","0","0","1","0","0","0","0","0","5","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","0","0","0","0","0","true"
"L11814","0.0346154","1","4","1","0.0641026","0.0849057","10","9","2","7","2","28","10","2","2","12","17","0.666667","0.165354","21","20","2","1","0.165354","21","0","0","0","0","0","106","156","0","0","0","0","5","0","2","0","5","74","0","2","0","106","156","0","0","0","0","5","0","2","0","5","74","0","2","0","0","0","22","3","9","0","0","0","0","7","0","1","0","4","0","1","0","8","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","false"
"L4385","0.112134","1","2","2","0.0772201","0.101523","20","20","3","3","3","67","10","17","36","7","36","0.0666667","0.0751174","16","16","2","28","0.0751174","16","0","0","0","0","0","197","259","22","5","22","5","29","0","29","0","29","91","0","29","0","197","259","22","5","22","5","29","0","29","0","29","91","0","29","0","0","0","78","22","50","0","0","0","0","14","0","1","0","0","0","0","0","58","57","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","6","4","0","4","0","0","false"
"L11932","0","0","0","0","0","0","0","0","1","2","2","24","6","2","1","12","21","0.777778","0.324561","37","37","7","2","0.324561","37","0","0","0","0","0","77","133","2","0","2","0","9","1","8","0","9","43","1","8","0","77","133","2","0","2","0","9","1","8","0","9","43","1","8","0","0","0","11","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","1","0","0","0","false"
"L11967","0","0","0","0","0","0","0","0","110","1","1","113","5","68","138","2","114","0.207207","0.210191","33","33","23","88","0.210191","33","0","0","0","0","0","124","205","0","0","0","0","112","0","110","0","112","116","0","110","0","124","205","0","0","0","0","112","0","110","0","112","116","0","110","0","0","18","191","0","1","0","0","0","0","0","0","1","0","0","0","1","0","19","181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","false"
"L12703","0","0","0","0","0","0","0","0","3","2","2","21","3","29","59","1","11","0.3","0.211765","18","18","3","7","0.211765","18","0","0","0","0","0","67","99","0","7","0","7","10","0","9","0","10","28","0","9","0","67","99","0","7","0","7","10","0","9","0","10","28","0","9","0","0","2","19","0","3","0","0","0","0","0","0","1","0","0","0","0","0","5","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","false"
"L285","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","7","1","0","1","0","1","0","1","0","1","1","0","1","0","6","7","1","0","1","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L293","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","7","1","0","1","0","1","0","1","0","1","1","0","1","0","6","7","1","0","1","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L810","0","0","0","0","0","0","0","0","1","0","0","2","3","1","1","4","6","0","0","0","0","0","2","0","0","1","1","0","0","1","9","10","2","1","0","0","2","0","1","0","9","2","0","4","0","9","10","2","1","0","0","2","0","1","0","9","2","0","4","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L811","0","0","0","0","0","0","0","0","3","3","3","25","11","2","4","15","23","0","0.0114943","1","0","0","4","0.0114943","1","0","0","2","2","0","86","110","2","1","2","1","8","0","3","0","8","48","0","3","0","86","110","2","1","2","1","8","0","3","0","8","48","0","3","0","0","0","21","0","9","0","0","0","0","0","0","1","0","0","0","1","0","9","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L902","0","0","0","0","0","0","0","0","1","2","2","7","10","1","1","11","13","0","0","0","0","0","2","0","0","1","1","0","0","1","36","45","2","1","0","0","2","0","1","0","9","22","0","4","0","36","45","2","1","0","0","2","0","1","0","9","22","0","4","0","0","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L913","0","0","0","0","0","0","0","0","1","4","4","10","8","0","0","14","15","0","0","0","0","0","2","0","0","0","0","0","0","0","45","58","0","0","0","0","1","0","1","0","1","26","0","1","0","45","58","0","0","0","0","1","0","1","0","1","26","0","1","0","0","0","8","2","5","0","0","0","0","0","0","0","0","2","0","1","0","5","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","true"
"L975","0","0","0","0","0","0","0","0","2","2","2","4","4","1","0","6","8","0","0","0","0","0","3","0","0","0","0","0","0","0","20","24","0","0","0","0","2","0","2","0","2","8","0","2","0","20","24","0","0","0","0","2","0","2","0","2","8","0","2","0","0","0","8","0","4","0","0","0","0","0","0","1","0","0","0","0","0","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L993","0.348485","1","3","1","0.277778","0.322581","10","10","2","2","2","7","5","1","0","8","10","0","0.03125","1","0","0","3","0.03125","1","0","0","0","0","0","31","36","0","0","0","0","2","0","2","0","2","11","0","2","0","31","36","0","0","0","0","2","0","2","0","2","11","0","2","0","0","0","19","0","6","0","0","0","0","11","0","1","0","0","0","0","0","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1015","0","0","0","0","0","0","0","0","2","2","2","5","3","1","0","4","6","0","0","0","0","0","3","0","0","0","0","0","0","0","21","25","0","0","0","0","2","0","2","0","2","8","0","2","0","21","25","0","0","0","0","2","0","2","0","2","8","0","2","0","0","0","8","0","4","0","0","0","0","0","0","1","0","0","0","0","0","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1039","0","0","0","0","0","0","0","0","5","1","1","6","6","1","0","8","13","0","0","0","0","0","1","0","0","1","1","0","0","1","28","34","0","0","0","0","5","0","0","0","10","10","0","2","0","28","34","0","0","0","0","5","0","0","0","10","10","0","2","0","0","0","14","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1070","0","0","0","0","0","0","0","0","5","1","1","6","6","1","0","7","12","0","0","0","0","0","1","0","0","1","1","0","0","1","28","32","0","0","0","0","5","0","0","0","10","8","0","2","0","28","32","0","0","0","0","5","0","0","0","10","8","0","2","0","0","0","14","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1092","0","0","0","0","0","0","0","0","1","2","2","5","6","0","0","9","10","0","0","0","0","0","2","0","0","0","0","0","0","0","28","36","0","0","0","0","1","0","1","0","1","15","0","1","0","28","36","0","0","0","0","1","0","1","0","1","15","0","1","0","0","1","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","true"
"L1040","0.406667","2","12","3","0.325203","0.346939","40","34","2","3","3","30","8","3","0","15","25","0","0.010101","1","0","0","3","0.010101","1","0","0","3","3","0","98","123","0","0","0","0","10","0","2","0","10","47","0","2","0","98","123","0","0","0","0","10","0","2","0","10","47","0","2","0","0","3","44","0","4","0","0","0","0","18","0","1","0","1","0","1","0","7","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1176","0","0","0","0","0","0","0","0","5","1","1","7","6","1","0","9","14","0","0","0","0","0","1","0","0","1","1","0","0","1","32","40","0","0","0","0","5","0","0","0","10","13","0","2","0","32","40","0","0","0","0","5","0","0","0","10","13","0","2","0","0","0","14","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1198","0.143451","1","4","1","0.0863309","0.107143","12","12","2","3","3","29","10","1","0","22","32","0.333333","0.042735","5","4","1","2","0.042735","5","0","0","0","0","0","112","139","0","0","0","0","10","0","2","0","10","54","0","2","0","112","139","0","0","0","0","10","0","2","0","10","54","0","2","0","0","2","34","0","4","0","0","0","0","8","0","1","0","1","0","1","0","6","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1252","0.204545","1","4","1","0.254545","0.26087","14","12","5","3","3","14","6","1","0","9","16","0","0","0","0","0","1","0","0","1","1","0","0","1","46","55","1","0","0","0","7","0","0","0","9","17","0","2","0","46","55","1","0","0","0","7","0","0","0","9","17","0","2","0","0","0","29","0","2","0","0","0","0","11","0","1","0","0","0","0","0","2","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1253","0","0","0","0","0","0","0","0","2","3","3","27","4","2","0","9","17","0","0","0","0","0","3","0","0","0","0","2","2","0","91","114","1","0","1","0","8","0","2","0","8","50","0","2","0","91","114","1","0","1","0","8","0","2","0","8","50","0","2","0","0","0","23","0","5","0","0","0","0","0","0","1","0","1","0","1","0","5","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","false"
"L1334","0.208092","1","4","1","0.254545","0.26087","14","12","5","3","3","14","6","1","0","8","15","0","0","0","0","0","1","0","0","1","1","0","0","1","46","55","1","0","0","0","7","0","0","0","9","17","0","2","0","46","55","1","0","0","0","7","0","0","0","9","17","0","2","0","0","0","29","0","2","0","0","0","0","11","0","1","0","0","0","0","0","2","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1705","0","0","0","0","0","0","0","0","1","2","2","4","5","0","0","8","9","0","0.0434783","1","0","0","2","0.0434783","1","0","0","0","0","0","22","27","0","0","0","0","1","0","1","0","1","10","0","1","0","22","27","0","0","0","0","1","0","1","0","1","10","0","1","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1720","0","0","0","0","0","0","0","0","1","2","2","3","5","0","0","6","7","0","0","0","0","0","2","0","0","0","0","0","0","0","19","22","0","0","0","0","1","0","1","0","1","8","0","1","0","19","22","0","0","0","0","1","0","1","0","1","8","0","1","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1731","0","0","0","0","0","0","0","0","1","2","2","7","3","0","0","5","8","0","0","0","0","0","2","0","0","0","0","0","0","0","32","38","0","0","0","0","3","0","1","0","3","18","0","1","0","32","38","0","0","0","0","3","0","1","0","3","18","0","1","0","0","2","9","0","2","0","0","0","0","0","0","0","0","0","0","0","0","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1751","0.0956341","1","10","2","0.0970874","0.114286","20","20","2","3","3","55","8","1","0","12","17","0","0.0168539","3","0","0","3","0.0168539","3","0","0","0","0","0","175","206","21","0","21","0","5","0","2","0","5","76","0","2","0","175","206","21","0","21","0","5","0","2","0","5","76","0","2","0","0","6","31","2","41","0","0","0","0","9","0","1","0","2","0","1","0","48","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","true"
"L1771","0","0","0","0","0","0","0","0","1","2","2","7","4","0","0","6","8","0","0.0666667","2","0","0","2","0.0666667","2","0","0","0","0","0","28","36","0","1","0","1","2","0","1","0","2","12","0","1","0","28","36","0","1","0","1","2","0","1","0","2","12","0","1","0","0","0","7","0","4","0","0","0","0","0","0","0","0","0","0","0","0","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1795","0","0","0","0","0","0","0","0","1","3","3","4","5","0","0","7","8","0","0","0","0","0","2","0","0","0","0","0","0","0","21","25","0","0","0","0","1","0","1","0","1","9","0","1","0","21","25","0","0","0","0","1","0","1","0","1","9","0","1","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1817","0","0","0","0","0","0","0","0","1","1","1","2","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","21","23","0","0","0","0","1","0","1","0","1","13","0","1","0","21","23","0","0","0","0","1","0","1","0","1","13","0","1","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1813","0","0","0","0","0","0","0","0","1","2","2","22","8","0","0","20","26","0","0","0","0","0","2","0","0","0","0","0","0","0","83","106","0","0","0","0","6","0","1","0","6","49","0","1","0","83","106","0","0","0","0","6","0","1","0","6","49","0","1","0","0","0","15","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1787","0.364532","1","3","1","0.369565","0.368421","17","14","1","2","2","6","6","0","0","12","13","0","0","0","0","0","2","0","0","0","0","0","0","0","38","46","0","0","0","0","1","0","1","0","1","19","0","1","0","38","46","0","0","0","0","1","0","1","0","1","19","0","1","0","0","0","18","0","3","0","0","0","0","12","0","0","0","0","0","1","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1783","0","0","0","0","0","0","0","0","1","3","2","13","9","0","0","13","16","0","0","0","0","0","2","0","0","0","0","0","0","0","57","72","0","0","0","0","3","0","1","0","3","31","0","1","0","57","72","0","0","0","0","3","0","1","0","3","31","0","1","0","0","2","10","3","2","0","0","0","0","0","0","0","0","0","0","1","0","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","false"
"L1764","0","0","0","0","0","0","0","0","1","2","2","12","6","0","0","13","15","0","0.0416667","2","0","0","2","0.0416667","2","0","0","0","0","0","46","61","0","1","0","1","2","0","1","0","2","21","0","1","0","46","61","0","1","0","1","2","0","1","0","2","21","0","1","0","0","0","8","0","4","0","0","0","0","0","0","0","0","0","0","1","0","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1791","0","0","0","0","0","0","0","0","1","3","3","5","7","0","0","9","10","0","0","0","0","0","2","0","0","0","0","0","0","0","29","36","0","0","0","0","1","0","1","0","1","15","0","1","0","29","36","0","0","0","0","1","0","1","0","1","15","0","1","0","0","0","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1802","0","0","0","0","0","0","0","0","1","3","2","16","6","0","0","8","11","0","0","0","0","0","2","0","0","0","0","0","0","0","50","60","0","0","0","0","3","0","1","0","3","28","0","1","0","50","60","0","0","0","0","3","0","1","0","3","28","0","1","0","0","3","9","0","3","0","0","0","0","0","0","0","0","0","0","0","0","6","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1775","0","0","0","0","0","0","0","0","1","2","2","3","6","0","0","7","8","0","0","0","0","0","2","0","0","0","0","0","0","0","20","23","0","0","0","0","1","0","1","0","1","8","0","1","0","20","23","0","0","0","0","1","0","1","0","1","8","0","1","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1809","0","0","0","0","0","0","0","0","1","3","3","7","6","0","0","11","12","0","0.0540541","2","0","0","2","0.0540541","2","0","0","0","0","0","35","47","0","0","0","0","1","0","1","0","1","16","0","1","0","35","47","0","0","0","0","1","0","1","0","1","16","0","1","0","0","0","6","0","3","0","0","0","0","0","0","0","0","0","0","1","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
