@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L54382","65","0","305","0","0","1","0","false"
"L54383","1","0","1","0","0","1","0","false"
"L54384","1","0","8","0","0","1","0","false"
"L54385","1","0","14","0","0","1","0","false"
"L54386","4","0","96","4","70","5","0","false"
"L54387","1","0","4","4","70","6","0","false"
"L54388","1","0","21","2","70","2","0","false"
"L54389","34","0","190","4","70","6","0","false"
"L54393","6","0","103","4","70","6","0","false"
"L54394","1","0","12","0","0","1","0","false"
"L54395","1","0","282","0","0","1","0","false"
"L54396","1","0","20","2","590","3","0","false"
"L54397","1","0","25","0","0","1","0","false"
"L54398","63","0","912","2","590","2","0","false"
"L54399","74","0","1035","2","590","2","0","false"
"L54400","1","0","20","0","0","1","0","false"
"L54401","2","0","120","2","70","3","0","false"
"L54402","3","0","128","4","70","8","0","false"
"L54403","2","0","126","2","70","3","0","false"
"L54404","3","0","229","4","70","8","0","false"
"L54405","15","0","83","0","0","1","0","false"
"L54406","23","0","79","0","0","1","0","false"
"L55194","1","0","1","0","0","1","0","false"
"L55195","18","0","95","0","0","1","0","false"
"L55551","47","0","323","0","0","1","0","false"
"L55552","1","0","6","0","0","1","0","false"
"L55553","1","0","8","0","0","1","0","false"
"L55554","52","0","238","0","0","1","0","false"
"L55555","16","0","75","0","0","1","0","false"
"L55556","31","0","225","4","70","14","0","false"
"L55557","64","0","409","4","590","11","0","false"
"L55558","1","0","7","0","0","1","0","false"
"L55559","1","0","1","0","0","1","0","false"
"L55560","1","0","44","2","590","3","0","false"
"L55561","85","0","489","4","590","10","0","false"
"L55562","35","0","228","0","0","1","0","false"
"L55563","24","0","201","2","70","6","0","false"
"L55564","3","0","30","0","0","1","0","false"
"L55565","8","0","110","2","70","3","0","false"
"L55566","1","0","7","0","0","1","0","false"
"L55567","1","0","5","0","0","1","0","false"
"L55568","10","0","82","0","0","1","0","false"
"L55569","4","0","63","4","590","5","0","false"
"L55570","15","0","115","0","0","1","0","false"
"L55571","4","0","58","0","0","1","0","false"
"L55572","2","0","32","0","0","1","0","false"
"L55573","1","0","40","4","70","9","0","false"
"L55574","1","0","32","0","0","1","0","false"
"L55197","1","0","9","0","0","1","0","false"
"L55198","1","0","135","0","0","1","0","false"
"L55576","4","0","236","0","0","1","0","false"
"L55577","4","0","445","0","0","1","0","false"
"L55578","1","0","116","0","0","1","0","false"
"L55579","1","0","382","0","0","1","0","false"
"L55580","2","0","449","4","70","6","0","false"
"L55581","2","0","389","0","0","1","0","false"
"L55582","2","0","716","4","590","8","0","false"
"L55583","1","0","177","2","590","3","0","false"
"L55584","1","0","123","2","70","5","0","false"
"L55585","1","0","36","0","0","1","0","false"
"L55586","1","0","25","4","70","6","0","false"
"L55587","2","0","127","0","0","1","0","false"
"L55588","2","0","127","0","0","1","0","false"
"L55589","2","0","52","0","0","1","0","false"
"L55590","2","0","261","0","0","1","0","false"
"L55591","3","0","44","0","0","1","0","false"
"L55592","1","0","55","4","70","5","0","false"
"L55593","3","0","71","2","590","3","0","false"
"L54412","2","0","40","4","70","5","0","false"
"L54413","18","0","187","0","0","1","0","false"
"L54414","1","0","43","0","0","1","0","false"
"L54415","5","0","114","0","0","1","0","false"
"L54416","2","0","47","0","0","1","0","false"
"L54417","5","0","66","0","0","1","0","false"
"L54418","5","0","59","4","70","5","0","false"
"L54419","2","0","39","0","0","1","0","false"
"L54420","2","0","35","0","0","1","0","false"
"L54421","5","0","73","0","0","1","0","false"
"L54422","2","0","43","4","70","5","0","false"
"L54423","2","0","76","0","0","1","0","false"
"L54424","4","0","95","0","0","1","0","false"
"L54425","2","0","96","2","590","2","0","false"
"L54426","1","0","74","0","0","1","0","false"
"L54427","2","0","72","0","0","1","0","false"
"L54428","2","0","34","0","0","1","0","false"
"L54429","6","0","113","4","70","6","0","false"
"L54430","1","0","119","0","0","1","0","false"
