@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L30438","3","0","38","0","17","1649","2","false"
"L30439","2","0","49","1","36","4057","3","false"
"L30440","1","0","24","0","15","4057","1","false"
"L30532","4","0","30","1","11","4057","2","false"
"L30533","3","0","47","1","22","4057","4","false"
"L30534","9","0","82","0","14","3","3","true"
"L30535","1","0","21","0","4","72","2","false"
"L30536","2","0","34","1","17","4057","3","false"
"L30537","1","0","31","0","7","1649","2","true"
"L30538","1","0","17","0","4","72","2","false"
"L30539","2","0","21","0","8","4057","2","false"
"L30707","4","0","85","1","21","1649","3","true"
"L31565","5","0","78","1","18","1649","3","false"
"L31566","1","0","14","0","8","4057","2","true"
"L31567","1","0","18","0","6","4057","2","false"
"L31653","4","0","58","1","18","4057","4","false"
"L31654","3","0","42","1","11","1649","4","false"
"L31655","2","0","48","1","15","4057","3","false"
"L31656","1","0","26","0","6","4057","1","false"
"L31744","2","0","41","1","14","4057","3","true"
"L31745","26","0","109","1","16","4057","3","true"
"L31811","2","0","46","1","21","4057","4","false"
"L31812","2","0","40","0","13","1649","2","false"
"L31813","6","0","70","0","25","1649","3","false"
"L31814","1","0","19","0","3","4057","1","false"
"L31916","3","0","45","1","23","1649","4","false"
"L31917","2","0","20","0","13","4057","3","true"
"L31918","2","0","34","1","16","4057","3","false"
"L31919","2","0","41","0","14","1649","2","true"
"L32001","1","0","38","1","8","1649","3","false"
"L32002","2","0","18","0","8","1649","3","true"
"L32043","4","0","59","1","13","4057","3","false"
"L32044","2","0","50","1","11","4057","3","false"
"L32045","4","0","59","1","13","4057","3","false"
"L32046","2","0","50","1","11","4057","3","false"
"L32047","3","0","39","0","12","1649","3","false"
"L32048","1","0","24","0","11","4057","3","false"
"L32190","6","0","57","1","21","1649","4","true"
"L32191","1","0","20","0","12","4057","3","true"
"L32192","1","0","25","0","3","1649","2","true"
"L32193","2","0","279","0","1","4057","1","true"
"L32194","2","0","35","1","15","4057","3","true"
"L32195","4","0","56","1","17","1649","2","true"
"L32196","1","0","25","0","3","1649","2","true"
"L32197","1","0","52","0","5","4057","1","true"
"L32198","1","0","41","0","3","4057","3","true"
"L32364","1","0","6","0","2","4057","1","false"
"L32365","1","0","22","0","2","4057","1","false"
"L32366","1","0","15","0","1","0","0","false"
"L32367","3","0","39","0","7","1649","2","false"
"L32368","1","0","30","1","5","4057","2","false"
"L32369","1","0","54","0","13","1649","2","true"
"L32370","6","0","55","1","14","1649","2","true"
"L32371","1","0","17","0","3","1649","2","false"
"L32372","2","0","13","0","4","1649","2","false"
"L32533","6","0","56","1","21","1649","4","false"
"L32534","1","0","21","0","10","4057","3","true"
"L32535","1","0","22","0","4","1649","2","false"
"L32536","2","0","34","1","15","4057","3","false"
"L32537","4","0","49","0","13","1649","2","true"
"L32538","1","0","22","0","1","4057","1","false"
"L32624","1","0","1","0","1","9","1","false"
"L33161","2","0","48","0","15","1649","4","false"
"L33162","6","0","72","0","18","4057","3","true"
"L33249","6","0","77","1","4","4057","2","false"
"L33250","6","0","80","0","5","1649","2","true"
"L33251","1","0","19","0","1","4057","1","false"
"L33252","221","0","2494","0","2","4057","1","false"
"L33253","2","0","34","1","4","4057","2","false"
"L33254","2","0","52","0","4","4057","1","true"
"L33255","1","0","19","0","1","4057","1","false"
"L30758","2","0","34","1","15","4057","3","false"
"L30759","30","0","238","0","35","4057","5","true"
"L30760","1","0","19","0","3","4057","2","false"
"L30898","2","0","38","0","1","1649","1","false"
"L30899","4","0","46","0","7","1649","2","false"
"L30900","1","0","13","0","2","1649","1","false"
"L30939","9","0","69","2","29","1649","4","true"
"L30940","8","0","47","0","19","4057","4","true"
"L30941","2","0","31","1","5","4057","1","true"
"L30942","2","0","36","1","17","4057","3","false"
"L30943","20","0","139","2","39","4057","4","true"
"L30944","1","0","15","0","6","1649","2","false"
"L31045","30","0","246","2","25","1649","4","true"
"L31046","10","0","54","0","18","4057","4","true"
"L31047","2","0","29","0","1","71","1","true"
"L31048","3","0","41","1","10","4057","3","true"
"L31049","33","0","310","2","33","1649","4","true"
"L31050","2","0","25","0","2","4057","2","true"
"L32627","1","0","1","0","1","9","1","false"
"L33026","1","0","1","0","1","9","1","false"
"L33027","12","0","192","0","2","4057","2","false"
"L33028","1","0","14","0","3","4057","2","false"
"L31237","2","0","37","1","21","4057","5","false"
"L31238","16","0","108","1","36","1649","4","false"
"L31239","1","0","17","0","2","1649","2","false"
"L31240","1","0","1","0","11","4057","4","false"
"L31299","1","0","1","0","3","4057","1","false"
"L31300","4","0","76","2","37","1649","5","false"
"L31301","7","0","68","2","22","4057","3","true"
"L31346","1","0","11","0","7","1649","3","true"
"L31347","2","0","53","1","7","4057","3","false"
"L31380","1","0","1","0","1","4057","1","false"
"L31381","2","0","38","1","23","4057","6","false"
"L31382","15","0","113","1","36","1649","3","true"
"L31383","1","0","55","0","6","4057","1","false"
"L31384","1","0","15","0","3","1649","2","false"
"L31450","1","0","1","0","3","4057","1","false"
"L31451","6","0","48","1","20","4057","5","false"
"L31452","15","0","114","1","37","1649","3","true"
"L31453","1","0","22","0","3","4057","2","false"
"L31454","4","0","49","0","16","1649","3","false"
"L32630","1","0","58","1","10","4057","3","false"
"L32631","2","0","44","0","10","1649","3","true"
"L32632","1","0","55","1","8","4057","3","false"
"L32633","1","0","29","0","9","4057","3","false"
"L32634","1","0","1","0","1","9","1","false"
"L32751","1","0","58","1","10","4057","3","false"
"L32752","2","0","46","1","11","1649","3","true"
"L32753","1","0","55","1","8","4057","3","false"
"L32754","1","0","29","1","10","4057","3","false"
"L32755","1","0","1","0","1","9","1","false"
"L32857","1","0","9","0","1","0","0","false"
"L32858","1","0","45","1","3","4057","1","false"
"L32859","2","0","47","0","6","1649","2","true"
"L32860","1","0","20","0","1","0","0","false"
"L32861","1","0","23","0","1","0","0","false"
"L32862","1","0","1","0","1","0","0","false"
"L32949","1","0","44","1","3","4057","1","false"
"L32950","2","0","43","0","5","1649","2","true"
"L32951","1","0","20","0","1","0","0","false"
"L32952","1","0","23","0","1","0","0","false"
"L32953","1","0","1","0","1","0","0","false"
"L45489","1","0","1","0","1","4","1","false"
"L45490","3","0","34","0","4","4057","2","false"
"L34428","4","0","71","0","5","4","2","false"
"L34429","1","0","1","0","1","4","1","false"
"L34494","17","0","89","0","3","4","2","false"
"L34495","1","0","1","0","1","4","1","false"
"L34535","1","0","3","0","1","4057","1","false"
"L34536","1","0","1","0","1","4057","1","false"
"L34543","3","0","33","0","3","4057","2","false"
"L34552","1","0","4","0","1","4057","1","false"
"L34553","1","0","22","0","1","4057","1","false"
"L34554","1","0","1","0","1","4057","1","false"
"L34561","1","0","29","0","1","4057","1","false"
"L34562","1","0","37","0","1","4057","1","false"
"L34563","4","0","59","0","3","9","3","false"
"L34572","1","0","3","0","1","4057","1","false"
"L34573","1","0","1","0","1","4057","1","false"
"L34580","1","0","3","0","1","4057","1","false"
"L35962","2","0","278","0","1","4057","1","true"
"L35963","1","0","46","0","1","4057","1","true"
"L35964","1","0","35","0","1","4057","1","true"
"L35965","1","0","1","0","1","4","1","false"
"L35966","13","0","72","2","19","4","4","false"
"L34682","3","0","47","0","7","4057","4","false"
"L34683","1","0","1","0","1","4","1","false"
"L34684","19","0","133","0","10","1649","4","false"
"L34685","5","0","101","0","5","4057","4","false"
"L34860","3","0","38","0","11","4057","4","false"
"L34861","3","0","43","0","20","4057","3","false"
"L34862","3","0","39","1","9","4057","3","false"
"L34863","3","0","47","0","17","4057","4","false"
"L34864","4","0","74","0","29","1649","4","false"
"L34865","1","0","38","0","18","1649","3","false"
"L34866","1","0","1","0","1","4","1","false"
"L34867","5","0","73","1","14","4057","3","false"
"L34868","1","0","69","0","8","1649","2","false"
"L34869","5","0","77","0","3","4057","2","false"
"L34870","21","0","179","2","28","4057","3","false"
"L34871","10","0","111","0","10","1649","2","false"
"L34872","19","0","124","0","16","1649","2","false"
"L34873","15","0","113","0","8","1649","2","false"
"L34874","18","0","129","0","11","1649","2","false"
"L34875","2","0","101","0","13","4057","3","false"
"L34876","2","0","62","1","15","1649","4","false"
"L34877","24","0","215","0","23","1649","2","false"
"L34878","22","0","166","4","30","1649","5","false"
"L34879","19","0","176","3","17","4057","2","false"
"L34880","20","0","131","1","15","1649","2","false"
"L34881","5","0","145","3","35","1649","4","false"
"L34882","2","0","31","0","4","1649","2","false"
"L35825","1","0","1","0","1","9","1","false"
"L35826","20","0","306","0","9","4057","4","false"
"L36046","63","0","599","17","163","1649","5","true"
"L36047","1","0","50","1","50","4057","3","false"
"L36048","15","0","120","0","4","4057","1","false"
"L36049","1","0","8","0","2","4057","1","false"
"L36050","1","0","42","2","63","4057","3","false"
"L36051","1","0","30","2","24","1649","4","true"
"L36052","1","0","39","0","6","1649","2","false"
"L36053","1","0","15","0","5","4057","2","false"
"L36054","22","0","142","1","7","4","3","false"
"L36055","1","0","25","0","23","4057","3","false"
"L36056","3","0","27","0","8","4057","2","false"
"L36057","1","0","20","2","25","4057","4","false"
"L36058","1","0","18","2","26","1649","2","false"
"L36059","1","0","35","1","48","4","4","false"
"L36060","1","0","11","1","21","4057","3","false"
"L36061","1","0","35","0","29","1649","3","false"
"L36062","1","0","12","0","15","4057","2","false"
"L36063","4","0","34","0","22","4","4","false"
"L36064","1","0","11","0","6","4057","3","false"
"L36065","2","0","70","2","24","1649","3","true"
"L36066","50","0","437","7","30","1649","2","true"
"L36067","1","0","14","1","19","1649","2","false"
"L36068","1","0","40","0","27","1649","2","false"
"L36069","1","0","24","1","28","4","3","false"
"L36070","1","0","69","4","44","4","6","false"
"L36071","1","0","15","0","6","4057","2","false"
"L36072","1","0","22","0","2","4057","1","false"
"L36073","1","0","5","0","1","4057","1","false"
"L36074","1","0","30","0","3","4057","1","false"
"L36075","1","0","30","0","6","4057","2","false"
"L36076","12","0","58","0","8","1649","2","false"
"L36077","7","0","28","0","2","1649","1","false"
"L36078","1","0","14","1","14","1649","3","false"
"L36079","7","0","141","1","6","1649","2","false"
"L36080","3","0","68","0","18","4057","3","false"
"L36081","1","0","10","0","1","1649","1","false"
"L36082","4","0","69","0","3","1649","2","false"
"L36083","34","0","243","3","21","1649","3","true"
"L36084","83","0","756","24","157","1649","6","false"
"L36085","68","0","808","22","181","1649","6","false"
"L36086","3","0","113","0","4","4057","2","false"
"L36087","3","0","106","0","20","4057","2","false"
"L36088","10","0","67","0","14","1","4","false"
"L36089","5","0","36","0","1","1649","1","false"
"L36090","1","0","6","0","14","1649","3","false"
"L36091","1","0","15","0","6","4","3","false"
"L36092","1","0","8","0","7","1649","3","false"
"L36093","2","0","31","0","14","1649","3","false"
"L36094","1","0","11","0","5","4057","2","false"
"L36096","1","0","7","0","1","1649","1","false"
"L36097","2","0","37","1","11","1649","3","false"
"L36098","1","0","1","0","4","4057","2","false"
"L36099","1","0","11","0","1","1649","1","false"
"L36100","1","0","4","0","3","4057","2","false"
"L36101","4","0","43","0","6","4","3","true"
"L36102","3","0","32","3","41","1649","4","false"
"L36103","1","0","15","0","15","1649","3","false"
"L36104","9","0","54","1","6","1649","2","false"
"L36105","39","0","215","1","7","4057","2","false"
"L36106","5","0","146","2","11","1649","2","false"
"L45133","28","0","290","1","25","1649","5","true"
"L45134","14","0","151","5","40","4057","4","false"
"L45135","1","0","5","0","4","4057","1","false"
"L45136","1","0","1","0","6","4057","2","false"
"L45137","23","0","240","3","77","4057","3","false"
"L40473","21","0","231","0","12","1649","2","true"
"L40474","4","0","86","2","13","4057","3","false"
"L40475","1","0","5","0","5","1649","2","false"
"L40476","1","0","1","0","5","1649","2","false"
"L40686","1","0","28","1","21","1649","2","true"
"L40687","3","0","25","1","3","1649","1","false"
"L40688","1","0","36","1","13","1649","2","false"
"L40689","1","0","4","0","4","1649","2","false"
"L40690","1","0","5","0","1","1649","1","false"
"L40691","5","0","93","0","1","1649","1","false"
"L40692","9","0","50","0","4","4057","2","false"
"L40693","37","0","269","5","31","1649","2","true"
"L40694","18","0","199","3","27","1649","3","false"
"L40695","1","0","1","0","4","4057","2","false"
"L41157","4","0","50","1","8","1649","2","false"
"L41158","33","0","288","6","51","1649","3","true"
"L41159","5","0","36","0","6","4057","2","false"
"L41160","4","0","21","2","18","4057","3","false"
"L41161","1","0","20","2","11","4057","3","false"
"L41162","10","0","123","1","30","1649","3","false"
"L41163","1","0","1","0","4","4057","2","false"
"L41803","33","0","186","4","27","1649","3","true"
"L41804","28","0","224","0","19","1649","2","true"
"L41805","20","0","104","4","14","4057","2","false"
"L41806","86","0","493","3","31","1649","2","true"
"L41807","3","0","37","1","6","4057","2","false"
"L41808","1","0","8","0","1","1649","1","false"
"L41809","1","0","1","0","1","1649","1","false"
"L41810","7","0","80","0","1","4057","1","false"
"L42278","25","0","135","1","12","4","3","true"
"L42279","8","0","71","0","7","1649","2","true"
"L42280","8","0","43","0","8","4057","2","false"
"L42281","18","0","118","0","9","4057","3","false"
"L42282","1","0","20","0","4","4057","2","false"
"L42283","1","0","1","0","1","1649","1","false"
"L42475","1","0","7","0","1","1649","1","false"
"L42476","1","0","43","0","14","4057","3","false"
"L42477","1","0","43","1","13","1649","2","true"
"L42478","1","0","32","0","15","1649","2","false"
"L42479","50","0","338","1","26","1649","3","true"
"L42480","13","0","152","1","18","1649","3","false"
"L42481","35","0","273","1","16","1649","3","true"
"L42482","1","0","5","0","6","1649","2","false"
"L42483","1","0","1","0","4","4057","2","false"
"L42484","1","0","11","0","5","4057","2","false"
"L42485","1","0","30","1","10","1649","2","false"
"L42486","1","0","20","1","12","4057","3","false"
"L42487","1","0","43","1","17","1649","3","true"
"L42991","47","0","402","3","68","4057","3","true"
"L42992","8","0","145","0","14","1649","3","false"
"L42993","5","0","108","1","51","4057","3","false"
"L42994","25","0","239","3","76","4057","3","true"
"L42995","1","0","1","0","3","4057","2","false"
"L42996","3","0","18","0","6","1649","2","false"
"L43375","5","0","123","1","5","1649","2","true"
"L43376","5","0","148","1","5","1649","2","true"
"L43377","27","0","331","1","55","4057","3","true"
"L43378","14","0","142","1","44","4057","3","false"
"L43379","1","0","36","1","5","1649","2","true"
"L43380","16","0","173","3","52","4057","3","false"
"L43381","1","0","47","1","5","1649","2","true"
"L43382","1","0","1","0","3","4057","2","false"
"L36112","1","0","45","1","8","4057","3","false"
"L36113","1","0","57","0","12","1649","3","false"
"L36114","20","0","403","2","39","4057","5","false"
"L36115","1","0","18","0","6","1649","2","false"
"L36116","36","0","350","4","25","4057","3","false"
"L36117","1","0","13","0","6","1649","2","false"
"L45139","5","0","94","3","6","4057","1","false"
"L40697","2","0","36","2","6","4057","3","false"
"L41165","4","0","104","0","8","4057","2","false"
"L41166","53","0","465","3","68","1649","4","false"
"L41167","7","0","80","1","15","1649","4","false"
"L41168","24","0","269","1","9","1649","2","false"
"L41812","2","0","40","0","6","4057","2","false"
"L41813","1","0","15","0","2","4057","2","false"
"L41814","3","0","99","2","3","4057","1","false"
"L36127","19","0","201","2","7","1649","3","true"
"L36128","1","0","1","0","3","1649","2","false"
"L36129","10","0","129","1","12","4057","3","true"
"L36130","7","0","105","2","13","1649","3","true"
"L36131","1","0","26","1","5","1649","3","true"
"L36132","1","0","12","0","4","4057","2","false"
"L37420","19","0","231","1","8","1649","3","true"
"L37421","4","0","144","1","6","1649","3","true"
"L37422","1","0","1","0","1","1649","1","false"
"L37423","1","0","12","0","1","1649","1","false"
"L37424","1","0","45","1","9","1649","3","true"
"L37425","1","0","16","0","3","1649","2","true"
"L37426","1","0","28","0","4","1649","2","false"
"L37427","1","0","5","0","2","4057","2","false"
"L37428","1","0","47","1","6","1649","3","true"
"L37623","4","0","90","0","10","4057","3","false"
"L37624","2","0","25","0","6","4057","2","false"
"L37625","11","0","144","0","10","4057","2","false"
"L37626","1","0","7","0","2","9","2","false"
"L37627","2","0","25","0","6","4057","2","false"
"L37628","17","0","170","0","12","4057","2","false"
"L37629","1","0","9","0","1","1649","1","false"
"L37630","20","0","131","0","4","9","3","false"
"L37631","1","0","1","0","1","1649","1","false"
"L44463","2","0","21","0","1","9","1","false"
"L44464","1","0","1","0","1","9","1","false"
"L44647","1","0","10","0","3","4","3","false"
"L44648","1","0","10","0","3","4057","2","false"
"L44649","1","0","10","0","3","4057","2","false"
"L44650","3","0","74","1","10","4057","4","false"
"L44651","1","0","10","0","3","4057","2","false"
"L44652","1","0","10","0","3","4057","2","false"
"L44653","3","0","68","1","10","4057","4","false"
"L44654","1","0","18","0","3","4","3","false"
"L44655","1","0","1","0","1","4","1","false"
"L44713","3","0","49","0","5","4","4","false"
"L44714","5","0","119","0","2","4","2","false"
"L44715","11","0","155","0","5","4","4","false"
"L44716","12","0","192","0","1","9","1","false"
"L44717","3","0","43","0","12","1649","4","false"
"L44718","3","0","44","0","12","1649","3","false"
"L44719","1","0","1","0","1","9","1","false"
"L44720","5","0","40","0","4","4057","3","false"
"L44721","24","0","189","0","6","4057","4","false"
"L44485","1","0","1","0","1","9","1","false"
"L44486","1","0","32","0","1","9","1","false"
"L44487","15","0","190","0","1","9","1","false"
"L44488","1","0","83","1","6","4057","3","false"
